State,Year,Quarter,District,RegisteredUsers,AppOpens,TransactionCount,TransactionAmount
Dadra & Nagar Haveli & Daman & Diu,2024,1,Diu,21329,52856,369770,557653496.0
Dadra & Nagar Haveli & Daman & Diu,2024,1,Daman,224463,443492,7109711,6342510012.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Dadra And Nagar Haveli,385068,6889808,14877126,12936783429.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Diu,22210,61929,448642,654549756.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Daman,233446,537882,8067347,6737659526.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Dadra And Nagar Haveli,381007,4599278,16499064,14070039790.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Diu,21317,289560,404123,609607456.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Daman,225491,540461,8543083,6884984320.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Dadra And Nagar Haveli,390650,26580899,18535942,15597417353.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Diu,22066,1462795,490527,682063743.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Daman,231834,13904020,9437231,7665740365.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Dadra And Nagar Haveli,314951,3702140,7700138,8122810854.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Diu,18234,246909,239195,426544984.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Daman,191432,522235,3864652,4064735362.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Dadra And Nagar Haveli,328125,3369887,8670763,8831457320.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Diu,18972,160624,277405,511140210.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Daman,199267,555514,4408947,4407940658.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Dadra And Nagar Haveli,341846,3914753,9971874,9836561533.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Diu,19752,177551,283918,495019988.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Daman,207437,357209,5114536,4764484942.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Dadra And Nagar Haveli,354944,22155996,11844359,11345951876.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Diu,20497,1294301,359283,577621411.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Daman,215319,13129081,6098731,5634486680.0
Dadra & Nagar Haveli & Daman & Diu,2019,1,Dadra And Nagar Haveli,83987,0,386213,505553450.4985651
Dadra & Nagar Haveli & Daman & Diu,2019,1,Diu,5452,0,16037,21939140.020587962
Dadra & Nagar Haveli & Daman & Diu,2019,1,Daman,51093,0,259564,315877185.5307482
Dadra & Nagar Haveli & Daman & Diu,2019,2,Dadra And Nagar Haveli,94382,514362,276573,465450284.8957217
Dadra & Nagar Haveli & Daman & Diu,2019,2,Diu,6193,22979,29130,55383383.84612378
Dadra & Nagar Haveli & Daman & Diu,2019,2,Daman,58005,323345,183953,303607607.8232254
Dadra & Nagar Haveli & Daman & Diu,2019,3,Dadra And Nagar Haveli,105329,1884552,385688,579621876.8486074
Dadra & Nagar Haveli & Daman & Diu,2019,3,Diu,6746,73017,17203,32940133.54162597
Dadra & Nagar Haveli & Daman & Diu,2019,3,Daman,64854,1168620,235860,348909463.4581386
Dadra & Nagar Haveli & Daman & Diu,2019,4,Dadra And Nagar Haveli,117805,2264329,465412,736360098.0195075
Dadra & Nagar Haveli & Daman & Diu,2019,4,Diu,7323,91107,21474,46692370.12824968
Dadra & Nagar Haveli & Daman & Diu,2019,4,Daman,72470,1415107,282085,443588793.8632827
Dadra & Nagar Haveli & Daman & Diu,2021,1,Dadra And Nagar Haveli,192262,4572539,1218428,1825446563.9770947
Dadra & Nagar Haveli & Daman & Diu,2021,1,Diu,11406,156639,42608,96420384.49176355
Dadra & Nagar Haveli & Daman & Diu,2021,1,Daman,117728,2573284,664208,1043765962.724646
Dadra & Nagar Haveli & Daman & Diu,2021,2,Dadra And Nagar Haveli,206516,3322379,1350893,1981679666.5277362
Dadra & Nagar Haveli & Daman & Diu,2021,2,Diu,12220,117626,41014,101909220.66644716
Dadra & Nagar Haveli & Daman & Diu,2021,2,Daman,126258,1622978,733176,1074079574.2247202
Dadra & Nagar Haveli & Daman & Diu,2021,3,Dadra And Nagar Haveli,222731,4702992,1979522,2673225036.2333474
Dadra & Nagar Haveli & Daman & Diu,2021,3,Diu,13167,181641,66259,157454301.2533474
Dadra & Nagar Haveli & Daman & Diu,2021,3,Daman,135976,2278101,1083689,1475259765.304812
Dadra & Nagar Haveli & Daman & Diu,2021,4,Dadra And Nagar Haveli,239110,9600298,2651530,3463923579.4310455
Dadra & Nagar Haveli & Daman & Diu,2021,4,Diu,14047,295151,88402,206127240.56872407
Dadra & Nagar Haveli & Daman & Diu,2021,4,Daman,145806,5114006,1417153,1895788566.3308911
Dadra & Nagar Haveli & Daman & Diu,2020,1,Dadra And Nagar Haveli,130255,2546172,535805,813878312.368383
Dadra & Nagar Haveli & Daman & Diu,2020,1,Diu,7912,98466,23966,46606086.663000636
Dadra & Nagar Haveli & Daman & Diu,2020,1,Daman,80329,1550484,318808,482278970.2611342
Dadra & Nagar Haveli & Daman & Diu,2020,2,Dadra And Nagar Haveli,146003,2773677,607115,819008453.120671
Dadra & Nagar Haveli & Daman & Diu,2020,2,Diu,8795,90682,23866,42875002.19781082
Dadra & Nagar Haveli & Daman & Diu,2020,2,Daman,90016,1640768,342171,440492998.5695746
Dadra & Nagar Haveli & Daman & Diu,2020,3,Dadra And Nagar Haveli,160183,2838403,735433,1113115462.3887653
Dadra & Nagar Haveli & Daman & Diu,2020,3,Diu,9655,102606,26588,51864159.697919816
Dadra & Nagar Haveli & Daman & Diu,2020,3,Daman,98108,1480490,376291,584809492.9126782
Dadra & Nagar Haveli & Daman & Diu,2020,4,Dadra And Nagar Haveli,177432,3926020,1178976,1683480021.6173902
Dadra & Nagar Haveli & Daman & Diu,2020,4,Diu,10550,147153,41821,95658202.77082603
Dadra & Nagar Haveli & Daman & Diu,2020,4,Daman,108511,2123263,596994,921372876.4402872
Dadra & Nagar Haveli & Daman & Diu,2018,1,Dadra And Nagar Haveli,32028,0,92738,105807098.82670306
Dadra & Nagar Haveli & Daman & Diu,2018,1,Diu,2553,0,5593,6434481.929188873
Dadra & Nagar Haveli & Daman & Diu,2018,1,Daman,18677,0,50218,63416803.35332493
Dadra & Nagar Haveli & Daman & Diu,2018,2,Dadra And Nagar Haveli,43085,0,128642,186926842.5467928
Dadra & Nagar Haveli & Daman & Diu,2018,2,Diu,3229,0,6279,10736607.177110624
Dadra & Nagar Haveli & Daman & Diu,2018,2,Daman,25144,0,67705,104407321.93224815
Dadra & Nagar Haveli & Daman & Diu,2018,3,Dadra And Nagar Haveli,55626,0,177851,273261425.21412045
Dadra & Nagar Haveli & Daman & Diu,2018,3,Diu,3830,0,7087,13784358.656098008
Dadra & Nagar Haveli & Daman & Diu,2018,3,Daman,32651,0,104637,160593811.80795714
Dadra & Nagar Haveli & Daman & Diu,2018,4,Dadra And Nagar Haveli,69833,0,247575,399434283.41724634
Dadra & Nagar Haveli & Daman & Diu,2018,4,Diu,4609,0,9502,19252174.323347375
Dadra & Nagar Haveli & Daman & Diu,2018,4,Daman,42069,0,147005,240064159.06029302
Ladakh,2022,1,Leh Ladakh,71173,6064969,500666,1653910267.0664315
Ladakh,2022,1,Kargil,21319,2837111,129349,371130651.77577716
Ladakh,2022,2,Leh Ladakh,75042,9764396,888735,2898954648.724365
Ladakh,2022,2,Kargil,22475,5003733,229338,644363529.2719021
Ladakh,2022,3,Leh Ladakh,78769,12630219,946345,2958028223.6015005
Ladakh,2022,3,Kargil,23530,7104562,244513,647171126.7724077
Ladakh,2022,4,Leh Ladakh,82011,2922345,850164,2346066905.1393
Ladakh,2022,4,Kargil,24326,909994,233208,548410667.5396475
Ladakh,2024,1,Leh Ladakh,99940,10016564,2377458,5151757244.0
Ladakh,2024,1,Kargil,30130,6486511,609643,933633417.0
Ladakh,2024,2,Leh Ladakh,103519,28503033,4021209,8266357373.0
Ladakh,2024,2,Kargil,31183,12852607,1306150,1859365975.0
Ladakh,2024,3,Leh Ladakh,142693,45617591,5207872,10276205383.0
Ladakh,2024,3,Kargil,51453,22958342,1706013,2376666329.0
Ladakh,2024,4,Leh Ladakh,141456,6402395,4291607,8830257409.0
Ladakh,2024,4,Kargil,52268,3479185,1419677,2024160245.0
Ladakh,2023,1,Leh Ladakh,85582,10445502,1265470,3218322654.0
Ladakh,2023,1,Kargil,25409,4076993,301776,630698644.0
Ladakh,2023,2,Leh Ladakh,89148,17861731,2307295,5933975592.0
Ladakh,2023,2,Kargil,26588,8423789,636520,1257128294.0
Ladakh,2023,3,Leh Ladakh,92688,28073151,2793613,6734804180.0
Ladakh,2023,3,Kargil,27747,14562879,827753,1515768063.0
Ladakh,2023,4,Leh Ladakh,96066,5055795,2444425,5711111463.0
Ladakh,2023,4,Kargil,28762,2052328,705793,1231875482.0
Ladakh,2019,1,Leh Ladakh,23891,0,36320,118531360.44614574
Ladakh,2019,1,Kargil,5758,0,9825,34328560.502981424
Ladakh,2019,2,Leh Ladakh,28390,119514,53483,201775862.19993445
Ladakh,2019,2,Kargil,7126,37803,15289,57479644.79749024
Ladakh,2019,3,Leh Ladakh,31455,427367,78541,283288473.2013481
Ladakh,2019,3,Kargil,7718,75759,13855,47841053.992474176
Ladakh,2019,4,Leh Ladakh,34770,441090,79404,302589608.5910406
Ladakh,2019,4,Kargil,8338,29350,5302,22099751.43707087
Ladakh,2021,1,Leh Ladakh,54095,947159,216659,801921555.5582755
Ladakh,2021,1,Kargil,15824,237045,58756,181498257.68860364
Ladakh,2021,2,Leh Ladakh,57971,2897493,307802,1142273759.759401
Ladakh,2021,2,Kargil,17077,1494139,91914,284985335.7109177
Ladakh,2021,3,Leh Ladakh,62633,4726470,462038,1769463336.535549
Ladakh,2021,3,Kargil,18577,2373080,128949,444521407.39904046
Ladakh,2021,4,Leh Ladakh,67049,2091376,495230,1736886845.1005514
Ladakh,2021,4,Kargil,20008,573827,134957,416648293.67971766
Ladakh,2020,1,Leh Ladakh,38079,469639,92250,308889816.71047306
Ladakh,2020,1,Kargil,9711,120845,24169,68749860.73527026
Ladakh,2020,2,Leh Ladakh,41782,526262,116607,398378484.5171527
Ladakh,2020,2,Kargil,11252,169411,38403,125414514.13487196
Ladakh,2020,3,Leh Ladakh,45587,785801,174514,652346606.227981
Ladakh,2020,3,Kargil,12814,229879,53708,183140893.8302123
Ladakh,2020,4,Leh Ladakh,50252,958797,252454,869280793.9100087
Ladakh,2020,4,Kargil,14601,273960,79680,242682676.5979519
Ladakh,2018,1,Leh Ladakh,7255,0,4845,9101926.692070464
Ladakh,2018,1,Kargil,1529,0,1244,3430931.079044319
Ladakh,2018,2,Leh Ladakh,10733,0,10969,33164160.35287711
Ladakh,2018,2,Kargil,2185,0,4041,14170742.184864359
Ladakh,2018,3,Leh Ladakh,14617,0,18715,63917843.16930765
Ladakh,2018,3,Kargil,3132,0,6149,20173133.975538384
Ladakh,2018,4,Leh Ladakh,19447,0,26838,103879000.36170289
Ladakh,2018,4,Kargil,4436,0,8373,31643842.130934663
Assam,2022,1,Sivasagar,102281,5349801,570136,1201010320.385499
Assam,2022,1,Dhemaji,92508,9664135,562489,1369239048.8460484
Assam,2022,1,Dibrugarh,210525,15363717,1830668,3721424814.9586687
Assam,2022,1,Nalbari,91599,5171677,571467,1369285179.1665456
Assam,2022,1,Kokrajhar,82364,8229125,703834,1794915585.4684856
Assam,2022,1,Hailakandi,77112,4118477,652625,1476770132.0294952
Assam,2022,1,West Karbi Anglong,17520,3151993,88219,186901516.61209765
Assam,2022,1,Jorhat,154589,6424524,978493,1768122527.2374763
Assam,2022,1,Kamrup,198189,11459793,1708845,3838019247.423967
Assam,2022,1,Cachar,230089,8410193,1869862,4225305321.285734
Assam,2022,1,Udalguri,78818,11725654,547716,1168300625.4282162
Assam,2022,1,Barpeta,238871,10253994,2846523,7413611760.549712
Assam,2022,1,Nagaon,268636,11824798,2049272,5405490459.948576
Assam,2022,1,Golaghat,133110,12987090,753488,1681747448.411046
Assam,2022,1,Kamrup Metropolitan,767859,6949354,28908435,60093746992.89226
Assam,2022,1,Goalpara,123781,7889994,1299073,3720380319.7322354
Assam,2022,1,Darrang,96249,7704843,1205741,2732173374.689469
Assam,2022,1,Charaideo,54795,6254195,311136,742058516.3146229
Assam,2022,1,Biswanath,72362,7739432,470228,990785769.7113907
Assam,2022,1,Hojai,86278,8113783,665166,1595056089.1451948
Assam,2022,1,Karbi Anglong,78533,9256671,576671,1480533626.5264075
Assam,2022,1,Marigaon,118114,5848484,1027786,2790138101.722805
Assam,2022,1,Majuli,18571,2645019,89346,172837394.19285655
Assam,2022,1,Karimganj,121183,7177971,962907,2759677605.0696893
Assam,2022,1,Lakhimpur,120220,15015691,725851,1653871930.7532177
Assam,2022,1,Baksa,101877,10310341,731895,1944006764.845173
Assam,2022,1,Chirang,49100,7852843,363645,951303010.3050023
Assam,2022,1,Tinsukia,179301,20168560,1110108,2471991459.7376165
Assam,2022,1,Dima Hasao,32525,4510020,216314,509944077.09921765
Assam,2022,1,Bongaigaon,108394,6969226,1014501,2661981437.245404
Assam,2022,1,Sonitpur,211236,14366935,1805856,3651941482.2987127
Assam,2022,1,Dhubri,137698,6835888,1247298,3380205337.130154
Assam,2022,1,South Salmara Mancachar,38302,1898232,424292,1357660615.5399206
Assam,2022,2,Sivasagar,108296,6750232,694978,1292419445.2581577
Assam,2022,2,Dhemaji,97885,12335239,698448,1532877539.60587
Assam,2022,2,Dibrugarh,222494,18395761,2372318,4426557091.530311
Assam,2022,2,Nalbari,96855,6448258,711088,1547056523.551427
Assam,2022,2,Kokrajhar,87353,10074207,941658,2134593237.4052541
Assam,2022,2,Hailakandi,81807,4370640,787208,1571435620.2824044
Assam,2022,2,West Karbi Anglong,18603,4005474,98911,208934121.88290805
Assam,2022,2,Jorhat,163307,7886769,1243165,2020664284.239387
Assam,2022,2,Kamrup,210048,14467070,2122755,4247651138.552457
Assam,2022,2,Cachar,243727,8364258,2208886,4390976386.361718
Assam,2022,2,Udalguri,83629,14945821,731430,1374405319.608431
Assam,2022,2,Barpeta,253194,11738056,3782074,8597920826.98738
Assam,2022,2,Nagaon,284558,12455248,2624899,6401629329.647786
Assam,2022,2,Golaghat,140961,16364819,928135,1870905474.837348
Assam,2022,2,Kamrup Metropolitan,810057,6849699,37896005,70515346667.22395
Assam,2022,2,Goalpara,131350,8334994,1660385,4241626695.2866406
Assam,2022,2,Darrang,102100,9668329,1764727,3227701241.9922876
Assam,2022,2,Charaideo,58046,8651839,382915,812357268.893158
Assam,2022,2,Biswanath,76698,9502503,604714,1221547710.8569949
Assam,2022,2,Hojai,91289,10527736,832316,1885347223.2358832
Assam,2022,2,Karbi Anglong,83178,10826701,663418,1596022243.6550176
Assam,2022,2,Marigaon,125094,7396715,1362294,3195268221.1941223
Assam,2022,2,Majuli,19678,3033439,105899,192613565.7361275
Assam,2022,2,Karimganj,128589,8450117,1164306,2886007289.474466
Assam,2022,2,Lakhimpur,127316,18753294,949594,1949181060.629253
Assam,2022,2,Baksa,108093,12311677,905373,2132096440.2419512
Assam,2022,2,Chirang,52054,10714348,483371,1142819737.0710807
Assam,2022,2,Tinsukia,189633,24952767,1393042,2864342184.623848
Assam,2022,2,Dima Hasao,34416,4804116,228456,545715522.4659376
Assam,2022,2,Bongaigaon,114947,8688653,1380703,3242058585.814122
Assam,2022,2,Sonitpur,223514,16534514,2331103,4228702694.6406856
Assam,2022,2,Dhubri,146304,9092346,1748061,4095843491.511972
Assam,2022,2,South Salmara Mancachar,40714,2233450,532090,1518417902.4851627
Assam,2022,3,Sivasagar,114163,7826176,747403,1314001865.700468
Assam,2022,3,Dhemaji,103193,13855931,772797,1515654182.855371
Assam,2022,3,Dibrugarh,234149,23974651,2307181,3933628296.025187
Assam,2022,3,Nalbari,102232,8684415,794013,1648877908.7165303
Assam,2022,3,Kokrajhar,92019,12322852,1067899,2284375602.7792797
Assam,2022,3,Hailakandi,86454,5088713,1560929,2991549159.6529717
Assam,2022,3,West Karbi Anglong,19543,4377609,109757,205472736.923297
Assam,2022,3,Jorhat,171824,9349198,2264530,3694675386.605816
Assam,2022,3,Kamrup,221721,17825113,2430234,4614592326.476387
Assam,2022,3,Cachar,257370,11770680,2665315,5192449137.351445
Assam,2022,3,Udalguri,87984,17883415,863753,1579156771.500186
Assam,2022,3,Barpeta,267667,12753203,4561028,9149960686.489628
Assam,2022,3,Nagaon,300653,16159981,2968058,6558107158.010572
Assam,2022,3,Golaghat,148419,20170917,1053657,2034519777.2871876
Assam,2022,3,Kamrup Metropolitan,854019,8071434,39606017,69410860235.2296
Assam,2022,3,Goalpara,138786,10801509,2054687,4590076568.303604
Assam,2022,3,Darrang,107920,11849039,1805090,3233214492.5730667
Assam,2022,3,Charaideo,61141,9596987,653536,1267458929.2095046
Assam,2022,3,Biswanath,80965,11000845,668091,1279949511.7036183
Assam,2022,3,Hojai,96394,12294216,1043820,2113483858.3325524
Assam,2022,3,Karbi Anglong,87673,13894716,859889,1828335931.7694077
Assam,2022,3,Marigaon,131985,8112239,1489205,3238457317.646788
Assam,2022,3,Majuli,20640,3375101,134355,225690807.14413714
Assam,2022,3,Karimganj,135721,9580499,1334451,3178134072.4352174
Assam,2022,3,Lakhimpur,134167,21009628,1107100,2067093940.620087
Assam,2022,3,Baksa,113700,15925684,994859,2149845145.9618897
Assam,2022,3,Chirang,55020,12567113,715691,1537298774.9483962
Assam,2022,3,Tinsukia,199942,29277292,1596815,3042250714.0585003
Assam,2022,3,Dima Hasao,36162,5936531,288848,678521294.5272696
Assam,2022,3,Bongaigaon,121477,10130192,1668882,3479985149.6288843
Assam,2022,3,Sonitpur,235752,20172502,3096898,5410346627.41358
Assam,2022,3,Dhubri,154896,12516285,2223747,4556385241.834756
Assam,2022,3,South Salmara Mancachar,43159,2606041,605276,1484669445.1835508
Assam,2022,4,Sivasagar,118956,4937903,883421,1544157685.457902
Assam,2022,4,Dhemaji,107602,5325778,913590,1749366721.703061
Assam,2022,4,Dibrugarh,244755,9691098,2781759,4540236249.409073
Assam,2022,4,Nalbari,106762,4782164,956563,1913556549.936222
Assam,2022,4,Kokrajhar,95812,4612537,1249751,2609828653.3645363
Assam,2022,4,Hailakandi,90713,4724399,1179854,2307448482.382268
Assam,2022,4,West Karbi Anglong,20258,991480,139542,264423911.38078785
Assam,2022,4,Jorhat,179437,6871285,2231248,3528373897.52103
Assam,2022,4,Kamrup,231849,11925388,3473735,6488564510.007879
Assam,2022,4,Cachar,269556,12466379,3169492,6146128032.607637
Assam,2022,4,Udalguri,91414,4463261,1048339,1929847430.1772635
Assam,2022,4,Barpeta,280479,15643110,5914147,12025232756.80872
Assam,2022,4,Nagaon,314901,14572115,3466436,7442294882.997084
Assam,2022,4,Golaghat,154556,6462185,1247652,2348259381.7865367
Assam,2022,4,Kamrup Metropolitan,897245,40938571,48873033,84183380553.41818
Assam,2022,4,Goalpara,145213,7184842,2471469,5401152298.290413
Assam,2022,4,Darrang,112770,6468559,1903379,3947924967.0539055
Assam,2022,4,Charaideo,63748,2668891,620063,1222334993.440687
Assam,2022,4,Biswanath,84425,4159326,770207,1431848172.336092
Assam,2022,4,Hojai,101076,5126769,1188838,2311470243.4308867
Assam,2022,4,Karbi Anglong,91420,4792698,1030879,2189719279.796463
Assam,2022,4,Marigaon,138147,6304091,1732867,3678892463.487752
Assam,2022,4,Majuli,21428,882103,170716,264376860.96607828
Assam,2022,4,Karimganj,141959,6787339,1635099,3857130937.197542
Assam,2022,4,Lakhimpur,139753,6388636,1397791,2505469638.516078
Assam,2022,4,Baksa,118160,5908860,1159058,2539432688.237523
Assam,2022,4,Chirang,57336,2868861,763852,1640747076.1993437
Assam,2022,4,Tinsukia,209247,8688971,1847473,3636219479.5014515
Assam,2022,4,Dima Hasao,37773,1908040,323049,753858279.4564474
Assam,2022,4,Bongaigaon,127238,6467548,2301942,4663672960.523357
Assam,2022,4,Sonitpur,246327,12282291,3570910,5955878582.005959
Assam,2022,4,Dhubri,162126,8948191,2801543,5696918774.408015
Assam,2022,4,South Salmara Mancachar,45335,2537488,763570,1935371793.739441
Assam,2024,1,Sivasagar,148391,20282086,2717687,3525865170.0
Assam,2024,1,Dhemaji,134064,43777795,2923070,4418125959.0
Assam,2024,1,Dibrugarh,302007,77309972,5918526,7569686833.0
Assam,2024,1,Nalbari,132565,32555304,3456500,5414952987.0
Assam,2024,1,Kokrajhar,119832,62681868,5186611,8290319960.0
Assam,2024,1,Hailakandi,112961,24561651,4160640,6161516215.0
Assam,2024,1,West Karbi Anglong,25513,23706345,486912,687692284.0
Assam,2024,1,Jorhat,221581,26979648,3942386,4813318979.0
Assam,2024,1,Kamrup,288710,59228124,9838598,14690113788.0
Assam,2024,1,Cachar,334056,37836069,10515083,15918343605.0
Assam,2024,1,Udalguri,114587,54113310,3174551,4593023615.0
Assam,2024,1,Barpeta,348707,47535673,18751526,29325169669.0
Assam,2024,1,Nagaon,392625,55499880,13867011,22200039299.0
Assam,2024,1,Golaghat,192763,54373052,4174420,5849983656.0
Assam,2024,1,Kamrup Metropolitan,1092571,18531284,37451157,43094133738.0
Assam,2024,1,Goalpara,182003,36199591,10539700,16606751899.0
Assam,2024,1,Darrang,141177,52972649,8045981,12414085307.0
Assam,2024,1,Charaideo,79777,12151050,1530590,2122402178.0
Assam,2024,1,Biswanath,105545,44686035,2719000,3417757121.0
Assam,2024,1,Hojai,125540,25830605,4225108,6143520677.0
Assam,2024,1,Karbi Anglong,113975,54040626,2642472,4219129847.0
Assam,2024,1,Marigaon,172898,27046236,6801169,10714731134.0
Assam,2024,1,Majuli,26866,8243521,431401,559995250.0
Assam,2024,1,Karimganj,176626,36115766,6276788,11211072125.0
Assam,2024,1,Lakhimpur,174858,63843235,4902457,6318881902.0
Assam,2024,1,Baksa,148269,39200088,4160930,7136380339.0
Assam,2024,1,Chirang,71942,55257707,2783695,4661771980.0
Assam,2024,1,Tinsukia,259521,75625342,5550247,8644251817.0
Assam,2024,1,Dima Hasao,46923,33236522,1220165,1945653945.0
Assam,2024,1,Bongaigaon,158662,21517242,7673311,11757183235.0
Assam,2024,1,Sonitpur,304871,84734829,8762274,11543368894.0
Assam,2024,1,Dhubri,202576,52440370,12272788,17933300841.0
Assam,2024,1,South Salmara Mancachar,57194,18895857,4422302,7281381782.0
Assam,2024,2,Sivasagar,154585,23445066,3416984,3574526221.0
Assam,2024,2,Dhemaji,139189,51110425,3683981,4779117429.0
Assam,2024,2,Dibrugarh,313699,90677820,7262477,8267977212.0
Assam,2024,2,Nalbari,137930,44596785,4279491,5978564053.0
Assam,2024,2,Kokrajhar,124463,65862182,6522562,8972425298.0
Assam,2024,2,Hailakandi,117597,17423475,4834851,5994638571.0
Assam,2024,2,West Karbi Anglong,26520,45052764,642503,715295684.0
Assam,2024,2,Jorhat,230436,25103422,4785716,5235786711.0
Assam,2024,2,Kamrup,300373,56818489,12002142,15801777181.0
Assam,2024,2,Cachar,347107,56049409,12374786,16087546868.0
Assam,2024,2,Udalguri,118951,52936788,3905844,4981023547.0
Assam,2024,2,Barpeta,362595,66182088,23894445,32381946220.0
Assam,2024,2,Nagaon,408632,54657060,18004768,24347912008.0
Assam,2024,2,Golaghat,200568,74926733,5287051,6207910265.0
Assam,2024,2,Kamrup Metropolitan,1134211,17430973,42068413,44951044581.0
Assam,2024,2,Goalpara,189310,43402002,12804082,18135537711.0
Assam,2024,2,Darrang,146887,96900974,9728645,13703424883.0
Assam,2024,2,Charaideo,82847,22016040,2089216,2269239597.0
Assam,2024,2,Biswanath,109784,47470572,3687118,3761812644.0
Assam,2024,2,Hojai,130781,40931937,5403961,6869318675.0
Assam,2024,2,Karbi Anglong,118573,60930051,3511460,4576435975.0
Assam,2024,2,Marigaon,180029,55265903,8572362,11758760908.0
Assam,2024,2,Majuli,27940,8579454,518746,555340092.0
Assam,2024,2,Karimganj,183636,29934162,7315992,11162209578.0
Assam,2024,2,Lakhimpur,181983,86466056,6225019,6913914468.0
Assam,2024,2,Baksa,154130,49560810,5003508,7329825374.0
Assam,2024,2,Chirang,74768,56175695,3653887,5341715195.0
Assam,2024,2,Tinsukia,269522,89440983,6547090,8680672324.0
Assam,2024,2,Dima Hasao,48764,21509067,1555233,2045201019.0
Assam,2024,2,Bongaigaon,164998,26269641,10017791,13320562909.0
Assam,2024,2,Sonitpur,316789,149855897,10836139,12766847698.0
Assam,2024,2,Dhubri,210719,79586829,15564143,19932190084.0
Assam,2024,2,South Salmara Mancachar,59558,21704316,5326681,7908169227.0
Assam,2024,3,Sivasagar,187005,13066697,3922988,3710506619.0
Assam,2024,3,Dhemaji,199331,32922879,4104589,4528282920.0
Assam,2024,3,Tamulpur,60754,1917207,1325908,1862289063.0
Assam,2024,3,Dibrugarh,373759,34947179,8150098,8526665327.0
Assam,2024,3,Nalbari,202544,13696079,4673886,5708754970.0
Assam,2024,3,Kokrajhar,255663,44460844,7725820,9348680056.0
Assam,2024,3,Hailakandi,175224,14231653,5439971,6035086632.0
Assam,2024,3,West Karbi Anglong,49093,49212320,843804,820289289.0
Assam,2024,3,South Salmara Mankachar,170969,8408224,5994948,7413827451.0
Assam,2024,3,Jorhat,268659,16171068,5601444,5572559171.0
Assam,2024,3,Kamrup,503346,42656057,14480404,16655188180.0
Assam,2024,3,Cachar,503200,44104964,14223337,17083145518.0
Assam,2024,3,Udalguri,194174,30394828,4153758,4773799144.0
Assam,2024,3,Barpeta,540352,23938218,21999233,25145976318.0
Assam,2024,3,Nagaon,558602,22366689,15099246,18821284148.0
Assam,2024,3,Golaghat,298006,30491544,6331430,6596112257.0
Assam,2024,3,Kamrup Metropolitan,1334268,25405646,48652507,47984198667.0
Assam,2024,3,Goalpara,350819,30889452,12738121,15335058751.0
Assam,2024,3,Darrang,284355,8609982,9479199,11676189087.0
Assam,2024,3,Charaideo,115111,3545578,2394194,2338653640.0
Assam,2024,3,Biswanath,211420,22810691,5186242,5007789837.0
Assam,2024,3,Hojai,304206,4938879,9556241,10905196100.0
Assam,2024,3,Karbi Anglong,170316,51458526,3798847,4327007771.0
Assam,2024,3,Bajali,44812,1946254,1072513,1397231391.0
Assam,2024,3,Majuli,34078,10238380,567915,542056487.0
Assam,2024,3,Karimganj,290336,16853741,7912011,11007187152.0
Assam,2024,3,Morigaon,295397,22746242,8550019,10614259631.0
Assam,2024,3,Baksa,175320,4961881,4293014,5558995190.0
Assam,2024,3,Chirang,149747,27330609,4403597,5459193703.0
Assam,2024,3,Tinsukia,350223,38137220,7709370,9364990459.0
Assam,2024,3,Dima Hasao,74539,48860907,2059725,2352540346.0
Assam,2024,3,Bongaigaon,264567,9086135,9871350,11006993764.0
Assam,2024,3,Sonitpur,360775,56506978,10459670,11437696327.0
Assam,2024,3,Dhubri,457560,5814054,15695372,17961423365.0
Assam,2024,3,Lakhimpur,290248,42088501,6874820,6679199819.0
Assam,2024,4,Sivasagar,193924,12734641,4360230,4257787451.0
Assam,2024,4,Dhemaji,207473,14743273,4665519,5113644536.0
Assam,2024,4,Tamulpur,63474,4466549,1522964,2181950998.0
Assam,2024,4,Dibrugarh,387487,27182266,8986017,9281917063.0
Assam,2024,4,Nalbari,209698,19616237,5376786,6484416725.0
Assam,2024,4,Kokrajhar,266931,20085894,8922726,10890306431.0
Assam,2024,4,Hailakandi,182431,14789107,6328937,7396036181.0
Assam,2024,4,West Karbi Anglong,51555,6905987,1018623,1003023733.0
Assam,2024,4,South Salmara Mankachar,176145,14874152,7575288,10319574717.0
Assam,2024,4,Jorhat,277958,14834201,6068812,6076739064.0
