State,Year,Quarter,District,RegisteredUsers,AppOpens,TransactionCount,TransactionAmount
Uttar Pradesh,2022,4,Bareilly,1025341,38525234,16233519,29493544220.918427
Uttar Pradesh,2022,4,Auraiya,255605,9228119,2918077,5450274349.752433
Uttar Pradesh,2022,4,Prayagraj,1763014,51367309,27038499,40737923540.02559
Uttar Pradesh,2022,4,Shravasti,79245,3247524,751007,1546007534.4851248
Uttar Pradesh,2022,4,Hathras,311414,14551102,3893482,7188473664.685378
Uttar Pradesh,2022,4,Sultanpur,406332,14279533,4110434,7815097180.469152
Uttar Pradesh,2022,4,Kaushambi,171007,6690129,1541235,3413786392.6063757
Uttar Pradesh,2022,4,Hapur,384529,16930134,8920976,13766069451.75824
Uttar Pradesh,2022,4,Saharanpur,776234,38406876,13254740,24244266615.799458
Uttar Pradesh,2022,4,Muzaffarnagar,596271,26153577,10385643,18257280369.21878
Uttar Pradesh,2022,4,Gonda,410002,18882345,4759073,10169468245.835556
Uttar Pradesh,2022,4,Ghazipur,694386,24971104,7599135,14441203982.541756
Uttar Pradesh,2022,4,Banda,208349,7554225,1907632,3761386490.390836
Uttar Pradesh,2022,4,Sambhal,275307,14049528,6544942,12362565334.28276
Uttar Pradesh,2022,4,Maharajganj,444905,16267158,4499795,9052566439.75536
Uttar Pradesh,2022,4,Budaun,363274,15614019,4084149,8062229833.107159
Uttar Pradesh,2022,4,Lucknow,2734333,79861785,142292419,214139000063.1341
Uttar Pradesh,2022,4,Meerut,1127324,41185091,30761564,49044446642.880615
Uttar Pradesh,2022,4,Deoria,663945,25778548,7891884,14320673159.489529
Uttar Pradesh,2022,4,Jalaun,308934,12951272,3922847,7244134438.502413
Uttar Pradesh,2022,4,Kasganj,214531,8730028,2222791,4206478161.5229287
Uttar Pradesh,2022,4,Mau,394376,13957484,4276014,7739261196.995779
Uttar Pradesh,2022,4,Siddharthnagar,336532,16403045,4727562,10202424989.071264
Uttar Pradesh,2022,4,Ayodhya,499779,17668034,5827957,11075689616.292486
Uttar Pradesh,2022,4,Jhansi,618141,24090068,9102937,16688563382.635557
Uttar Pradesh,2022,4,Amroha,328276,16744056,8851870,15798929465.109842
Uttar Pradesh,2022,4,Pilibhit,313713,10251429,3781816,6914194872.727407
Uttar Pradesh,2022,4,Bara Banki,392384,14335451,4192819,7547680629.874708
Uttar Pradesh,2022,4,Hamirpur,174336,6534219,1900973,3691707920.211958
Uttar Pradesh,2022,4,Lalitpur,208434,9504939,3075717,4645206469.563395
Uttar Pradesh,2022,4,Varanasi,1641943,44430180,38410576,61679282505.82438
Uttar Pradesh,2022,4,Balrampur,202052,11214039,2398950,5163178918.267655
Uttar Pradesh,2022,4,Aligarh,912129,37404998,18387697,30529612967.374783
Uttar Pradesh,2022,4,Mainpuri,335366,14017965,4184109,7688293253.971417
Uttar Pradesh,2022,4,Bhadohi,307145,9367591,2587761,4465521410.498842
Uttar Pradesh,2022,4,Agra,1497144,58125962,27454413,46946394676.79358
Uttar Pradesh,2022,4,Sonbhadra,365610,16739269,5363864,9495684428.429234
Uttar Pradesh,2022,4,Kannauj,269252,11747502,3110426,5447598887.554849
Uttar Pradesh,2022,4,Etawah,336655,13390833,4132165,7518249755.427232
Uttar Pradesh,2022,4,Moradabad,619119,29244078,14376393,26349864082.25203
Uttar Pradesh,2022,4,Azamgarh,781790,29451467,10311457,19173829433.415684
Uttar Pradesh,2022,4,Mathura,842841,38383011,15830761,27028319737.275368
Uttar Pradesh,2022,4,Mirzapur,421064,14522855,4086964,8163959699.659147
Uttar Pradesh,2022,4,Ambedkar Nagar,410216,13630487,3841825,7536400403.889309
Uttar Pradesh,2022,4,Ghaziabad,2676888,76077511,48195051,73333545352.23656
Uttar Pradesh,2022,4,Fatehpur,305820,9877022,2722744,5706057514.952181
Uttar Pradesh,2022,4,Gorakhpur,1205580,41769201,14507343,27611144017.71117
Uttar Pradesh,2022,4,Kanpur Dehat,253280,11126888,2754436,5763405020.357362
Uttar Pradesh,2022,4,Amethi,331764,12719095,3444475,6819192567.061985
Uttar Pradesh,2022,4,Kushinagar,690975,28657586,9637631,18374587915.040844
Uttar Pradesh,2022,4,Mahoba,137382,5528543,1766307,3050135201.033023
Uttar Pradesh,2022,4,Ballia,645949,22793841,7504834,13942598058.608326
Uttar Pradesh,2022,4,Hardoi,431274,14038931,3603602,7096807203.190807
Uttar Pradesh,2022,4,Farrukhabad,313379,12472311,3604416,6339855834.112715
Uttar Pradesh,2022,4,Chitrakoot,121558,5344757,1626406,3264231485.003519
Uttar Pradesh,2022,4,Shahjahanpur,422458,12943043,3533008,7216949139.355355
Uttar Pradesh,2022,4,Chandauli,402790,13759691,4019160,7814809989.158335
Uttar Pradesh,2022,4,Basti,434060,17777787,5049741,10772224394.511337
Uttar Pradesh,2022,4,Rae Bareli,352816,12036471,3521807,6674747738.927467
Uttar Pradesh,2022,4,Baghpat,319482,12193476,4621901,8021504539.602843
Uttar Pradesh,2022,4,Bahraich,306258,12952792,3291238,6697150748.133816
Uttar Pradesh,2022,4,Sant Kabeer Nagar,260490,10659515,2882143,6462196606.472846
Uttar Pradesh,2022,4,Bijnor,590130,23868834,19251587,30994615217.143898
Uttar Pradesh,2022,4,Pratapgarh,499521,18450397,5933441,11139366212.390135
Uttar Pradesh,2022,4,Kheri,604799,15896719,4247415,7458379965.986659
Uttar Pradesh,2022,4,Bulandshahr,716597,33533669,13478499,22109471829.79072
Uttar Pradesh,2022,4,Rampur,331077,17519826,4435920,9561413379.892298
Uttar Pradesh,2022,4,Shamli,254021,12465356,4050283,7340883285.232732
Uttar Pradesh,2022,4,Sitapur,538245,14354836,3660359,6717917688.501043
Uttar Pradesh,2022,4,Etah,289979,13345986,3706283,6672266416.575811
Uttar Pradesh,2022,4,Jaunpur,877935,30707983,10432716,19324657042.479008
Uttar Pradesh,2022,4,Unnao,393919,13070433,3381869,6806080032.429721
Uttar Pradesh,2022,4,Kanpur Nagar,1673173,43605399,34663083,57423578589.05291
Uttar Pradesh,2022,4,Firozabad,558101,20561220,6228033,11499824777.779259
Uttar Pradesh,2024,1,Gautam Buddha Nagar,3965080,26947860,214720949,194154342486.0
Uttar Pradesh,2024,1,Bareilly,1256323,42580038,36029282,56546785840.0
Uttar Pradesh,2024,1,Auraiya,316229,25045838,9520367,13835863750.0
Uttar Pradesh,2024,1,Prayagraj,2163437,80929849,59468623,73955736866.0
Uttar Pradesh,2024,1,Shravasti,99409,65773605,2323309,3829334337.0
Uttar Pradesh,2024,1,Hathras,383279,10401970,13061681,18940460399.0
Uttar Pradesh,2024,1,Sultanpur,503749,18516414,12756367,18902407006.0
Uttar Pradesh,2024,1,Kaushambi,213688,24256802,5136123,8942263423.0
Uttar Pradesh,2024,1,Hapur,469396,13264438,18817135,25805465808.0
Uttar Pradesh,2024,1,Saharanpur,943863,46240151,37780616,58212673335.0
Uttar Pradesh,2024,1,Muzaffarnagar,727767,29199588,28471339,43016297596.0
Uttar Pradesh,2024,1,Gonda,506569,66276611,15127638,24910130460.0
Uttar Pradesh,2024,1,Ghazipur,859165,18659841,23728026,35263821439.0
Uttar Pradesh,2024,1,Banda,259923,79453463,6773005,10238888092.0
Uttar Pradesh,2024,1,Sambhal,338406,49777506,15205656,25648531746.0
Uttar Pradesh,2024,1,Maharajganj,553104,36340117,14173455,22131512933.0
Uttar Pradesh,2024,1,Budaun,448663,83958040,15364437,23193929964.0
Uttar Pradesh,2024,1,Lucknow,3309599,38451083,98984929,120573446601.0
Uttar Pradesh,2024,1,Meerut,1369150,24294581,44767366,68415601527.0
Uttar Pradesh,2024,1,Deoria,822245,6919865,24857206,35424193703.0
Uttar Pradesh,2024,1,Jalaun,383401,54226688,12630063,19075753393.0
Uttar Pradesh,2024,1,Kasganj,264977,23138617,8704746,12427181178.0
Uttar Pradesh,2024,1,Mau,487619,4134362,13923814,19397759408.0
Uttar Pradesh,2024,1,Siddharthnagar,419741,74523976,14811194,24298600105.0
Uttar Pradesh,2024,1,Ayodhya,615546,24534786,19715056,29486216690.0
Uttar Pradesh,2024,1,Jhansi,757395,63221866,27309900,40809800235.0
Uttar Pradesh,2024,1,Amroha,403289,21816018,17894757,28568381385.0
Uttar Pradesh,2024,1,Pilibhit,389195,39950637,9309216,14299095621.0
Uttar Pradesh,2024,1,Bara Banki,486273,60390128,14106870,20098898661.0
Uttar Pradesh,2024,1,Hamirpur,218191,39070049,6549770,9774267370.0
Uttar Pradesh,2024,1,Lalitpur,259525,87946629,10672921,12503977960.0
Uttar Pradesh,2024,1,Varanasi,2000419,9045274,45777703,65710111632.0
Uttar Pradesh,2024,1,Balrampur,251771,84315069,7580363,11737090507.0
Uttar Pradesh,2024,1,Aligarh,1116196,29887061,41188747,57031640561.0
Uttar Pradesh,2024,1,Mainpuri,414239,33493341,14909597,20667825670.0
Uttar Pradesh,2024,1,Bhadohi,380059,4364803,6760636,9433951990.0
Uttar Pradesh,2024,1,Agra,1827812,37361995,55419961,81038729448.0
Uttar Pradesh,2024,1,Sonbhadra,452947,90188049,16893067,23937505942.0
Uttar Pradesh,2024,1,Kannauj,335088,27476688,10351919,14662727103.0
Uttar Pradesh,2024,1,Etawah,414603,28351593,13571171,19645032720.0
Uttar Pradesh,2024,1,Moradabad,756605,32006796,29807355,49067264018.0
Uttar Pradesh,2024,1,Azamgarh,965487,17172586,26986163,40013793993.0
Uttar Pradesh,2024,1,Mathura,1033503,30021758,43428644,58457815015.0
Uttar Pradesh,2024,1,Mirzapur,521361,63307300,12026904,19857606653.0
Uttar Pradesh,2024,1,Ambedkar Nagar,509939,7438717,12597508,19050357512.0
Uttar Pradesh,2024,1,Ghaziabad,3240845,17144049,109758298,137986072000.0
Uttar Pradesh,2024,1,Fatehpur,381333,56023012,8226482,14190196459.0
Uttar Pradesh,2024,1,Gorakhpur,1482201,17422010,38785695,59295732617.0
Uttar Pradesh,2024,1,Kanpur Dehat,315586,40383771,9310575,15289474240.0
Uttar Pradesh,2024,1,Amethi,412459,27400051,10742179,16786579129.0
Uttar Pradesh,2024,1,Kushinagar,859776,13054842,28138317,43153256387.0
Uttar Pradesh,2024,1,Mahoba,171978,36270996,6286333,8330778348.0
Uttar Pradesh,2024,1,Ballia,799919,13307515,24301893,35953973516.0
Uttar Pradesh,2024,1,Hardoi,534801,121241786,12322928,19675786959.0
Uttar Pradesh,2024,1,Farrukhabad,386506,33831563,12800117,17722582246.0
Uttar Pradesh,2024,1,Chitrakoot,152320,48422227,4351649,7036345511.0
Uttar Pradesh,2024,1,Shahjahanpur,525540,68362077,12757305,20528287136.0
Uttar Pradesh,2024,1,Chandauli,495520,22039578,13381655,20764841501.0
Uttar Pradesh,2024,1,Basti,538611,15412951,15829220,25364496586.0
Uttar Pradesh,2024,1,Rae Bareli,435763,29587643,10175659,15830952897.0
Uttar Pradesh,2024,1,Baghpat,390418,10342105,14247623,20532177698.0
Uttar Pradesh,2024,1,Bahraich,380792,165461525,11298653,18341988220.0
Uttar Pradesh,2024,1,Sant Kabeer Nagar,324099,10615423,8676716,14564933077.0
Uttar Pradesh,2024,1,Bijnor,724249,40743858,22548334,36333115424.0
Uttar Pradesh,2024,1,Pratapgarh,620622,28375970,15828734,23321081260.0
Uttar Pradesh,2024,1,Kheri,753192,120985522,15216486,20969725927.0
Uttar Pradesh,2024,1,Bulandshahr,877737,26144923,35470007,48492668227.0
Uttar Pradesh,2024,1,Rampur,406952,36281261,15791944,27402294874.0
Uttar Pradesh,2024,1,Shamli,310348,16187714,14336333,20906440494.0
Uttar Pradesh,2024,1,Sitapur,671937,145964796,12930346,19489627294.0
Uttar Pradesh,2024,1,Etah,357881,27196200,12441327,17557275485.0
Uttar Pradesh,2024,1,Jaunpur,1086857,11022980,24387924,36479376660.0
Uttar Pradesh,2024,1,Unnao,488566,65243656,9803280,15797808552.0
Uttar Pradesh,2024,1,Kanpur Nagar,2038863,44178328,44194366,65696223285.0
Uttar Pradesh,2024,1,Firozabad,688869,29725106,20961016,30755942549.0
Uttar Pradesh,2024,2,Gautam Buddha Nagar,4112477,32386945,265595986,216594147530.0
Uttar Pradesh,2024,2,Bareilly,1304230,51917908,43016043,60773777855.0
Uttar Pradesh,2024,2,Auraiya,328681,29738649,11096392,14901287424.0
Uttar Pradesh,2024,2,Prayagraj,2246704,75993474,68889466,79935836127.0
Uttar Pradesh,2024,2,Shravasti,103389,71065319,2727960,4153370076.0
Uttar Pradesh,2024,2,Hathras,398301,9927576,15176016,20337029479.0
Uttar Pradesh,2024,2,Sultanpur,524326,17296304,15297356,20711672039.0
Uttar Pradesh,2024,2,Kaushambi,222389,34849346,6230955,9760099132.0
Uttar Pradesh,2024,2,Hapur,487287,7786283,22278536,28043220889.0
Uttar Pradesh,2024,2,Saharanpur,978594,70288398,44738892,62314194165.0
Uttar Pradesh,2024,2,Muzaffarnagar,755396,25634828,34354883,46754970333.0
Uttar Pradesh,2024,2,Gonda,526723,61859840,18171771,27209396980.0
Uttar Pradesh,2024,2,Ghazipur,893318,13550439,29417186,39714789530.0
Uttar Pradesh,2024,2,Banda,269920,82142295,8034856,11576956945.0
Uttar Pradesh,2024,2,Sambhal,351080,35443086,17894494,26646326518.0
Uttar Pradesh,2024,2,Maharajganj,575735,26592099,16959946,24421333972.0
Uttar Pradesh,2024,2,Budaun,465793,95471199,17905933,25036653399.0
Uttar Pradesh,2024,2,Lucknow,3433006,47402948,114911286,130163269528.0
Uttar Pradesh,2024,2,Meerut,1420863,24582087,53321480,73554412225.0
Uttar Pradesh,2024,2,Deoria,855641,4432794,30127210,39689877012.0
Uttar Pradesh,2024,2,Jalaun,398348,51086342,15129308,21485296856.0
Uttar Pradesh,2024,2,Kasganj,275142,26803321,10516204,13545451750.0
Uttar Pradesh,2024,2,Mau,507576,4262965,17245350,21888669046.0
Uttar Pradesh,2024,2,Siddharthnagar,437375,110598813,19268644,29355182813.0
Uttar Pradesh,2024,2,Ayodhya,639622,25477939,23054221,31194104306.0
Uttar Pradesh,2024,2,Jhansi,786024,68059883,31182007,44425576065.0
Uttar Pradesh,2024,2,Amroha,418496,27413406,21766710,30460389787.0
Uttar Pradesh,2024,2,Pilibhit,404127,46082537,10964860,15159667348.0
Uttar Pradesh,2024,2,Bara Banki,505739,62139041,16448536,21590377263.0
Uttar Pradesh,2024,2,Hamirpur,226701,67705497,8082894,11523623113.0
Uttar Pradesh,2024,2,Lalitpur,269502,105146065,11163393,13842389612.0
Uttar Pradesh,2024,2,Varanasi,2075958,5128679,53609943,72045558201.0
Uttar Pradesh,2024,2,Balrampur,261871,84404652,9889183,14099693754.0
Uttar Pradesh,2024,2,Aligarh,1158317,36930020,48000025,61196251661.0
Uttar Pradesh,2024,2,Mainpuri,430293,24854406,17318094,21349752037.0
Uttar Pradesh,2024,2,Bhadohi,395588,3236529,8490768,10958305838.0
Uttar Pradesh,2024,2,Agra,1897322,43003594,64970242,87526694851.0
Uttar Pradesh,2024,2,Sonbhadra,471008,118115705,19490000,25777899667.0
Uttar Pradesh,2024,2,Kannauj,348114,32640153,12221267,15490755052.0
Uttar Pradesh,2024,2,Etawah,430496,32848093,15849817,20977484473.0
Uttar Pradesh,2024,2,Moradabad,784878,22017185,36081117,52068573683.0
Uttar Pradesh,2024,2,Azamgarh,1004139,24987202,33940092,46249876623.0
Uttar Pradesh,2024,2,Mathura,1072845,31895652,50353355,63987781696.0
Uttar Pradesh,2024,2,Mirzapur,542176,80660008,14586249,21963423166.0
Uttar Pradesh,2024,2,Ambedkar Nagar,530541,14349261,15147277,20524822999.0
Uttar Pradesh,2024,2,Ghaziabad,3364054,19815259,134489423,151784488421.0
Uttar Pradesh,2024,2,Fatehpur,396778,67768598,9873241,15522440665.0
Uttar Pradesh,2024,2,Gorakhpur,1541095,23660990,47011872,65415431625.0
Uttar Pradesh,2024,2,Kanpur Dehat,328226,45710929,10946937,16161566878.0
Uttar Pradesh,2024,2,Amethi,429051,39464948,13049051,18525155339.0
Uttar Pradesh,2024,2,Kushinagar,895806,12111348,33641322,46921366549.0
Uttar Pradesh,2024,2,Mahoba,178622,38683791,7521542,9472830255.0
Uttar Pradesh,2024,2,Ballia,831867,16811765,29206978,39227591675.0
Uttar Pradesh,2024,2,Hardoi,556162,150687897,14744332,20884462960.0
Uttar Pradesh,2024,2,Farrukhabad,401679,30193474,14538065,18063244762.0
Uttar Pradesh,2024,2,Chitrakoot,158230,51937392,5134070,7659609738.0
Uttar Pradesh,2024,2,Shahjahanpur,545890,77237666,14716907,21854431679.0
Uttar Pradesh,2024,2,Chandauli,514978,16701130,16162235,22932606294.0
Uttar Pradesh,2024,2,Basti,560595,12037411,19453517,28409563904.0
Uttar Pradesh,2024,2,Rae Bareli,452768,42254313,12064645,16824729018.0
Uttar Pradesh,2024,2,Baghpat,405383,7362274,16925239,22028626917.0
Uttar Pradesh,2024,2,Bahraich,396243,148851987,13257249,19895269023.0
Uttar Pradesh,2024,2,Sant Kabeer Nagar,337675,16221674,10828658,16590801587.0
Uttar Pradesh,2024,2,Bijnor,751997,38189522,27965625,40140186869.0
Uttar Pradesh,2024,2,Pratapgarh,645757,42603253,19720541,26366948256.0
Uttar Pradesh,2024,2,Kheri,783099,143870488,17328783,21858242813.0
Uttar Pradesh,2024,2,Bulandshahr,911090,29183526,41542752,51861635545.0
Uttar Pradesh,2024,2,Rampur,422262,28805540,19893829,30217809932.0
Uttar Pradesh,2024,2,Shamli,321583,16943240,16892138,22571647628.0
Uttar Pradesh,2024,2,Sitapur,699452,143647304,14708143,20139367381.0
Uttar Pradesh,2024,2,Etah,371678,19898393,14519553,18447443363.0
Uttar Pradesh,2024,2,Jaunpur,1130628,10407761,31002433,42940584935.0
Uttar Pradesh,2024,2,Unnao,508370,80682700,11782074,17395679261.0
Uttar Pradesh,2024,2,Kanpur Nagar,2116734,45129938,51693571,71093070940.0
Uttar Pradesh,2024,2,Firozabad,715346,21649872,24007730,32036303037.0
Uttar Pradesh,2024,3,Bareilly,1513919,40690700,46116053,60911418495.0
Uttar Pradesh,2024,3,Auraiya,386088,10624378,11668861,14706452171.0
Uttar Pradesh,2024,3,Prayagraj,2284614,37246826,74102313,80042854850.0
Uttar Pradesh,2024,3,Shravasti,170483,33634911,2881755,3955996041.0
Uttar Pradesh,2024,3,Hathras,491163,8692904,16221022,20552343911.0
Uttar Pradesh,2024,3,Sultanpur,595556,2949599,16482908,20556661471.0
Uttar Pradesh,2024,3,Kaushambi,278599,17514374,6610791,9436657986.0
Uttar Pradesh,2024,3,Hapur,589903,7074830,23944082,28778498531.0
Uttar Pradesh,2024,3,Saharanpur,1298106,88600485,47591011,64251688464.0
Uttar Pradesh,2024,3,Muzaffarnagar,976297,57612990,36487847,46440465600.0
Uttar Pradesh,2024,3,Gonda,709484,19863135,18904713,25447450336.0
Uttar Pradesh,2024,3,Ghazipur,975182,16928710,30199887,37352084995.0
Uttar Pradesh,2024,3,Banda,371190,87365454,8686751,11068528912.0
Uttar Pradesh,2024,3,Lakhimpur Kheri,1031784,80027681,18880119,22146604064.0
Uttar Pradesh,2024,3,Sambhal,588265,33426079,18663308,25161547637.0
Uttar Pradesh,2024,3,Maharajganj,692465,18514620,17292589,23370821594.0
Uttar Pradesh,2024,3,Gautambuddha Nagar,4449683,37525701,291856209,236884974417.0
Uttar Pradesh,2024,3,Budaun,733342,74018882,18823385,24246025323.0
Uttar Pradesh,2024,3,Lucknow,3565800,27711636,127784602,139114191596.0
Uttar Pradesh,2024,3,Meerut,1591722,34056080,56471461,75060386735.0
Uttar Pradesh,2024,3,Deoria,918846,6295534,30701238,38067304147.0
Uttar Pradesh,2024,3,Jalaun,510356,77026176,16011402,19919790784.0
Uttar Pradesh,2024,3,Kasganj,392401,18478567,11343330,13747732404.0
Uttar Pradesh,2024,3,Mau,604915,862468,17961165,21009245454.0
Uttar Pradesh,2024,3,Siddharthnagar,546683,31511468,18756230,25195350216.0
Uttar Pradesh,2024,3,Sant Kabir Nagar,403343,5831849,10885768,15260610221.0
Uttar Pradesh,2024,3,Jhansi,900467,58198545,33589678,44510340378.0
Uttar Pradesh,2024,3,Ayodhya,754277,26779787,24099848,30538769244.0
Uttar Pradesh,2024,3,Amroha,581328,40553598,23377686,30900977306.0
Uttar Pradesh,2024,3,Pilibhit,490562,56651864,11535353,15013520661.0
Uttar Pradesh,2024,3,Hamirpur,297923,62128815,8697433,10769386721.0
Uttar Pradesh,2024,3,Lalitpur,383108,77118495,12441025,13524912818.0
Uttar Pradesh,2024,3,Varanasi,2027531,5001518,57428069,73377394881.0
Uttar Pradesh,2024,3,Balrampur,376656,40452439,9457845,11835348441.0
Uttar Pradesh,2024,3,Aligarh,1411491,35229003,51869358,62228713746.0
Uttar Pradesh,2024,3,Mainpuri,562330,14691832,18636923,21979120056.0
Uttar Pradesh,2024,3,Bhadohi,386048,1176514,8324047,9956973320.0
Uttar Pradesh,2024,3,Agra,2103223,21717317,70423368,90248608620.0
Uttar Pradesh,2024,3,Sonbhadra,564388,112429513,20770318,24851794455.0
Uttar Pradesh,2024,3,Kannauj,473277,10148820,12646484,15971916460.0
Uttar Pradesh,2024,3,Etawah,513344,13658254,17018085,21045706874.0
Uttar Pradesh,2024,3,Moradabad,1121274,19525592,38941677,52526552845.0
Uttar Pradesh,2024,3,Azamgarh,1182831,8084521,34970593,43629310970.0
Uttar Pradesh,2024,3,Mathura,1322736,35066736,56288955,66773541686.0
Uttar Pradesh,2024,3,Mirzapur,635393,41300957,15093701,20445523782.0
Uttar Pradesh,2024,3,Ambedkar Nagar,583487,86403355,15952951,19830550403.0
Uttar Pradesh,2024,3,Ghaziabad,3496832,19906666,149934050,164745233106.0
Uttar Pradesh,2024,3,Fatehpur,491027,34503929,10439568,14976913490.0
Uttar Pradesh,2024,3,Gorakhpur,1685478,13062722,49473785,65548856486.0
Uttar Pradesh,2024,3,Kanpur Dehat,398195,41242357,11547983,15635066051.0
Uttar Pradesh,2024,3,Amethi,383395,11374941,11170720,14322365104.0
Uttar Pradesh,2024,3,Kushinagar,988000,38910414,34115680,44272521206.0
Uttar Pradesh,2024,3,Mahoba,257240,68735994,8107190,9159054865.0
Uttar Pradesh,2024,3,Ballia,899921,14555136,30338796,37575226212.0
Uttar Pradesh,2024,3,Hardoi,746121,56556089,15400328,20617367606.0
Uttar Pradesh,2024,3,Farrukhabad,526701,7039076,15364364,18766350042.0
Uttar Pradesh,2024,3,Chitrakoot,212604,33812310,5539118,7419610489.0
Uttar Pradesh,2024,3,Shahjahanpur,711551,32064471,15838686,21766153573.0
Uttar Pradesh,2024,3,Chandauli,592743,32777229,16800223,21933751160.0
Uttar Pradesh,2024,3,Basti,637030,6618303,20028759,26563493308.0
Uttar Pradesh,2024,3,Bahraich,669846,51658200,14482128,19592360377.0
Uttar Pradesh,2024,3,Bijnor,956137,79992549,29323462,38342626889.0
Uttar Pradesh,2024,3,Pratapgarh,702593,11878170,19870597,24360152342.0
Uttar Pradesh,2024,3,Raebareli,586694,27264024,14695033,19160039414.0
Uttar Pradesh,2024,3,Bulandshahr,1167058,40964720,44313197,52128845301.0
Uttar Pradesh,2024,3,Rampur,614362,25381119,21286723,29481541124.0
Uttar Pradesh,2024,3,Shamli,462346,21860802,18403748,23106367547.0
Uttar Pradesh,2024,3,Sitapur,925901,35043034,15808609,19828156623.0
Uttar Pradesh,2024,3,Etah,495308,16694753,15688107,18625942900.0
Uttar Pradesh,2024,3,Jaunpur,1161206,2361400,30922407,38741743280.0
Uttar Pradesh,2024,3,Barabanki,740481,29904957,18032119,21614416944.0
Uttar Pradesh,2024,3,Bagpat,462441,18358615,18117500,22517809648.0
Uttar Pradesh,2024,3,Unnao,617666,47323513,12341673,17203146673.0
Uttar Pradesh,2024,3,Kanpur Nagar,2099245,40637308,55431032,73158180164.0
Uttar Pradesh,2024,3,Firozabad,892015,11475871,26248051,33667263288.0
Uttar Pradesh,2024,4,Bareilly,1565625,114140512,50995162,73653321263.0
Uttar Pradesh,2024,4,Auraiya,403262,32134752,13425376,18428299236.0
Uttar Pradesh,2024,4,Prayagraj,2366419,141390407,83170529,95998755498.0
Uttar Pradesh,2024,4,Shravasti,178166,21363480,3107873,4598389487.0
Uttar Pradesh,2024,4,Hathras,508170,38019844,17864306,24520017087.0
Uttar Pradesh,2024,4,Sultanpur,622372,44431026,19409844,26279204705.0
Uttar Pradesh,2024,4,Kaushambi,290958,57169279,7880951,12111416499.0
Uttar Pradesh,2024,4,Hapur,608216,38268345,26495955,33810306742.0
Uttar Pradesh,2024,4,Saharanpur,1339653,97971868,51512258,72725139183.0
Uttar Pradesh,2024,4,Muzaffarnagar,1008722,72731858,39435677,54334317808.0
Uttar Pradesh,2024,4,Gonda,742233,69255382,21804852,30985686064.0
Uttar Pradesh,2024,4,Ghazipur,1021264,73414129,35908307,47683449443.0
Uttar Pradesh,2024,4,Banda,386960,32046089,10041571,13403258924.0
Uttar Pradesh,2024,4,Lakhimpur Kheri,1075799,84514912,21281599,27016793383.0
Uttar Pradesh,2024,4,Sambhal,610788,53706429,20347488,30630256641.0
Uttar Pradesh,2024,4,Maharajganj,723601,55843980,20109863,28021827592.0
Uttar Pradesh,2024,4,Gautambuddha Nagar,4577065,258716974,308036927,255133255191.0
Uttar Pradesh,2024,4,Budaun,764501,79685767,21190757,29720480286.0
Uttar Pradesh,2024,4,Lucknow,3675410,196840939,139743209,155107785638.0
Uttar Pradesh,2024,4,Meerut,1641966,95635086,62400782,87172436119.0
Uttar Pradesh,2024,4,Deoria,963840,100396304,36751633,47733126046.0
Uttar Pradesh,2024,4,Jalaun,532749,39087045,18254946,24621261984.0
Uttar Pradesh,2024,4,Kasganj,409863,35603744,12418666,16022124424.0
Uttar Pradesh,2024,4,Mau,634057,41667191,21534441,26795689010.0
Uttar Pradesh,2024,4,Siddharthnagar,573734,58022763,21402035,30711632224.0
Uttar Pradesh,2024,4,Sant Kabir Nagar,422924,37078271,12952323,19642964468.0
Uttar Pradesh,2024,4,Jhansi,933942,52104902,36469145,50396435869.0
Uttar Pradesh,2024,4,Ayodhya,784329,50587637,27401994,36722721033.0
Uttar Pradesh,2024,4,Amroha,602698,46443395,25669204,35776697884.0
Uttar Pradesh,2024,4,Pilibhit,508735,46567505,13201083,18883244027.0
Uttar Pradesh,2024,4,Hamirpur,310726,24737947,10175460,13799759417.0
Uttar Pradesh,2024,4,Lalitpur,398380,29983768,13627433,15750214638.0
Uttar Pradesh,2024,4,Varanasi,2093895,110858871,64105707,85972676969.0
Uttar Pradesh,2024,4,Balrampur,394315,45526756,10856384,14514920256.0
Uttar Pradesh,2024,4,Aligarh,1459065,98063328,56824197,72766516854.0
Uttar Pradesh,2024,4,Mainpuri,586915,42177906,20691345,26488142390.0
Uttar Pradesh,2024,4,Bhadohi,401498,30510514,9791119,12464312783.0
Uttar Pradesh,2024,4,Agra,2177829,147733362,77992317,107307102968.0
Uttar Pradesh,2024,4,Sonbhadra,585370,43705970,23473292,29353287024.0
Uttar Pradesh,2024,4,Kannauj,493935,37384855,14287182,19641687186.0
Uttar Pradesh,2024,4,Etawah,534414,37714665,19110083,25726708936.0
Uttar Pradesh,2024,4,Moradabad,1159212,87623473,43511120,63841946481.0
Uttar Pradesh,2024,4,Azamgarh,1238272,93240967,40785042,54168056516.0
Uttar Pradesh,2024,4,Mathura,1366567,91122931,60087548,76660773349.0
Uttar Pradesh,2024,4,Mirzapur,657961,51494896,17197131,25102082422.0
Uttar Pradesh,2024,4,Ambedkar Nagar,609197,50452626,18630542,25105195457.0
Uttar Pradesh,2024,4,Ghaziabad,3585148,195748270,163017971,183785170259.0
Uttar Pradesh,2024,4,Fatehpur,513004,46740255,12222793,19039185524.0
Uttar Pradesh,2024,4,Gorakhpur,1752309,115046642,56919483,77418899089.0
