State,District,Theft_2017,Theft_2018,Theft_2019,RegisteredUsers_2017,RegisteredUsers_2018,TransactionVolume_2018,RegisteredUsers_2019,TransactionVolume_2019,Population_2011,size_group
Jharkhand,Deoghar,505.0,495.0,484.0,35229.0,97449.0,470992.0,179746.0,1177463.0,1492073.0,2.0
Jharkhand,Dhanbad,815.0,783.0,1366.0,130195.0,313255.0,3988281.0,479075.0,7925963.0,,
Jharkhand,Dumka,194.0,312.0,265.0,16027.0,43171.0,350968.0,69852.0,691340.0,1321442.0,2.0
Jharkhand,East Singhbhum,1213.0,1300.0,1128.0,103016.0,256344.0,1877301.0,398663.0,5052150.0,,
Jharkhand,Garhwa,135.0,127.0,189.0,14981.0,49830.0,387037.0,87607.0,1001377.0,1322784.0,2.0
Jharkhand,Giridih,359.0,404.0,360.0,45940.0,123889.0,1002799.0,195939.0,2151452.0,2445474.0,4.0
Jharkhand,Godda,159.0,216.0,181.0,16608.0,47481.0,278537.0,77305.0,717056.0,1313551.0,2.0
Jharkhand,Gumla,147.0,173.0,161.0,6616.0,19367.0,91757.0,34702.0,243358.0,1025213.0,2.0
Jharkhand,Hazaribagh,425.0,436.0,506.0,56421.0,151904.0,1362498.0,248710.0,3325946.0,1734495.0,3.0
Jharkhand,Jamtara,122.0,152.0,150.0,10659.0,31881.0,199009.0,62283.0,358095.0,791042.0,2.0
Jharkhand,Khunti,43.0,73.0,66.0,4037.0,12464.0,73527.0,21442.0,186032.0,531885.0,1.0
Jharkhand,Koderma,143.0,150.0,135.0,21423.0,54059.0,421329.0,84331.0,920163.0,,
Jharkhand,Latehar,108.0,81.0,90.0,7580.0,23885.0,166109.0,42321.0,533291.0,726978.0,1.0
Jharkhand,Lohardaga,101.0,105.0,132.0,5431.0,16058.0,101808.0,27627.0,239636.0,461790.0,1.0
Jharkhand,Pakur,89.0,180.0,76.0,6846.0,19057.0,140714.0,33331.0,330048.0,900422.0,2.0
Jharkhand,Palamu,272.0,326.0,448.0,31788.0,94917.0,616311.0,161215.0,1644221.0,1939869.0,3.0
Jharkhand,Ramgarh,333.0,412.0,280.0,37875.0,93606.0,727777.0,149467.0,1753727.0,949443.0,2.0
Jharkhand,Ranchi,2544.0,1582.0,2568.0,159444.0,386608.0,2896066.0,602664.0,13993535.0,,
Jharkhand,Sahebganj,204.0,202.0,402.0,12479.0,34076.0,226932.0,56249.0,464764.0,,
Jharkhand,Saraikela Kharsawan,302.0,235.0,335.0,31177.0,81052.0,734788.0,124479.0,1702877.0,1065056.0,2.0
Jharkhand,Simdega,41.0,41.0,55.0,2983.0,9604.0,49853.0,17525.0,132036.0,599578.0,1.0
Jharkhand,West Singhbhum,154.0,175.0,150.0,15529.0,45300.0,257637.0,77335.0,670462.0,,
Karnataka,Bagalkote,122.0,103.0,219.0,63460.0,173415.0,948251.0,293935.0,3722893.0,1889752.0,3.0
Karnataka,Ballari,249.0,248.0,569.0,103566.0,281648.0,1704864.0,481004.0,8247512.0,2452595.0,4.0
Karnataka,Belagavi,528.0,570.0,447.0,140320.0,412265.0,1950176.0,746925.0,9868793.0,4779661.0,4.0
Karnataka,Bengaluru,11646.0,10199.0,8587.0,2010323.0,5270354.0,73400744.0,8020185.0,477247267.0,9621551.0,4.0
Karnataka,Bidar,169.0,206.0,203.0,58446.0,160253.0,1076413.0,275072.0,3551899.0,1703300.0,3.0
Karnataka,Chamarajanagara,88.0,129.0,105.0,17398.0,59101.0,254326.0,112400.0,1087712.0,,
Karnataka,Chikkaballapura,167.0,150.0,177.0,43074.0,137719.0,839716.0,250163.0,4138751.0,1255104.0,2.0
Karnataka,Chikkamagaluru,173.0,204.0,314.0,32240.0,98090.0,428825.0,186487.0,1946203.0,1137961.0,2.0
Karnataka,Chitradurga,182.0,325.0,337.0,41656.0,127578.0,651421.0,233840.0,2715426.0,1659456.0,3.0
Karnataka,Davanagere,317.0,416.0,397.0,68178.0,191840.0,1002580.0,337445.0,5066311.0,1945497.0,3.0
Karnataka,Dharwad,485.0,332.0,255.0,106877.0,287568.0,1549382.0,502446.0,11859865.0,1847023.0,3.0
Karnataka,Gadag,376.0,311.0,163.0,28575.0,82724.0,444806.0,147533.0,1836990.0,1064570.0,2.0
Karnataka,Hassan,278.0,316.0,283.0,51642.0,169484.0,742798.0,318850.0,3557907.0,1776421.0,3.0
Karnataka,Haveri,311.0,219.0,173.0,33262.0,100853.0,457871.0,184781.0,1715445.0,1597668.0,3.0
Karnataka,Kalaburagi,266.0,308.0,412.0,81933.0,230020.0,1184553.0,402676.0,4610034.0,2566326.0,4.0
Karnataka,Kodagu,216.0,134.0,156.0,14783.0,47953.0,199119.0,98612.0,1020320.0,554519.0,1.0
Karnataka,Kolar,174.0,176.0,217.0,60498.0,201909.0,1186233.0,361750.0,6150070.0,1536401.0,3.0
Karnataka,Koppal,236.0,463.0,351.0,34963.0,103151.0,496382.0,185866.0,2181124.0,1389920.0,2.0
Karnataka,Mandya,522.0,494.0,415.0,50951.0,164533.0,811773.0,309136.0,4208672.0,1805769.0,3.0
Karnataka,Mysuru,777.0,767.0,865.0,150799.0,432208.0,2407444.0,764697.0,14613483.0,,
Karnataka,Raichur,131.0,253.0,257.0,58544.0,163836.0,974354.0,285797.0,3762500.0,1928812.0,3.0
Karnataka,Ramanagara,531.0,392.0,370.0,47100.0,148213.0,994094.0,267981.0,5234817.0,1082636.0,2.0
Karnataka,Shivamogga,391.0,412.0,394.0,60797.0,174221.0,783377.0,324957.0,4277816.0,1752753.0,3.0
Karnataka,Southa Kannada,345.0,341.0,305.0,87491.0,254135.0,1384416.0,481992.0,10156043.0,2089649.0,3.0
Karnataka,Tumakuru,368.0,509.0,510.0,82955.0,258398.0,1343920.0,488995.0,6878750.0,,
Karnataka,Udupi,103.0,122.0,163.0,49362.0,136628.0,734583.0,247646.0,2751629.0,1177361.0,2.0
Karnataka,Vijayapura,227.0,241.0,340.0,68814.0,199735.0,1019536.0,357428.0,4437346.0,2177331.0,3.0
Karnataka,Yadgir,163.0,147.0,146.0,21121.0,67099.0,351488.0,121589.0,1255816.0,1174271.0,2.0
Kerala,Alappuzha,157.0,207.0,146.0,39275.0,114882.0,485950.0,235048.0,1528934.0,2127789.0,3.0
Kerala,Ernakulam,565.0,580.0,499.0,159188.0,409812.0,2655411.0,716945.0,10430390.0,3282388.0,4.0
Kerala,Idukki,160.0,166.0,127.0,21318.0,63188.0,286416.0,122253.0,787754.0,1108974.0,2.0
Kerala,Kannur,91.0,139.0,139.0,54093.0,143289.0,598437.0,282719.0,1744170.0,2523003.0,4.0
Kerala,Kasaragod,431.0,164.0,150.0,20008.0,59697.0,257262.0,121264.0,695233.0,1307375.0,2.0
Kerala,Kollam,257.0,225.0,230.0,41946.0,125697.0,539889.0,265751.0,1613460.0,2635375.0,4.0
Kerala,Kottayam,147.0,180.0,157.0,43142.0,121975.0,664964.0,229263.0,1798116.0,1974551.0,3.0
Kerala,Kozhikode,384.0,326.0,351.0,83422.0,212403.0,1336746.0,404139.0,3086046.0,3086293.0,4.0
Kerala,Malappuram,191.0,232.0,198.0,86063.0,206857.0,1278235.0,387405.0,2827780.0,4112920.0,4.0
Kerala,Palakkad,199.0,232.0,231.0,51507.0,145211.0,747756.0,277861.0,1825044.0,,
Kerala,Pathanamthitta,112.0,91.0,101.0,18890.0,60107.0,252182.0,118197.0,659576.0,1197412.0,2.0
Kerala,Thiruvananthapuram,545.0,545.0,439.0,81846.0,239634.0,1231012.0,466301.0,4497503.0,3301427.0,4.0
Kerala,Thrissur,360.0,337.0,370.0,67247.0,184516.0,978551.0,349437.0,3401956.0,3121200.0,4.0
Kerala,Wayanad,65.0,63.0,58.0,16239.0,49356.0,211736.0,101733.0,641636.0,817420.0,2.0
Lakshadweep,Lakshadweep,18.0,8.0,19.0,501.0,1416.0,6255.0,2772.0,12276.0,64473.0,1.0
Madhya Pradesh,Agar Malwa,123.0,93.0,118.0,12058.0,33425.0,301408.0,56419.0,750615.0,,
Madhya Pradesh,Alirajpur,170.0,149.0,193.0,3746.0,13122.0,54794.0,24827.0,168908.0,728999.0,1.0
Madhya Pradesh,Anuppur,127.0,94.0,132.0,18656.0,49988.0,429898.0,76969.0,1132323.0,749237.0,1.0
Madhya Pradesh,Ashoknagar,239.0,183.0,217.0,16495.0,44386.0,310079.0,69791.0,681463.0,845071.0,2.0
Madhya Pradesh,Balaghat,235.0,178.0,254.0,38064.0,108073.0,788378.0,179810.0,2358016.0,1701698.0,3.0
Madhya Pradesh,Barwani,288.0,234.0,213.0,15811.0,46138.0,245109.0,82596.0,664358.0,1385881.0,2.0
Madhya Pradesh,Betul,163.0,193.0,191.0,49045.0,122961.0,869963.0,193348.0,2324054.0,1575362.0,3.0
Madhya Pradesh,Bhind,363.0,451.0,346.0,34085.0,94313.0,646238.0,159089.0,1542081.0,1703005.0,3.0
Madhya Pradesh,Bhopal,5979.0,6868.0,5906.0,307312.0,670417.0,11191158.0,1003288.0,53685831.0,2371061.0,3.0
Madhya Pradesh,Burhanpur,89.0,75.0,83.0,16077.0,42152.0,236017.0,70827.0,593103.0,757847.0,1.0
Madhya Pradesh,Chhatarpur,204.0,288.0,318.0,36004.0,95345.0,575557.0,164422.0,1482113.0,,
Madhya Pradesh,Chhindwara,442.0,370.0,306.0,65005.0,168633.0,1133742.0,268008.0,3356534.0,2090922.0,3.0
Madhya Pradesh,Damoh,188.0,127.0,141.0,24961.0,62435.0,423456.0,98583.0,981021.0,1264219.0,2.0
Madhya Pradesh,Datia,101.0,80.0,130.0,16322.0,46221.0,316312.0,71709.0,748567.0,786754.0,2.0
Madhya Pradesh,Dewas,579.0,537.0,580.0,62902.0,155786.0,1322690.0,245317.0,3861153.0,1563715.0,3.0
Madhya Pradesh,Dhar,844.0,809.0,841.0,63440.0,166663.0,1383783.0,270891.0,3755262.0,2185793.0,3.0
Madhya Pradesh,Dindori,54.0,44.0,52.0,6114.0,22197.0,168374.0,39433.0,568598.0,704524.0,1.0
Madhya Pradesh,East Nimar,295.0,242.0,250.0,29308.0,75806.0,499265.0,125273.0,1341466.0,1310061.0,2.0
Madhya Pradesh,Guna,631.0,519.0,526.0,36829.0,98816.0,830916.0,169946.0,1863591.0,1241519.0,2.0
Madhya Pradesh,Gwalior,2349.0,2081.0,1726.0,142453.0,331504.0,2465435.0,506221.0,7062163.0,2032036.0,3.0
Madhya Pradesh,Harda,188.0,133.0,149.0,18120.0,43995.0,295606.0,67392.0,693961.0,570465.0,1.0
Madhya Pradesh,Hoshangabad,312.0,325.0,381.0,50658.0,123858.0,823532.0,190416.0,3040016.0,1241350.0,2.0
Madhya Pradesh,Indore,4799.0,4814.0,4678.0,366977.0,844465.0,7351742.0,1287857.0,41810409.0,3276697.0,4.0
Madhya Pradesh,Jabalpur,2697.0,2772.0,2144.0,115953.0,295042.0,2284848.0,462069.0,8819438.0,2463289.0,4.0
Madhya Pradesh,Jhabua,251.0,234.0,198.0,9632.0,29064.0,143147.0,52803.0,410252.0,1025048.0,2.0
Madhya Pradesh,Katni,291.0,260.0,198.0,28098.0,79580.0,481487.0,131655.0,1476834.0,1292042.0,2.0
Madhya Pradesh,Khargone,455.0,441.0,479.0,40995.0,109408.0,754674.0,180658.0,1985320.0,,
Madhya Pradesh,Mandla,82.0,72.0,52.0,13593.0,44325.0,218803.0,77954.0,770557.0,1054905.0,2.0
Madhya Pradesh,Mandsaur,357.0,394.0,443.0,42041.0,112086.0,691107.0,183327.0,2033884.0,1340411.0,2.0
Madhya Pradesh,Morena,670.0,568.0,553.0,42153.0,113900.0,744321.0,187857.0,1692719.0,1965970.0,3.0
Madhya Pradesh,Narsinghpur,197.0,158.0,125.0,38027.0,95833.0,975480.0,148190.0,1783574.0,,
Madhya Pradesh,Neemuch,221.0,145.0,169.0,27995.0,72918.0,450932.0,118143.0,1375591.0,826067.0,2.0
Madhya Pradesh,Niwari,0.0,0.0,45.0,6771.0,19076.0,124049.0,31223.0,313040.0,,
Madhya Pradesh,Panna,75.0,58.0,88.0,13874.0,38426.0,260660.0,64176.0,684874.0,1016520.0,2.0
Madhya Pradesh,Raisen,294.0,165.0,322.0,47344.0,117214.0,1026636.0,184402.0,2939309.0,1331597.0,2.0
Madhya Pradesh,Rajgarh,359.0,340.0,392.0,39336.0,106743.0,934055.0,174122.0,2588997.0,1545814.0,3.0
Madhya Pradesh,Ratlam,357.0,356.0,448.0,49298.0,127023.0,893280.0,204718.0,2514738.0,1455069.0,2.0
Madhya Pradesh,Rewa,810.0,719.0,1163.0,73336.0,188803.0,1664538.0,285832.0,3681248.0,2365106.0,3.0
Madhya Pradesh,Sagar,546.0,454.0,424.0,72857.0,194467.0,1850451.0,299753.0,3838446.0,2378458.0,3.0
Madhya Pradesh,Satna,497.0,515.0,516.0,59252.0,160954.0,1231403.0,253988.0,3089434.0,2228935.0,3.0
Madhya Pradesh,Sehore,586.0,514.0,490.0,61158.0,149925.0,2148576.0,228553.0,5456094.0,1311332.0,2.0
Madhya Pradesh,Seoni,180.0,158.0,138.0,29095.0,82398.0,633458.0,133334.0,1664777.0,1379131.0,2.0
Madhya Pradesh,Shahdol,243.0,191.0,259.0,26509.0,71433.0,524799.0,112022.0,1506744.0,1066063.0,2.0
Madhya Pradesh,Shajapur,259.0,163.0,251.0,29995.0,76924.0,676942.0,124615.0,1747681.0,1512681.0,3.0
Madhya Pradesh,Sheopur,67.0,62.0,84.0,9808.0,27456.0,170298.0,46567.0,424157.0,687861.0,1.0
Madhya Pradesh,Shivpuri,295.0,292.0,275.0,25449.0,73259.0,798099.0,134692.0,1760030.0,1726050.0,3.0
Madhya Pradesh,Sidhi,303.0,232.0,202.0,20030.0,55922.0,425703.0,90719.0,1127984.0,1127033.0,2.0
Madhya Pradesh,Singrauli,184.0,138.0,178.0,45254.0,107427.0,1057512.0,156321.0,2854495.0,1178273.0,2.0
Madhya Pradesh,Tikamgarh,246.0,181.0,126.0,15917.0,44716.0,336922.0,75937.0,791363.0,1445166.0,2.0
Madhya Pradesh,Ujjain,1151.0,1092.0,1240.0,84441.0,214818.0,1599204.0,349476.0,4746774.0,1986864.0,3.0
Madhya Pradesh,Umaria,79.0,57.0,64.0,11572.0,31962.0,240603.0,51076.0,698947.0,644758.0,1.0
Madhya Pradesh,Vidisha,529.0,478.0,473.0,43378.0,112602.0,1105908.0,184757.0,2646555.0,1458875.0,2.0
Maharashtra,Ahmednagar,1791.0,2203.0,2938.0,197473.0,532651.0,3124695.0,905962.0,10582322.0,4543159.0,4.0
Maharashtra,Akola,604.0,573.0,592.0,56295.0,144784.0,741208.0,239492.0,2137855.0,1813906.0,3.0
Maharashtra,Amravati,1750.0,1744.0,1743.0,100458.0,260174.0,1432258.0,452583.0,6286394.0,,
Maharashtra,Aurangabad,2702.0,7505.0,7185.0,266324.0,644687.0,4267013.0,1046306.0,20173098.0,3701282.0,4.0
Maharashtra,Beed,763.0,688.0,690.0,75552.0,207350.0,1094597.0,352440.0,3236864.0,,
Maharashtra,Bhandara,375.0,383.0,449.0,38732.0,103514.0,657780.0,165915.0,1647150.0,1200334.0,2.0
Maharashtra,Buldhana,701.0,792.0,896.0,84962.0,218739.0,1431965.0,353711.0,3813808.0,,
Maharashtra,Chandrapur,587.0,699.0,764.0,67034.0,178696.0,1028185.0,291058.0,2610994.0,2204307.0,3.0
Maharashtra,Dhule,526.0,600.0,662.0,63040.0,166252.0,946048.0,263999.0,2580240.0,2050862.0,3.0
Maharashtra,Gadchiroli,104.0,118.0,138.0,20462.0,57518.0,392997.0,93237.0,1027498.0,1072942.0,2.0
Maharashtra,Gondia,372.0,389.0,343.0,37761.0,98644.0,687976.0,154128.0,1532670.0,,
Maharashtra,Hingoli,212.0,236.0,318.0,27545.0,72615.0,474581.0,119554.0,1140774.0,1177345.0,2.0
Maharashtra,Jalgaon,984.0,1177.0,1249.0,156359.0,383547.0,2264291.0,605036.0,6064767.0,4229917.0,4.0
Maharashtra,Jalna,670.0,823.0,982.0,60373.0,156361.0,1028449.0,273333.0,3123448.0,1959046.0,3.0
Maharashtra,Kolhapur,958.0,1092.0,1015.0,172528.0,454858.0,2364062.0,738677.0,6835720.0,3876001.0,4.0
Maharashtra,Latur,566.0,597.0,616.0,101698.0,250662.0,1657220.0,398366.0,4323424.0,2454196.0,4.0
Maharashtra,Mumbai,34211.0,47202.0,40168.0,233538.0,670094.0,16099736.0,1054509.0,42453186.0,9356962.0,4.0
Maharashtra,Nagpur,10135.0,7319.0,6541.0,280007.0,765612.0,4485636.0,1251510.0,21995879.0,4653570.0,4.0
Maharashtra,Nanded,796.0,573.0,898.0,99716.0,252342.0,1517981.0,412138.0,4291979.0,3361292.0,4.0
Maharashtra,Nandurbar,289.0,300.0,334.0,27766.0,77352.0,408298.0,128739.0,1072917.0,1648295.0,3.0
Maharashtra,Nashik,2055.0,2062.0,2133.0,321402.0,853648.0,4827727.0,1448324.0,23973691.0,6107187.0,4.0
Maharashtra,Osmanabad,449.0,485.0,584.0,51994.0,145109.0,911800.0,245431.0,2730318.0,1657576.0,3.0
Maharashtra,Palghar,1024.0,1443.0,1356.0,172502.0,521918.0,2587181.0,848560.0,9471995.0,,
Maharashtra,Parbhani,475.0,537.0,596.0,57487.0,138597.0,805567.0,225598.0,2183551.0,1836086.0,3.0
Maharashtra,Pune,11303.0,9038.0,7791.0,1211643.0,3038402.0,27971449.0,4802397.0,226916267.0,9429408.0,4.0
Maharashtra,Raigad,462.0,481.0,489.0,173015.0,509108.0,2577761.0,830643.0,9789564.0,,
Maharashtra,Ratnagiri,402.0,442.0,356.0,32596.0,103057.0,458786.0,181890.0,1351051.0,1615069.0,3.0
Maharashtra,Sangli,983.0,1510.0,1463.0,108867.0,291314.0,1562222.0,482269.0,4314648.0,,
Maharashtra,Satara,1101.0,1258.0,1218.0,116303.0,332953.0,1832022.0,569983.0,5968339.0,,
Maharashtra,Sindhudurg,190.0,242.0,226.0,19427.0,58911.0,287249.0,102279.0,794236.0,849651.0,2.0
Maharashtra,Solapur,2020.0,2337.0,2507.0,190033.0,505662.0,3332736.0,821512.0,10132935.0,4317756.0,4.0
Maharashtra,Thane,4030.0,4176.0,3578.0,631864.0,1834051.0,9826284.0,2878073.0,39183188.0,11060148.0,4.0
Maharashtra,Wardha,603.0,625.0,612.0,46502.0,120193.0,753910.0,193238.0,2007828.0,1300774.0,2.0
Maharashtra,Washim,340.0,369.0,337.0,29299.0,78091.0,422432.0,129675.0,1237632.0,1197160.0,2.0
Maharashtra,Yavatmal,1077.0,932.0,922.0,57137.0,155775.0,853961.0,264447.0,2274310.0,,
Manipur,Bishnupur,62.0,29.0,22.0,2371.0,8537.0,51040.0,15333.0,92653.0,237399.0,1.0
Manipur,Chandel,9.0,5.0,2.0,452.0,1691.0,9515.0,3471.0,31407.0,144182.0,1.0
Manipur,Churachandpur,13.0,12.0,28.0,1524.0,6138.0,34663.0,12420.0,83264.0,274143.0,1.0
Manipur,East Imphal,224.0,291.0,271.0,6759.0,21136.0,179146.0,36105.0,302223.0,456113.0,1.0
Manipur,Jiribam,0.0,0.0,6.0,460.0,1759.0,13418.0,3051.0,26869.0,,
Manipur,Kakching,0.0,0.0,15.0,915.0,3850.0,16599.0,7075.0,37365.0,,
Manipur,Kamjong,0.0,0.0,0.0,108.0,382.0,1863.0,755.0,5123.0,,
Manipur,Kangpokpi,0.0,0.0,8.0,1439.0,5212.0,33404.0,10241.0,84806.0,,
Manipur,Noney,0.0,0.0,1.0,216.0,919.0,5931.0,1787.0,17826.0,,
Manipur,Pherzawl,0.0,0.0,0.0,24.0,98.0,173.0,245.0,1322.0,,
Manipur,Senapati,9.0,5.0,2.0,85.0,451.0,5901.0,922.0,21163.0,479148.0,1.0
Manipur,Tamenglong,5.0,2.0,2.0,550.0,2148.0,10416.0,4169.0,34029.0,140651.0,1.0
Manipur,Tengnoupal,0.0,0.0,2.0,352.0,1641.0,11670.0,3179.0,29476.0,,
Manipur,Thoubal,118.0,156.0,80.0,2764.0,9529.0,73193.0,16244.0,102905.0,422168.0,1.0
Manipur,Ukhrul,8.0,4.0,7.0,602.0,2368.0,12337.0,4892.0,37371.0,183998.0,1.0
Manipur,West Imphal,332.0,393.0,431.0,11304.0,33668.0,201889.0,57485.0,409384.0,517992.0,1.0
Meghalaya,East Garo Hills,34.0,27.0,24.0,236.0,1424.0,5712.0,3251.0,21236.0,317917.0,1.0
Meghalaya,East Jaintia Hills,47.0,27.0,34.0,1419.0,4643.0,42911.0,8368.0,106558.0,,
Meghalaya,East Khasi Hills,424.0,327.0,355.0,9310.0,27937.0,181650.0,49251.0,575233.0,825922.0,2.0
Meghalaya,North Garo Hills,4.0,26.0,25.0,254.0,1482.0,8607.0,3311.0,22398.0,,
Meghalaya,Ribhoi,76.0,77.0,104.0,1891.0,6543.0,46107.0,11689.0,134037.0,,
Meghalaya,South Garo Hills,5.0,9.0,11.0,343.0,1296.0,6955.0,2810.0,17982.0,142334.0,1.0
Meghalaya,South West Garo Hills,55.0,26.0,25.0,299.0,1434.0,9255.0,3234.0,22088.0,,
Meghalaya,South West Khasi Hills,9.0,10.0,10.0,55.0,329.0,3265.0,724.0,7181.0,,
Meghalaya,West Garo Hills,138.0,68.0,66.0,3671.0,12932.0,65222.0,24124.0,158953.0,643291.0,1.0
Meghalaya,West Jaintia Hills,59.0,46.0,70.0,736.0,2276.0,13296.0,4530.0,31334.0,,
Meghalaya,West Khasi Hills,25.0,28.0,28.0,299.0,1191.0,5870.0,2522.0,16558.0,383461.0,1.0
Mizoram,Aizawl,498.0,334.0,730.0,4550.0,13422.0,84386.0,25253.0,209193.0,400309.0,1.0
Mizoram,Champhai,45.0,38.0,12.0,358.0,1179.0,4112.0,2448.0,12310.0,125745.0,1.0
Mizoram,Kolasib,159.0,174.0,143.0,486.0,1730.0,10881.0,3360.0,28695.0,83955.0,1.0
Mizoram,Lawngtlai,17.0,0.0,16.0,474.0,1648.0,4934.0,3996.0,22417.0,117894.0,1.0
Mizoram,Lunglei,90.0,77.0,77.0,879.0,2910.0,15918.0,5778.0,45660.0,161428.0,1.0
Mizoram,Mamit,52.0,44.0,36.0,316.0,1096.0,9361.0,2379.0,25211.0,86364.0,1.0
Mizoram,Saiha,54.0,32.0,23.0,231.0,638.0,3687.0,1293.0,9665.0,56574.0,1.0
Mizoram,Serchhip,16.0,22.0,20.0,299.0,1047.0,6891.0,1992.0,16159.0,64937.0,1.0
Nagaland,Dimapur,242.0,269.0,254.0,8249.0,28091.0,162636.0,53696.0,427321.0,378811.0,1.0
Nagaland,Kiphire,8.0,8.0,2.0,168.0,862.0,4287.0,1814.0,15256.0,74004.0,1.0
Nagaland,Kohima,49.0,46.0,26.0,3036.0,10747.0,75111.0,20644.0,178832.0,267988.0,1.0
Nagaland,Longleng,0.0,4.0,11.0,121.0,539.0,2567.0,1430.0,9479.0,50484.0,1.0
Nagaland,Mokokchung,9.0,8.0,15.0,1043.0,3721.0,25818.0,7626.0,62653.0,194622.0,1.0
Nagaland,Mon,29.0,21.0,34.0,525.0,2458.0,16837.0,5747.0,61007.0,250260.0,1.0
Nagaland,Peren,9.0,12.0,8.0,218.0,884.0,5158.0,1899.0,14829.0,95219.0,1.0
Nagaland,Phek,5.0,0.0,4.0,487.0,1727.0,10021.0,3637.0,30333.0,163418.0,1.0
Nagaland,Tuensang,7.0,14.0,8.0,377.0,1678.0,14950.0,3634.0,32411.0,196596.0,1.0
Nagaland,Wokha,18.0,27.0,11.0,465.0,1830.0,12766.0,4118.0,32219.0,166343.0,1.0
Nagaland,Zunheboto,10.0,10.0,5.0,385.0,1374.0,11997.0,2898.0,72040.0,140757.0,1.0
Uttar Pradesh,Agra,3017.0,3024.0,2528.0,148387.0,392222.0,1897667.0,668251.0,5821816.0,4418797.0,4.0
Uttar Pradesh,Aligarh,1542.0,1300.0,1018.0,84375.0,221771.0,1215055.0,389467.0,3377785.0,3673889.0,4.0
Uttar Pradesh,Ambedkar Nagar,191.0,202.0,186.0,36853.0,105456.0,845316.0,173558.0,1693606.0,2397888.0,3.0
Uttar Pradesh,Amethi,274.0,253.0,261.0,28949.0,80707.0,594951.0,136952.0,1253474.0,,
Uttar Pradesh,Amroha,338.0,314.0,261.0,27497.0,77180.0,431968.0,132719.0,1010368.0,1840221.0,3.0
Uttar Pradesh,Auraiya,247.0,257.0,193.0,21705.0,61805.0,475856.0,106853.0,899230.0,1379545.0,2.0
Uttar Pradesh,Ayodhya,559.0,409.0,370.0,51410.0,136314.0,964686.0,217835.0,2113269.0,2470996.0,4.0
Uttar Pradesh,Azamgarh,513.0,441.0,423.0,68976.0,203791.0,1292406.0,334030.0,2761441.0,4613913.0,4.0
Uttar Pradesh,Baghpat,384.0,417.0,363.0,27155.0,79331.0,403417.0,138206.0,1221289.0,1303048.0,2.0
Uttar Pradesh,Bahraich,348.0,371.0,454.0,23003.0,68614.0,508936.0,118691.0,1050085.0,3487731.0,4.0
Uttar Pradesh,Ballia,507.0,366.0,235.0,59431.0,171902.0,1059785.0,279850.0,2452276.0,3239774.0,4.0
Uttar Pradesh,Balrampur,89.0,69.0,94.0,13778.0,44496.0,256618.0,79242.0,668678.0,2148665.0,3.0
Uttar Pradesh,Banda,209.0,156.0,127.0,18718.0,51294.0,340416.0,85004.0,745024.0,1799410.0,3.0
Uttar Pradesh,Bara Banki,293.0,316.0,328.0,36150.0,96470.0,672118.0,163878.0,1557825.0,3260699.0,4.0
Uttar Pradesh,Bareilly,1136.0,1085.0,1037.0,112369.0,279714.0,2019928.0,452872.0,4550886.0,4448359.0,4.0
Uttar Pradesh,Basti,248.0,171.0,175.0,38586.0,110068.0,763234.0,182992.0,1730576.0,2464464.0,4.0
Uttar Pradesh,Bhadohi,105.0,166.0,149.0,29109.0,80947.0,539140.0,131750.0,1161009.0,1578213.0,3.0
Uttar Pradesh,Bijnor,626.0,593.0,449.0,52039.0,142913.0,858974.0,245713.0,1893852.0,3682713.0,4.0
Uttar Pradesh,Budaun,479.0,349.0,253.0,28217.0,79306.0,419179.0,141211.0,939507.0,3681896.0,4.0
Uttar Pradesh,Bulandshahr,1242.0,988.0,918.0,60527.0,171533.0,892270.0,300819.0,2569075.0,3499171.0,4.0
Uttar Pradesh,Chitrakoot,89.0,67.0,79.0,10679.0,29453.0,179047.0,49532.0,402032.0,991730.0,2.0
Uttar Pradesh,Deoria,247.0,226.0,240.0,61062.0,172036.0,1218508.0,285363.0,2889076.0,3100946.0,4.0
Uttar Pradesh,Etah,495.0,484.0,388.0,19926.0,62643.0,269885.0,116306.0,717360.0,1774480.0,3.0
Uttar Pradesh,Etawah,830.0,521.0,380.0,28534.0,79764.0,478194.0,139252.0,1129151.0,1581810.0,3.0
Uttar Pradesh,Fatehpur,339.0,259.0,249.0,26460.0,71857.0,454740.0,123288.0,926729.0,2632733.0,4.0
Uttar Pradesh,Firozabad,825.0,698.0,631.0,40297.0,114566.0,504178.0,221119.0,1481139.0,2498156.0,4.0
Uttar Pradesh,Gautam Buddha Nagar,3964.0,3699.0,4131.0,448768.0,1143614.0,12669723.0,1656331.0,49435289.0,1648115.0,3.0
Uttar Pradesh,Ghaziabad,3902.0,4693.0,4123.0,329683.0,859583.0,6214716.0,1296464.0,23365619.0,4681645.0,4.0
Uttar Pradesh,Ghazipur,296.0,268.0,345.0,64317.0,185130.0,1245630.0,299524.0,2723151.0,3620268.0,4.0
Uttar Pradesh,Gonda,254.0,277.0,181.0,34648.0,102076.0,716514.0,170132.0,1585049.0,3433919.0,4.0
Uttar Pradesh,Gorakhpur,1344.0,1317.0,1096.0,132769.0,336196.0,2251775.0,539316.0,5406501.0,4440895.0,4.0
Uttar Pradesh,Hamirpur,130.0,94.0,83.0,16985.0,44913.0,344232.0,72081.0,622970.0,1104285.0,2.0
