State,District,Theft_2017,Murder_2017,RegisteredUsers_2017,Theft_2018,Murder_2018,RegisteredUsers_2018,TransactionVolume_2018,Theft_2019,Murder_2019,RegisteredUsers_2019,TransactionVolume_2019,Theft_2022,Murder_2022,RegisteredUsers_2022,TransactionVolume_2022,Theft_2023,Murder_2023,RegisteredUsers_2023,TransactionVolume_2023
Chhattisgarh,Sarangarh Bilaigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,19.0,0.0,0.0,110.0,25.0,0.0,0.0
Chhattisgarh,Sukma,6.0,34.0,3205.0,12.0,42.0,11464.0,54819.0,8.0,36.0,19269.0,247686.0,16.0,19.0,48459.0,2505078.0,12.0,21.0,57265.0,6245818.0
Chhattisgarh,Surajpur,102.0,36.0,12279.0,84.0,43.0,39128.0,268212.0,85.0,47.0,61965.0,668484.0,158.0,48.0,154951.0,8570652.0,170.0,59.0,182929.0,21726059.0
Delhi,Central,7362.0,9.0,202723.0,8047.0,21.0,529918.0,24125676.0,10034.0,33.0,765149.0,45221958.0,9370.0,22.0,1629248.0,811445152.0,9697.0,31.0,1884700.0,244218761.0
Delhi,East,25751.0,46.0,283844.0,26765.0,50.0,749990.0,5861982.0,33882.0,43.0,1064954.0,22200997.0,25950.0,52.0,2238170.0,114250305.0,25137.0,45.0,2586779.0,248841978.0
Delhi,New Delhi,2862.0,5.0,212008.0,2404.0,8.0,558516.0,7314206.0,3108.0,6.0,810489.0,87049558.0,1632.0,7.0,1622600.0,262218561.0,1755.0,4.0,1871468.0,240724760.0
Delhi,North,7713.0,35.0,173622.0,12269.0,23.0,447987.0,3699744.0,13370.0,17.0,648654.0,12754263.0,14023.0,37.0,1416994.0,69197517.0,18450.0,33.0,1644670.0,169414204.0
Delhi,North East,11552.0,49.0,95472.0,13794.0,39.0,262131.0,1524351.0,17953.0,54.0,399504.0,5724796.0,19364.0,44.0,906036.0,39773678.0,19610.0,42.0,1054875.0,96839830.0
Delhi,North West,15913.0,48.0,223679.0,20677.0,59.0,583438.0,4256788.0,29136.0,102.0,814249.0,14476425.0,27524.0,101.0,1731494.0,71132641.0,31565.0,90.0,2008098.0,170073625.0
Delhi,South,15838.0,35.0,156706.0,18968.0,39.0,407519.0,3626475.0,19487.0,34.0,570329.0,14121010.0,15243.0,40.0,1167338.0,68650753.0,17800.0,36.0,1345231.0,163389441.0
Delhi,South East,14585.0,41.0,0.0,18362.0,48.0,0.0,0.0,19636.0,36.0,0.0,0.0,17144.0,43.0,0.0,0.0,19591.0,51.0,0.0,0.0
Delhi,South West,6864.0,11.0,179197.0,8971.0,17.0,467571.0,3083278.0,12380.0,23.0,644981.0,11918606.0,7461.0,18.0,1333347.0,66334804.0,7594.0,30.0,1541622.0,156744570.0
Delhi,West,13790.0,23.0,308558.0,13967.0,32.0,820526.0,5412359.0,18802.0,37.0,1160353.0,20701178.0,18360.0,31.0,2453869.0,113645171.0,21084.0,31.0,2837958.0,266628723.0
Goa,North Goa,276.0,11.0,57769.0,291.0,13.0,147802.0,728649.0,278.0,14.0,244309.0,2566259.0,326.0,18.0,550554.0,38279534.0,272.0,16.0,637677.0,74133450.0
Goa,South Goa,165.0,19.0,34167.0,180.0,16.0,90350.0,516089.0,211.0,19.0,147591.0,1548682.0,191.0,25.0,341631.0,18531979.0,155.0,10.0,397373.0,37052916.0
Gujarat,Ahmadabad,3358.0,110.0,572811.0,2993.0,132.0,1450100.0,9836304.0,3052.0,117.0,2185983.0,49886270.0,3377.0,120.0,4734630.0,427156090.0,5568.0,139.0,5485010.0,430400389.0
Gujarat,Amreli,134.0,18.0,31443.0,245.0,17.0,79690.0,430750.0,194.0,15.0,126423.0,934311.0,114.0,18.0,306770.0,5403933.0,299.0,19.0,364743.0,11122570.0
Gujarat,Anand,289.0,19.0,68052.0,193.0,20.0,175515.0,1101015.0,191.0,37.0,277835.0,2996413.0,243.0,17.0,622872.0,14676958.0,557.0,22.0,725286.0,24525302.0
Gujarat,Banas Kantha,379.0,26.0,93506.0,381.0,38.0,239613.0,1471606.0,349.0,31.0,386212.0,3444179.0,302.0,28.0,985280.0,41093576.0,608.0,40.0,1165004.0,104325070.0
Gujarat,Bharuch,372.0,42.0,101575.0,381.0,34.0,252826.0,1583279.0,383.0,28.0,384819.0,4039610.0,316.0,20.0,881508.0,43753332.0,426.0,28.0,1032496.0,87521534.0
Gujarat,Bhavnagar,261.0,31.0,87683.0,324.0,49.0,203617.0,1250704.0,246.0,35.0,315412.0,2642181.0,210.0,44.0,722197.0,15672200.0,400.0,34.0,849932.0,28926599.0
Gujarat,Botad,60.0,14.0,23738.0,58.0,9.0,58126.0,384733.0,57.0,12.0,88241.0,824991.0,39.0,12.0,204401.0,5476797.0,44.0,16.0,241676.0,11880032.0
Gujarat,Chhotaudepur,105.0,25.0,6581.0,88.0,28.0,20287.0,94788.0,89.0,26.0,36116.0,235294.0,85.0,20.0,100145.0,2209163.0,111.0,14.0,119543.0,5163202.0
Gujarat,Dahod,206.0,43.0,16212.0,191.0,37.0,45141.0,256669.0,238.0,33.0,81529.0,541274.0,203.0,30.0,236847.0,8093554.0,272.0,20.0,279800.0,21634029.0
Gujarat,Devbhumi Dwarka,70.0,10.0,15809.0,65.0,13.0,38898.0,192699.0,46.0,7.0,61293.0,412400.0,44.0,8.0,148801.0,3106475.0,80.0,3.0,177051.0,6510938.0
Gujarat,Gandhinagar,331.0,15.0,118201.0,383.0,20.0,291858.0,1726041.0,298.0,17.0,445290.0,6382217.0,642.0,26.0,968586.0,41653945.0,930.0,22.0,1122367.0,96764339.0
Gujarat,Gir Somnath,86.0,8.0,28292.0,81.0,11.0,69872.0,346050.0,151.0,10.0,110211.0,666165.0,62.0,14.0,266205.0,5983608.0,105.0,11.0,314774.0,12332337.0
Gujarat,Jamnagar,215.0,16.0,52416.0,230.0,22.0,121494.0,739961.0,184.0,18.0,188224.0,1614702.0,181.0,20.0,428091.0,13392491.0,306.0,24.0,502043.0,25173643.0
Gujarat,Junagadh,139.0,18.0,35171.0,230.0,23.0,82263.0,322675.0,273.0,25.0,130231.0,740349.0,172.0,17.0,308246.0,6532156.0,192.0,22.0,362721.0,10068344.0
Gujarat,Kheda,144.0,28.0,43776.0,119.0,23.0,124598.0,700100.0,125.0,27.0,204548.0,1820615.0,202.0,22.0,489299.0,12298384.0,463.0,27.0,574412.0,25672760.0
Gujarat,Mahesana,466.0,31.0,97004.0,407.0,36.0,230403.0,1508126.0,298.0,31.0,349897.0,3793184.0,283.0,24.0,798353.0,26167952.0,674.0,25.0,931768.0,58661854.0
Gujarat,Mahisagar,44.0,12.0,11048.0,39.0,13.0,31147.0,153709.0,31.0,12.0,54880.0,369553.0,30.0,16.0,143947.0,4164008.0,76.0,11.0,170321.0,8219246.0
Gujarat,Morbi,120.0,26.0,30329.0,112.0,28.0,77961.0,388033.0,94.0,33.0,130472.0,905106.0,116.0,19.0,337337.0,10619240.0,137.0,30.0,397742.0,23605933.0
Gujarat,Narmada,38.0,6.0,6464.0,38.0,11.0,19105.0,111625.0,47.0,13.0,33074.0,284673.0,46.0,7.0,88517.0,2888251.0,43.0,7.0,104913.0,6519931.0
Gujarat,Navsari,197.0,20.0,35437.0,172.0,13.0,91812.0,950329.0,117.0,10.0,146018.0,10242802.0,56.0,8.0,343293.0,10817057.0,197.0,17.0,400390.0,19521778.0
Gujarat,Panch Mahals,235.0,32.0,32263.0,202.0,39.0,81863.0,482875.0,181.0,31.0,129831.0,1082462.0,190.0,31.0,320798.0,11216989.0,256.0,29.0,378230.0,21426012.0
Gujarat,Patan,213.0,21.0,41580.0,383.0,13.0,101323.0,753192.0,193.0,14.0,164027.0,1831000.0,204.0,25.0,402483.0,13020736.0,257.0,15.0,475027.0,32134251.0
Gujarat,Porbandar,44.0,9.0,12401.0,69.0,16.0,28860.0,107297.0,56.0,16.0,45383.0,263333.0,55.0,9.0,107378.0,2014366.0,68.0,14.0,126509.0,3626383.0
Gujarat,Rajkot,967.0,70.0,133017.0,792.0,69.0,304415.0,1378378.0,523.0,60.0,469636.0,3592205.0,755.0,62.0,1079736.0,28421800.0,1338.0,69.0,1258350.0,50915295.0
Gujarat,Sabar Kantha,334.0,23.0,45018.0,262.0,19.0,109651.0,614843.0,207.0,18.0,174426.0,1576764.0,371.0,23.0,415319.0,15329908.0,581.0,23.0,486544.0,34698668.0
Gujarat,Surat,2179.0,129.0,489852.0,2390.0,161.0,1180819.0,6419303.0,3520.0,130.0,1772703.0,15766654.0,2000.0,140.0,3919829.0,167108783.0,2713.0,121.0,4569769.0,297365989.0
Gujarat,Surendranagar,144.0,31.0,38223.0,170.0,29.0,95904.0,478906.0,135.0,31.0,154610.0,1128776.0,129.0,29.0,383186.0,8918032.0,178.0,28.0,454008.0,19728392.0
Gujarat,Tapi,82.0,14.0,14231.0,64.0,6.0,39195.0,183846.0,46.0,15.0,65634.0,471040.0,43.0,11.0,163181.0,6371940.0,57.0,13.0,191321.0,12927278.0
Gujarat,Vadodara,1420.0,35.0,205722.0,1042.0,52.0,502520.0,2737728.0,904.0,37.0,763969.0,8689295.0,765.0,41.0,1658232.0,75197044.0,1119.0,43.0,1923948.0,121547274.0
Gujarat,Valsad,313.0,23.0,80138.0,254.0,25.0,209477.0,1213084.0,185.0,28.0,330053.0,3225136.0,143.0,28.0,786811.0,35443705.0,179.0,25.0,919660.0,77250074.0
Haryana,Ambala,595.0,19.0,54127.0,651.0,35.0,136012.0,846268.0,772.0,29.0,215379.0,2422404.0,855.0,28.0,486481.0,24903001.0,818.0,26.0,564748.0,27516404.0
Haryana,Bhiwani,449.0,31.0,57585.0,573.0,35.0,132014.0,767305.0,498.0,37.0,208228.0,1834101.0,782.0,51.0,489622.0,21279145.0,740.0,42.0,575590.0,42270186.0
Haryana,Charkhi Dadri,214.0,23.0,14712.0,254.0,27.0,35788.0,194565.0,152.0,16.0,59348.0,492736.0,117.0,17.0,143804.0,7181237.0,151.0,15.0,168657.0,12919181.0
Haryana,Faridabad,3187.0,80.0,231504.0,3630.0,80.0,634024.0,4550896.0,3107.0,83.0,935992.0,17603559.0,2301.0,76.0,2018956.0,120492885.0,2412.0,96.0,2342026.0,259238494.0
Haryana,Fatehabad,344.0,23.0,48955.0,453.0,31.0,101001.0,648747.0,422.0,26.0,152969.0,1114604.0,605.0,14.0,344515.0,10685615.0,556.0,24.0,401953.0,18197604.0
Haryana,Gurugram,6461.0,107.0,474081.0,6472.0,79.0,1159832.0,10830246.0,5995.0,104.0,1700505.0,43890172.0,4969.0,90.0,3572322.0,322760865.0,5288.0,82.0,4134124.0,698242089.0
Haryana,Hisar,327.0,12.0,113872.0,352.0,18.0,245236.0,1462651.0,324.0,14.0,382469.0,3830063.0,424.0,13.0,846309.0,48191717.0,362.0,19.0,981843.0,67138957.0
Haryana,Jhajjar,611.0,66.0,53121.0,829.0,63.0,139799.0,815855.0,749.0,81.0,230059.0,2838136.0,890.0,61.0,545862.0,28811282.0,757.0,61.0,638613.0,62548754.0
Haryana,Jind,858.0,40.0,51815.0,842.0,61.0,121923.0,718916.0,724.0,64.0,190347.0,1627516.0,960.0,39.0,441504.0,14169155.0,907.0,48.0,515893.0,25387618.0
Haryana,Kaithal,649.0,30.0,41222.0,942.0,36.0,97311.0,601879.0,772.0,38.0,151832.0,1379137.0,836.0,35.0,350582.0,9011539.0,837.0,34.0,409446.0,16094366.0
Haryana,Karnal,1359.0,65.0,73612.0,1554.0,72.0,177042.0,1032850.0,1247.0,62.0,283270.0,3675005.0,1906.0,66.0,638547.0,34914353.0,2008.0,61.0,741880.0,45121344.0
Haryana,Kurukshetra,742.0,26.0,47932.0,845.0,28.0,115295.0,719668.0,846.0,30.0,184817.0,2202584.0,1175.0,27.0,410056.0,20550456.0,1110.0,26.0,474951.0,26661855.0
Haryana,Nuh,483.0,33.0,29541.0,455.0,23.0,92292.0,556874.0,553.0,40.0,176392.0,2252872.0,670.0,22.0,462550.0,41411581.0,595.0,30.0,542539.0,94523184.0
Haryana,Palwal,1075.0,41.0,48774.0,906.0,63.0,141953.0,783636.0,770.0,44.0,233542.0,3795498.0,952.0,58.0,540064.0,42330073.0,860.0,52.0,630556.0,90956114.0
Haryana,Panchkula,336.0,19.0,41867.0,472.0,12.0,105044.0,625696.0,392.0,21.0,160534.0,1746370.0,776.0,13.0,352286.0,11508790.0,651.0,8.0,409382.0,22494316.0
Haryana,Panipat,1503.0,60.0,74739.0,1647.0,61.0,181548.0,1209053.0,1218.0,60.0,293916.0,4298198.0,1851.0,72.0,679052.0,46140236.0,1539.0,63.0,791258.0,55958609.0
Haryana,Rewari,784.0,34.0,85350.0,987.0,53.0,207051.0,1348820.0,971.0,44.0,323001.0,4626749.0,743.0,41.0,728428.0,45909838.0,827.0,32.0,850468.0,98470901.0
Haryana,Rohtak,1468.0,62.0,62452.0,1518.0,69.0,147392.0,843737.0,1461.0,70.0,231317.0,4258276.0,1652.0,62.0,527046.0,38273053.0,1760.0,59.0,612619.0,49294407.0
Haryana,Sirsa,614.0,25.0,70800.0,904.0,34.0,146936.0,912516.0,662.0,20.0,219623.0,1708159.0,1008.0,37.0,499413.0,13679194.0,915.0,36.0,582023.0,29899078.0
Haryana,Sonipat,1119.0,98.0,79638.0,1324.0,82.0,199593.0,1176714.0,917.0,97.0,325111.0,4022703.0,1252.0,76.0,764865.0,55979575.0,1341.0,93.0,892110.0,78062228.0
Haryana,Yamunanagar,853.0,35.0,46198.0,855.0,30.0,111935.0,630430.0,978.0,42.0,178961.0,1536973.0,1407.0,30.0,414986.0,11747087.0,1598.0,37.0,481727.0,24126571.0
Himachal Pradesh,Bilaspur,42.0,4.0,11975.0,52.0,2.0,32537.0,141973.0,25.0,3.0,54024.0,345193.0,47.0,4.0,125771.0,2628940.0,66.0,7.0,147931.0,4767372.0
Himachal Pradesh,Chamba,14.0,4.0,8678.0,8.0,3.0,27481.0,205216.0,20.0,10.0,50169.0,366977.0,22.0,3.0,124457.0,3373563.0,17.0,8.0,147121.0,6281686.0
Himachal Pradesh,Hamirpur,24.0,0.0,15614.0,32.0,3.0,44206.0,208538.0,16.0,2.0,73945.0,722511.0,23.0,1.0,175074.0,3849615.0,32.0,3.0,205849.0,7614677.0
Himachal Pradesh,Kangra,75.0,19.0,39016.0,76.0,23.0,115120.0,470811.0,59.0,15.0,205367.0,1427704.0,131.0,15.0,489369.0,13474917.0,85.0,13.0,574721.0,24194525.0
Himachal Pradesh,Kinnaur,5.0,4.0,2684.0,0.0,2.0,8251.0,47023.0,5.0,3.0,13910.0,125755.0,5.0,2.0,34193.0,869466.0,2.0,2.0,40440.0,1936966.0
Himachal Pradesh,Kullu,35.0,9.0,15318.0,34.0,8.0,43436.0,169024.0,33.0,5.0,74668.0,571811.0,34.0,10.0,170048.0,5997105.0,24.0,7.0,199263.0,11028550.0
Himachal Pradesh,Lahaul And Spiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Himachal Pradesh,Mandi,56.0,11.0,26238.0,57.0,13.0,72963.0,286849.0,42.0,5.0,124971.0,1008044.0,45.0,8.0,296936.0,6449514.0,61.0,11.0,349578.0,10752323.0
Himachal Pradesh,Shimla,82.0,16.0,28214.0,140.0,16.0,80651.0,402953.0,71.0,9.0,139890.0,2766965.0,82.0,15.0,322036.0,28813264.0,68.0,14.0,377256.0,14890151.0
Himachal Pradesh,Sirmaur,56.0,7.0,15880.0,87.0,4.0,47638.0,292230.0,50.0,3.0,77972.0,647665.0,76.0,7.0,187417.0,4878701.0,76.0,8.0,221437.0,10630446.0
Himachal Pradesh,Solan,135.0,12.0,50035.0,174.0,12.0,139300.0,861752.0,125.0,10.0,220293.0,2365261.0,156.0,12.0,501947.0,15268510.0,153.0,12.0,589300.0,33346935.0
Himachal Pradesh,Una,68.0,13.0,13234.0,50.0,13.0,40315.0,274785.0,26.0,4.0,68564.0,565375.0,43.0,6.0,161122.0,5097999.0,68.0,6.0,189642.0,8067481.0
Jammu & Kashmir,Anantnag,98.0,7.0,11556.0,57.0,1.0,30103.0,284476.0,42.0,2.0,39513.0,211869.0,134.0,5.0,97227.0,4545556.0,83.0,1.0,114215.0,13542455.0
Jammu & Kashmir,Baramulla,65.0,7.0,16299.0,67.0,7.0,45150.0,592196.0,63.0,11.0,59123.0,378947.0,116.0,9.0,144514.0,5015384.0,87.0,2.0,169476.0,16476538.0
Jammu & Kashmir,Budgam,110.0,0.0,11594.0,113.0,1.0,34255.0,291202.0,123.0,1.0,44636.0,304012.0,107.0,4.0,107555.0,4218055.0,83.0,5.0,126146.0,12674839.0
Jammu & Kashmir,Doda,31.0,2.0,2648.0,11.0,4.0,9896.0,41374.0,8.0,3.0,14537.0,61607.0,24.0,1.0,43097.0,1471190.0,27.0,1.0,51616.0,5008320.0
Jammu & Kashmir,Ganderbal,36.0,1.0,4117.0,34.0,4.0,11236.0,142768.0,39.0,0.0,14573.0,107223.0,91.0,1.0,35514.0,1503418.0,81.0,0.0,41862.0,4497034.0
Jammu & Kashmir,Jammu,448.0,14.0,45294.0,441.0,25.0,134408.0,565767.0,573.0,25.0,191031.0,1375442.0,588.0,9.0,485903.0,29691344.0,630.0,14.0,563905.0,53851098.0
Jammu & Kashmir,Kathua,64.0,4.0,8039.0,78.0,9.0,25620.0,129685.0,49.0,9.0,37300.0,199203.0,91.0,7.0,100962.0,3296544.0,126.0,9.0,119369.0,10169072.0
Jammu & Kashmir,Kishtwar,11.0,2.0,1298.0,20.0,4.0,4732.0,18740.0,6.0,2.0,7124.0,31766.0,5.0,0.0,19740.0,838856.0,8.0,1.0,23498.0,2788771.0
Jammu & Kashmir,Kulgam,42.0,11.0,5700.0,38.0,4.0,16003.0,123607.0,39.0,6.0,21070.0,129520.0,88.0,0.0,51100.0,1973532.0,82.0,2.0,60317.0,6656499.0
Jammu & Kashmir,Kupwara,39.0,6.0,7254.0,25.0,3.0,25544.0,118028.0,44.0,3.0,36690.0,177521.0,56.0,2.0,95832.0,3878666.0,81.0,3.0,112748.0,12328521.0
Jammu & Kashmir,Poonch,23.0,9.0,2539.0,37.0,2.0,10838.0,4121826.0,26.0,0.0,16495.0,1995425.0,65.0,4.0,46382.0,1527820.0,44.0,5.0,55003.0,5328456.0
Jammu & Kashmir,Pulwama,33.0,12.0,8441.0,38.0,24.0,23230.0,199024.0,53.0,11.0,30796.0,180606.0,53.0,6.0,74016.0,3109897.0,35.0,3.0,86885.0,9211607.0
Jammu & Kashmir,Rajouri,67.0,6.0,5232.0,62.0,11.0,19212.0,92396.0,61.0,13.0,28089.0,155677.0,68.0,10.0,76256.0,2268531.0,92.0,11.0,90494.0,7608716.0
Jammu & Kashmir,Ramban,25.0,4.0,1876.0,41.0,3.0,7125.0,44759.0,31.0,3.0,10267.0,91062.0,59.0,2.0,27571.0,1337711.0,41.0,0.0,32701.0,4544589.0
Jammu & Kashmir,Reasi,41.0,5.0,3583.0,54.0,5.0,11440.0,56602.0,34.0,1.0,16592.0,99098.0,41.0,7.0,44602.0,2181803.0,41.0,7.0,52844.0,7085465.0
Jammu & Kashmir,Samba,52.0,2.0,6534.0,51.0,12.0,21495.0,108063.0,75.0,2.0,31570.0,153004.0,113.0,0.0,85114.0,3240424.0,134.0,6.0,99768.0,10272781.0
Jammu & Kashmir,Shopian,63.0,14.0,2537.0,73.0,14.0,7625.0,32962.0,61.0,8.0,10313.0,45721.0,118.0,4.0,26874.0,1154265.0,62.0,1.0,31858.0,4161332.0
Jammu & Kashmir,Srinagar,362.0,15.0,18233.0,329.0,16.0,52762.0,438813.0,281.0,6.0,70755.0,1478361.0,390.0,13.0,167765.0,13028623.0,196.0,6.0,194780.0,23571777.0
Jammu & Kashmir,Udhampur,45.0,10.0,8457.0,91.0,9.0,25515.0,132494.0,90.0,5.0,35408.0,196807.0,85.0,12.0,94792.0,3901761.0,72.0,4.0,111438.0,11529533.0
Jharkhand,Bokaro,253.0,48.0,101673.0,579.0,73.0,235969.0,3065145.0,723.0,58.0,352220.0,6026938.0,845.0,52.0,766067.0,47758332.0,831.0,54.0,897500.0,104133403.0
Jharkhand,Chatra,180.0,64.0,11805.0,223.0,74.0,38103.0,250490.0,191.0,50.0,67305.0,743254.0,195.0,53.0,175497.0,12209494.0,210.0,60.0,208169.0,31337360.0
Jharkhand,Deoghar,505.0,70.0,35229.0,495.0,71.0,97449.0,470992.0,484.0,70.0,179746.0,1177463.0,527.0,86.0,463198.0,14498861.0,634.0,76.0,546402.0,41328418.0
Jharkhand,Dhanbad,815.0,62.0,130195.0,783.0,46.0,313255.0,3988281.0,1366.0,69.0,479075.0,7925963.0,1665.0,82.0,1056568.0,56277096.0,1946.0,81.0,1234913.0,121667467.0
Jharkhand,Dumka,194.0,63.0,16027.0,312.0,58.0,43171.0,350968.0,265.0,57.0,69852.0,691340.0,255.0,70.0,173744.0,6139841.0,279.0,53.0,206414.0,18046348.0
Jharkhand,East Singhbhum,1213.0,102.0,103016.0,1300.0,85.0,256344.0,1877301.0,1128.0,82.0,398663.0,5052150.0,975.0,85.0,886341.0,64596305.0,945.0,72.0,1032308.0,102898821.0
Jharkhand,Garhwa,135.0,62.0,14981.0,127.0,75.0,49830.0,387037.0,189.0,91.0,87607.0,1001377.0,197.0,87.0,231592.0,15006336.0,159.0,78.0,276477.0,43998475.0
Jharkhand,Giridih,359.0,51.0,45940.0,404.0,129.0,123889.0,1002799.0,360.0,71.0,195939.0,2151452.0,365.0,69.0,477295.0,32238995.0,377.0,93.0,563876.0,77980193.0
Jharkhand,Godda,159.0,52.0,16608.0,216.0,53.0,47481.0,278537.0,181.0,59.0,77305.0,717056.0,291.0,42.0,192482.0,8545841.0,271.0,56.0,228020.0,23101326.0
Jharkhand,Gumla,147.0,136.0,6616.0,173.0,135.0,19367.0,91757.0,161.0,126.0,34702.0,243358.0,189.0,86.0,96678.0,3635928.0,185.0,86.0,116099.0,10687831.0
Jharkhand,Hazaribagh,425.0,77.0,56421.0,436.0,91.0,151904.0,1362498.0,506.0,73.0,248710.0,3325946.0,683.0,84.0,596924.0,44676641.0,678.0,68.0,702582.0,108326598.0
Jharkhand,Jamtara,122.0,19.0,10659.0,152.0,31.0,31881.0,199009.0,150.0,18.0,62283.0,358095.0,115.0,26.0,158873.0,2594379.0,174.0,18.0,188474.0,8073340.0
Jharkhand,Khunti,43.0,56.0,4037.0,73.0,75.0,12464.0,73527.0,66.0,68.0,21442.0,186032.0,91.0,67.0,57273.0,4061760.0,70.0,54.0,68528.0,5932590.0
Jharkhand,Koderma,143.0,28.0,21423.0,150.0,17.0,54059.0,421329.0,135.0,26.0,84331.0,920163.0,190.0,22.0,202708.0,15081369.0,136.0,34.0,239352.0,39212976.0
Jharkhand,Latehar,108.0,33.0,7580.0,81.0,45.0,23885.0,166109.0,90.0,50.0,42321.0,533291.0,115.0,50.0,111783.0,7402592.0,101.0,51.0,133149.0,21381922.0
Jharkhand,Pakur,89.0,23.0,6846.0,180.0,44.0,19057.0,140714.0,76.0,33.0,33331.0,330048.0,119.0,28.0,88874.0,3658163.0,83.0,23.0,105773.0,11217481.0
Jharkhand,Palamu,272.0,89.0,31788.0,326.0,106.0,94917.0,616311.0,448.0,87.0,161215.0,1644221.0,324.0,86.0,412757.0,27884077.0,349.0,98.0,488959.0,74965890.0
Jharkhand,Ramgarh,333.0,19.0,37875.0,412.0,27.0,93606.0,727777.0,280.0,27.0,149467.0,1753727.0,222.0,27.0,350515.0,22232087.0,191.0,37.0,411863.0,53649994.0
Jharkhand,Ranchi,2544.0,152.0,159444.0,1582.0,165.0,386608.0,2896066.0,2568.0,163.0,602664.0,13993535.0,2377.0,154.0,1361772.0,142670448.0,2549.0,133.0,1584765.0,231738024.0
Jharkhand,Sahebganj,204.0,62.0,12479.0,202.0,76.0,34076.0,226932.0,402.0,78.0,56249.0,464764.0,144.0,47.0,146749.0,7731323.0,184.0,55.0,173481.0,21482966.0
Jharkhand,Simdega,41.0,53.0,2983.0,41.0,46.0,9604.0,49853.0,55.0,77.0,17525.0,132036.0,71.0,50.0,50284.0,1942492.0,59.0,37.0,60689.0,5311537.0
Karnataka,Bagalkote,122.0,37.0,63460.0,103.0,35.0,173415.0,948251.0,219.0,37.0,293935.0,3722893.0,299.0,41.0,716409.0,48118257.0,291.0,35.0,841142.0,114978381.0
Karnataka,Ballari,249.0,37.0,103566.0,248.0,30.0,281648.0,1704864.0,569.0,42.0,481004.0,8247512.0,347.0,26.0,1129725.0,99663529.0,417.0,18.0,1324531.0,233231853.0
Karnataka,Bengaluru,10804.0,235.0,2010323.0,9385.0,218.0,5270354.0,73400744.0,7717.0,204.0,8020185.0,477247267.0,7574.0,173.0,16302470.0,3167270722.0,10438.0,206.0,18683361.0,5050987177.0
Karnataka,Bidar,169.0,33.0,58446.0,206.0,43.0,160253.0,1076413.0,203.0,50.0,275072.0,3551899.0,331.0,54.0,657828.0,60591957.0,367.0,41.0,773268.0,139703781.0
Karnataka,Chikkaballapura,167.0,26.0,43074.0,150.0,33.0,137719.0,839716.0,177.0,24.0,250163.0,4138751.0,343.0,29.0,593235.0,51803562.0,296.0,24.0,694505.0,119912947.0
Karnataka,Chikkamagaluru,173.0,15.0,32240.0,204.0,32.0,98090.0,428825.0,314.0,23.0,186487.0,1946203.0,216.0,14.0,459072.0,32290782.0,300.0,32.0,537082.0,79001857.0
Karnataka,Chitradurga,182.0,16.0,41656.0,325.0,20.0,127578.0,651421.0,337.0,26.0,233840.0,2715426.0,367.0,30.0,577276.0,41789913.0,433.0,32.0,680154.0,101149261.0
Karnataka,Dakshina Kannada,124.0,17.0,87491.0,94.0,10.0,254135.0,1384416.0,78.0,12.0,481992.0,10156043.0,81.0,22.0,1159914.0,87620653.0,118.0,11.0,1339128.0,130502498.0
Karnataka,Davanagere,317.0,33.0,68178.0,416.0,31.0,191840.0,1002580.0,397.0,40.0,337445.0,5066311.0,632.0,29.0,802829.0,84738249.0,711.0,20.0,939100.0,143369367.0
Karnataka,Dharwad,485.0,50.0,106877.0,332.0,38.0,287568.0,1549382.0,255.0,35.0,502446.0,11859865.0,451.0,43.0,1121054.0,109740542.0,402.0,44.0,1300731.0,216715902.0
Karnataka,Gadag,376.0,20.0,28575.0,311.0,14.0,82724.0,444806.0,163.0,12.0,147533.0,1836990.0,163.0,22.0,360179.0,24103851.0,204.0,16.0,423575.0,56068692.0
Karnataka,Hassan,278.0,50.0,51642.0,316.0,48.0,169484.0,742798.0,283.0,48.0,318850.0,3557907.0,370.0,63.0,778649.0,60824412.0,484.0,38.0,909593.0,145783908.0
Karnataka,Haveri,311.0,25.0,33262.0,219.0,17.0,100853.0,457871.0,173.0,23.0,184781.0,1715445.0,338.0,16.0,473622.0,29572376.0,422.0,12.0,558788.0,70966365.0
Karnataka,Kodagu,216.0,27.0,14783.0,134.0,24.0,47953.0,199119.0,156.0,33.0,98612.0,1020320.0,126.0,19.0,237585.0,15761781.0,90.0,28.0,276644.0,33759268.0
Karnataka,Kolar,174.0,46.0,60498.0,176.0,30.0,201909.0,1186233.0,217.0,33.0,361750.0,6150070.0,431.0,40.0,847439.0,76935149.0,470.0,55.0,990497.0,174991371.0
Karnataka,Koppal,236.0,15.0,34963.0,463.0,13.0,103151.0,496382.0,351.0,17.0,185866.0,2181124.0,384.0,18.0,464500.0,38945006.0,272.0,26.0,547012.0,92087275.0
Karnataka,Mandya,522.0,44.0,50951.0,494.0,46.0,164533.0,811773.0,415.0,45.0,309136.0,4208672.0,458.0,57.0,727044.0,56744191.0,498.0,45.0,849693.0,133999023.0
