State,District,Theft_2017,Murder_2017,RegisteredUsers_2017,Theft_2018,Murder_2018,RegisteredUsers_2018,TransactionVolume_2018,Theft_2019,Murder_2019,RegisteredUsers_2019,TransactionVolume_2019,Theft_2022,Murder_2022,RegisteredUsers_2022,TransactionVolume_2022,Theft_2023,Murder_2023,RegisteredUsers_2023,TransactionVolume_2023
Karnataka,Mysuru,471.0,22.0,150799.0,439.0,24.0,432208.0,2407444.0,440.0,15.0,764697.0,14613483.0,543.0,26.0,1698270.0,166119678.0,438.0,30.0,1962181.0,334257624.0
Karnataka,Raichur,131.0,42.0,58544.0,253.0,29.0,163836.0,974354.0,257.0,20.0,285797.0,3762500.0,503.0,43.0,686370.0,52432354.0,555.0,45.0,810095.0,126440608.0
Karnataka,Ramanagara,531.0,42.0,47100.0,392.0,58.0,148213.0,994094.0,370.0,49.0,267981.0,5234817.0,554.0,44.0,615896.0,59906009.0,524.0,37.0,717662.0,141129529.0
Karnataka,Shivamogga,391.0,44.0,60797.0,412.0,36.0,174221.0,783377.0,394.0,35.0,324957.0,4277816.0,409.0,31.0,776127.0,77709996.0,399.0,38.0,905800.0,136875152.0
Karnataka,Tumakuru,368.0,44.0,82955.0,509.0,60.0,258398.0,1343920.0,510.0,56.0,488995.0,6878750.0,651.0,79.0,1169009.0,96577876.0,795.0,53.0,1365972.0,225229480.0
Karnataka,Udupi,103.0,12.0,49362.0,122.0,17.0,136628.0,734583.0,163.0,16.0,247646.0,2751629.0,160.0,16.0,596396.0,30934907.0,175.0,12.0,693213.0,65715138.0
Karnataka,Vijayapura,227.0,82.0,68814.0,241.0,66.0,199735.0,1019536.0,340.0,59.0,357428.0,4437346.0,373.0,59.0,865920.0,61415944.0,381.0,59.0,1016964.0,147829185.0
Kerala,Ernakulam,565.0,28.0,159188.0,580.0,28.0,409812.0,2655411.0,499.0,52.0,716945.0,10430390.0,564.0,34.0,1760620.0,135787989.0,920.0,47.0,2040327.0,131929073.0
Kerala,Idukki,160.0,20.0,21318.0,166.0,18.0,63188.0,286416.0,127.0,17.0,122253.0,787754.0,141.0,32.0,334683.0,9378820.0,116.0,20.0,391882.0,18179356.0
Kerala,Kannur,91.0,20.0,54093.0,139.0,18.0,143289.0,598437.0,139.0,7.0,282719.0,1744170.0,111.0,10.0,769407.0,22290886.0,129.0,14.0,889736.0,45513035.0
Kerala,Kasaragod,431.0,11.0,20008.0,164.0,11.0,59697.0,257262.0,150.0,9.0,121264.0,695233.0,113.0,7.0,352199.0,10939231.0,102.0,12.0,407396.0,22704806.0
Kerala,Kollam,257.0,32.0,41946.0,225.0,42.0,125697.0,539889.0,230.0,38.0,265751.0,1613460.0,305.0,32.0,756282.0,24774242.0,457.0,37.0,881620.0,39431207.0
Kerala,Kottayam,147.0,10.0,43142.0,180.0,15.0,121975.0,664964.0,157.0,21.0,229263.0,1798116.0,189.0,18.0,611048.0,20940208.0,210.0,27.0,712753.0,29094352.0
Kerala,Kozhikode,384.0,12.0,83422.0,326.0,19.0,212403.0,1336746.0,351.0,21.0,404139.0,3086046.0,519.0,19.0,1063764.0,41509573.0,467.0,14.0,1225291.0,75740194.0
Kerala,Malappuram,191.0,18.0,86063.0,232.0,18.0,206857.0,1278235.0,198.0,12.0,387405.0,2827780.0,202.0,23.0,1043945.0,45883395.0,288.0,24.0,1204103.0,69626870.0
Kerala,Palakkad,199.0,27.0,51507.0,232.0,19.0,145211.0,747756.0,231.0,19.0,277861.0,1825044.0,192.0,38.0,747944.0,22236573.0,252.0,21.0,869821.0,37233827.0
Kerala,Pathanamthitta,112.0,30.0,18890.0,91.0,16.0,60107.0,252182.0,101.0,14.0,118197.0,659576.0,129.0,9.0,327848.0,9088490.0,129.0,18.0,382391.0,15403558.0
Kerala,Thiruvananthapuram,545.0,40.0,81846.0,545.0,36.0,239634.0,1231012.0,439.0,47.0,466301.0,4497503.0,598.0,54.0,1196164.0,40754097.0,565.0,39.0,1385762.0,70571087.0
Kerala,Thrissur,360.0,34.0,67247.0,337.0,26.0,184516.0,978551.0,370.0,28.0,349437.0,3401956.0,162.0,17.0,927648.0,38220324.0,541.0,37.0,1077037.0,43666848.0
Kerala,Wayanad,65.0,4.0,16239.0,63.0,12.0,49356.0,211736.0,58.0,9.0,101733.0,641636.0,94.0,10.0,281511.0,12527774.0,73.0,15.0,327109.0,23303524.0
Ladakh,Kargil,0.0,0.0,1529.0,0.0,0.0,5758.0,19807.0,0.0,0.0,9711.0,44271.0,13.0,2.0,25409.0,836408.0,7.0,0.0,30130.0,2471842.0
Lakshadweep,Lakshadweep,18.0,0.0,501.0,8.0,1.0,1416.0,6255.0,19.0,0.0,2772.0,12276.0,14.0,0.0,7267.0,66354.0,20.0,0.0,8578.0,171674.0
Madhya Pradesh,Agar Malwa,123.0,9.0,12058.0,93.0,7.0,33425.0,301408.0,118.0,11.0,56419.0,750615.0,165.0,8.0,154686.0,10592400.0,122.0,10.0,184770.0,28817794.0
Madhya Pradesh,Alirajpur,170.0,47.0,3746.0,149.0,42.0,13122.0,54794.0,193.0,49.0,24827.0,168908.0,111.0,60.0,75360.0,3093668.0,126.0,46.0,90150.0,9132254.0
Madhya Pradesh,Anuppur,127.0,23.0,18656.0,94.0,29.0,49988.0,429898.0,132.0,34.0,76969.0,1132323.0,314.0,29.0,183119.0,10155494.0,228.0,22.0,216384.0,24999555.0
Madhya Pradesh,Balaghat,235.0,43.0,38064.0,178.0,37.0,108073.0,788378.0,254.0,40.0,179810.0,2358016.0,270.0,37.0,452700.0,26575562.0,160.0,38.0,535642.0,57138268.0
Madhya Pradesh,Barwani,288.0,27.0,15811.0,234.0,41.0,46138.0,245109.0,213.0,38.0,82596.0,664358.0,204.0,37.0,224144.0,13819538.0,241.0,31.0,265627.0,37564704.0
Madhya Pradesh,Betul,163.0,57.0,49045.0,193.0,45.0,122961.0,869963.0,191.0,38.0,193348.0,2324054.0,253.0,66.0,459626.0,24337288.0,245.0,44.0,543553.0,54260212.0
Madhya Pradesh,Bhind,363.0,42.0,34085.0,451.0,28.0,94313.0,646238.0,346.0,47.0,159089.0,1542081.0,303.0,40.0,401533.0,14970847.0,330.0,35.0,476833.0,39631642.0
Madhya Pradesh,Bhopal,5979.0,66.0,307312.0,6868.0,71.0,670417.0,11191158.0,5906.0,65.0,1003288.0,53685831.0,5693.0,68.0,2101098.0,692187853.0,7417.0,54.0,2436143.0,434584886.0
Madhya Pradesh,Burhanpur,89.0,11.0,16077.0,75.0,18.0,42152.0,236017.0,83.0,19.0,70827.0,593103.0,162.0,14.0,187246.0,10930193.0,145.0,21.0,220692.0,27873418.0
Madhya Pradesh,Chhatarpur,204.0,47.0,36004.0,288.0,39.0,95345.0,575557.0,318.0,43.0,164422.0,1482113.0,427.0,40.0,418638.0,18392818.0,378.0,46.0,498497.0,49876915.0
Madhya Pradesh,Chhindwara,442.0,56.0,65005.0,370.0,70.0,168633.0,1133742.0,306.0,60.0,268008.0,3356534.0,286.0,49.0,642022.0,431749706.0,326.0,46.0,756689.0,84985007.0
Madhya Pradesh,Damoh,188.0,36.0,24961.0,127.0,39.0,62435.0,423456.0,141.0,35.0,98583.0,981021.0,152.0,29.0,244449.0,11182405.0,186.0,24.0,289793.0,27102286.0
Madhya Pradesh,Datia,101.0,30.0,16322.0,80.0,27.0,46221.0,316312.0,130.0,20.0,71709.0,748567.0,229.0,23.0,173988.0,7700489.0,227.0,19.0,206618.0,21166677.0
Madhya Pradesh,Dewas,579.0,28.0,62902.0,537.0,34.0,155786.0,1322690.0,580.0,28.0,245317.0,3861153.0,578.0,24.0,579697.0,41377783.0,632.0,25.0,683061.0,97422578.0
Madhya Pradesh,Dhar,844.0,78.0,63440.0,809.0,60.0,166663.0,1383783.0,841.0,55.0,270891.0,3755262.0,1032.0,71.0,679569.0,47363988.0,875.0,60.0,802038.0,117217399.0
Madhya Pradesh,Dindori,54.0,22.0,6114.0,44.0,17.0,22197.0,168374.0,52.0,22.0,39433.0,568598.0,66.0,20.0,108680.0,5086173.0,60.0,30.0,129907.0,13278266.0
Madhya Pradesh,East Nimar,295.0,24.0,29308.0,242.0,23.0,75806.0,499265.0,250.0,25.0,125273.0,1341466.0,301.0,30.0,325222.0,19937270.0,294.0,24.0,385461.0,51125927.0
Madhya Pradesh,Guna,631.0,39.0,36829.0,519.0,32.0,98816.0,830916.0,526.0,37.0,169946.0,1863591.0,258.0,43.0,423812.0,22361304.0,387.0,33.0,502899.0,54251428.0
Madhya Pradesh,Gwalior,2349.0,66.0,142453.0,2081.0,77.0,331504.0,2465435.0,1726.0,63.0,506221.0,7062163.0,1844.0,64.0,1123707.0,74428015.0,1856.0,80.0,1307564.0,162384780.0
Madhya Pradesh,Harda,188.0,20.0,18120.0,133.0,14.0,43995.0,295606.0,149.0,14.0,67392.0,693961.0,106.0,14.0,161225.0,8418620.0,107.0,18.0,191120.0,21230381.0
Madhya Pradesh,Indore,4799.0,96.0,366977.0,4814.0,80.0,844465.0,7351742.0,4678.0,82.0,1287857.0,41810409.0,5438.0,106.0,2780295.0,475353403.0,6484.0,80.0,3217251.0,612997987.0
Madhya Pradesh,Jabalpur,2697.0,93.0,115953.0,2772.0,73.0,295042.0,2284848.0,2144.0,74.0,462069.0,8819438.0,3356.0,88.0,1025803.0,66036233.0,4770.0,80.0,1193636.0,124061388.0
Madhya Pradesh,Jhabua,251.0,21.0,9632.0,234.0,30.0,29064.0,143147.0,198.0,25.0,52803.0,410252.0,196.0,35.0,162127.0,8008003.0,182.0,23.0,192970.0,22637979.0
Madhya Pradesh,Katni,291.0,37.0,28098.0,260.0,36.0,79580.0,481487.0,198.0,21.0,131655.0,1476834.0,281.0,26.0,317477.0,15816262.0,238.0,35.0,375380.0,39633068.0
Madhya Pradesh,Mandla,82.0,25.0,13593.0,72.0,31.0,44325.0,218803.0,52.0,29.0,77954.0,770557.0,318.0,25.0,202648.0,8945679.0,169.0,33.0,241085.0,22959557.0
Madhya Pradesh,Mandsaur,357.0,34.0,42041.0,394.0,21.0,112086.0,691107.0,443.0,16.0,183327.0,2033884.0,459.0,22.0,463718.0,23939178.0,341.0,15.0,548440.0,63427383.0
Madhya Pradesh,Morena,670.0,41.0,42153.0,568.0,44.0,113900.0,744321.0,553.0,45.0,187857.0,1692719.0,616.0,45.0,479647.0,20610551.0,537.0,43.0,567218.0,56205339.0
Madhya Pradesh,Narmadapuram,312.0,38.0,50658.0,325.0,46.0,123858.0,823532.0,381.0,36.0,190416.0,3040016.0,299.0,35.0,447376.0,23409033.0,278.0,44.0,525637.0,55403203.0
Madhya Pradesh,Narsimhapur,197.0,30.0,38027.0,158.0,34.0,95833.0,975480.0,125.0,31.0,148190.0,1783574.0,171.0,30.0,343846.0,15605392.0,140.0,32.0,406477.0,38047220.0
Madhya Pradesh,Neemuch,221.0,10.0,27995.0,145.0,8.0,72918.0,450932.0,169.0,8.0,118143.0,1375591.0,224.0,11.0,294613.0,14568295.0,182.0,13.0,347544.0,39043845.0
Madhya Pradesh,Niwari,0.0,0.0,6771.0,0.0,0.0,19076.0,124049.0,45.0,15.0,31223.0,313040.0,58.0,9.0,79831.0,3493518.0,42.0,16.0,95153.0,9786936.0
Madhya Pradesh,Panna,75.0,18.0,13874.0,58.0,18.0,38426.0,260660.0,88.0,24.0,64176.0,684874.0,127.0,19.0,163536.0,7694585.0,177.0,19.0,196347.0,20892943.0
Madhya Pradesh,Raisen,294.0,38.0,47344.0,165.0,35.0,117214.0,1026636.0,322.0,33.0,184402.0,2939309.0,557.0,42.0,443050.0,26754596.0,372.0,54.0,525370.0,63444536.0
Madhya Pradesh,Rajgarh,359.0,22.0,39336.0,340.0,14.0,106743.0,934055.0,392.0,18.0,174122.0,2588997.0,245.0,25.0,454742.0,30175027.0,302.0,23.0,542046.0,71333738.0
Madhya Pradesh,Ratlam,357.0,31.0,49298.0,356.0,28.0,127023.0,893280.0,448.0,25.0,204718.0,2514738.0,523.0,32.0,507397.0,26500132.0,513.0,33.0,598584.0,68399659.0
Madhya Pradesh,Rewa,810.0,58.0,73336.0,719.0,55.0,188803.0,1664538.0,1163.0,51.0,285832.0,3681248.0,1299.0,65.0,651354.0,34079981.0,1041.0,53.0,764984.0,83278588.0
Madhya Pradesh,Sagar,546.0,65.0,72857.0,454.0,75.0,194467.0,1850451.0,424.0,79.0,299753.0,3838446.0,520.0,82.0,699722.0,32038485.0,526.0,59.0,824727.0,78789505.0
Madhya Pradesh,Satna,497.0,63.0,59252.0,515.0,71.0,160954.0,1231403.0,516.0,42.0,253988.0,3089434.0,461.0,60.0,596769.0,29427539.0,429.0,48.0,703168.0,74356954.0
Madhya Pradesh,Sehore,586.0,21.0,61158.0,514.0,34.0,149925.0,2148576.0,490.0,17.0,228553.0,5456094.0,491.0,27.0,526495.0,34778742.0,430.0,25.0,622467.0,80768034.0
Madhya Pradesh,Seoni,180.0,29.0,29095.0,158.0,40.0,82398.0,633458.0,138.0,18.0,133334.0,1664777.0,261.0,30.0,329353.0,18450786.0,218.0,33.0,390981.0,45793911.0
Madhya Pradesh,Shahdol,243.0,35.0,26509.0,191.0,35.0,71433.0,524799.0,259.0,41.0,112022.0,1506744.0,477.0,44.0,267723.0,23048669.0,470.0,49.0,315322.0,41991763.0
Madhya Pradesh,Shajapur,259.0,23.0,29995.0,163.0,10.0,76924.0,676942.0,251.0,13.0,124615.0,1747681.0,259.0,19.0,311369.0,19545094.0,204.0,11.0,369603.0,45857727.0
Madhya Pradesh,Sheopur,67.0,13.0,9808.0,62.0,6.0,27456.0,170298.0,84.0,8.0,46567.0,424157.0,143.0,12.0,122856.0,5501646.0,122.0,11.0,146405.0,15266335.0
Madhya Pradesh,Shivpuri,295.0,34.0,25449.0,292.0,35.0,73259.0,798099.0,275.0,54.0,134692.0,1760030.0,468.0,63.0,368571.0,19794523.0,408.0,47.0,440062.0,53631617.0
Madhya Pradesh,Sidhi,303.0,26.0,20030.0,232.0,25.0,55922.0,425703.0,202.0,26.0,90719.0,1127984.0,218.0,22.0,226795.0,12479321.0,159.0,22.0,269357.0,33222245.0
Madhya Pradesh,Singrauli,184.0,44.0,45254.0,138.0,40.0,107427.0,1057512.0,178.0,44.0,156321.0,2854495.0,408.0,56.0,362658.0,24784296.0,419.0,51.0,428919.0,63215613.0
Madhya Pradesh,Tikamgarh,246.0,18.0,15917.0,181.0,30.0,44716.0,336922.0,126.0,21.0,75937.0,791363.0,171.0,26.0,203615.0,10353664.0,157.0,18.0,243252.0,25815206.0
Madhya Pradesh,Ujjain,1151.0,52.0,84441.0,1092.0,51.0,214818.0,1599204.0,1240.0,45.0,349476.0,4746774.0,1191.0,35.0,832451.0,54801802.0,1021.0,39.0,978177.0,136307150.0
Madhya Pradesh,Umaria,79.0,16.0,11572.0,57.0,18.0,31962.0,240603.0,64.0,20.0,51076.0,698947.0,133.0,19.0,125957.0,6859585.0,129.0,19.0,149790.0,17124133.0
Madhya Pradesh,Vidisha,529.0,39.0,43378.0,478.0,40.0,112602.0,1105908.0,473.0,31.0,184757.0,2646555.0,316.0,41.0,449990.0,22503420.0,372.0,39.0,535477.0,51949953.0
Madhya Pradesh,West Nimar,455.0,48.0,40995.0,441.0,45.0,109408.0,754674.0,479.0,39.0,180658.0,1985320.0,482.0,42.0,460046.0,27737306.0,367.0,35.0,544387.0,69894470.0
Maharashtra,Ahilyanagar,1791.0,86.0,197473.0,2203.0,77.0,532651.0,3124695.0,2938.0,77.0,905962.0,10582322.0,4043.0,94.0,2119506.0,170777454.0,4347.0,105.0,2477859.0,375596530.0
Maharashtra,Akola,604.0,38.0,56295.0,573.0,33.0,144784.0,741208.0,592.0,36.0,239492.0,2137855.0,789.0,37.0,577226.0,33918760.0,835.0,42.0,677646.0,76719259.0
Maharashtra,Amravati,1750.0,61.0,100458.0,1744.0,76.0,260174.0,1432258.0,1743.0,71.0,452583.0,6286394.0,2212.0,87.0,1056858.0,67061885.0,2226.0,80.0,1239220.0,138375965.0
Maharashtra,Beed,763.0,56.0,75552.0,688.0,48.0,207350.0,1094597.0,690.0,54.0,352440.0,3236864.0,1169.0,60.0,870961.0,61726048.0,1509.0,64.0,1026063.0,145931156.0
Maharashtra,Bhandara,375.0,14.0,38732.0,383.0,15.0,103514.0,657780.0,449.0,25.0,165915.0,1647150.0,586.0,34.0,386568.0,16911639.0,658.0,25.0,455693.0,36565336.0
Maharashtra,Buldhana,701.0,44.0,84962.0,792.0,45.0,218739.0,1431965.0,896.0,33.0,353711.0,3813808.0,1240.0,50.0,852571.0,56295339.0,1228.0,37.0,1007060.0,124901015.0
Maharashtra,Chandrapur,587.0,32.0,67034.0,699.0,30.0,178696.0,1028185.0,764.0,33.0,291058.0,2610994.0,1005.0,55.0,693485.0,39923085.0,879.0,31.0,816312.0,90724553.0
Maharashtra,Chhatrapati Sambhajinagar,2702.0,75.0,266324.0,7505.0,76.0,644687.0,4267013.0,7185.0,72.0,1046306.0,20173098.0,6023.0,89.0,2300283.0,230600691.0,6948.0,72.0,2679421.0,455091665.0
Maharashtra,Dharashiv,449.0,48.0,51994.0,485.0,41.0,145109.0,911800.0,584.0,41.0,245431.0,2730318.0,699.0,37.0,580445.0,46315296.0,692.0,30.0,682522.0,106570369.0
Maharashtra,Dhule,526.0,41.0,63040.0,600.0,26.0,166252.0,946048.0,662.0,27.0,263999.0,2580240.0,715.0,39.0,631067.0,40075236.0,633.0,36.0,741512.0,90488361.0
Maharashtra,Gadchiroli,104.0,37.0,20462.0,118.0,40.0,57518.0,392997.0,138.0,39.0,93237.0,1027498.0,278.0,39.0,226894.0,11755716.0,243.0,35.0,269078.0,27923200.0
Maharashtra,Gondia,372.0,28.0,37761.0,389.0,25.0,98644.0,687976.0,343.0,37.0,154128.0,1532670.0,411.0,20.0,359604.0,16737183.0,405.0,28.0,422621.0,38903217.0
Maharashtra,Hingoli,212.0,30.0,27545.0,236.0,27.0,72615.0,474581.0,318.0,26.0,119554.0,1140774.0,356.0,25.0,301638.0,17148817.0,391.0,28.0,357576.0,43599427.0
Maharashtra,Jalgaon,984.0,53.0,156359.0,1177.0,65.0,383547.0,2264291.0,1249.0,61.0,605036.0,6064767.0,2057.0,73.0,1410012.0,84041323.0,2053.0,66.0,1655767.0,187527374.0
Maharashtra,Jalna,670.0,44.0,60373.0,823.0,43.0,156361.0,1028449.0,982.0,38.0,273333.0,3123448.0,1460.0,51.0,668316.0,45682145.0,1488.0,51.0,789850.0,107697979.0
Maharashtra,Kolhapur,958.0,43.0,172528.0,1092.0,56.0,454858.0,2364062.0,1015.0,49.0,738677.0,6835720.0,1779.0,51.0,1639701.0,91802940.0,2048.0,52.0,1904855.0,160995826.0
Maharashtra,Latur,566.0,44.0,101698.0,597.0,36.0,250662.0,1657220.0,616.0,58.0,398366.0,4323424.0,840.0,39.0,927949.0,71920550.0,905.0,43.0,1085739.0,170997139.0
Maharashtra,Mumbai,34211.0,131.0,233538.0,47202.0,172.0,670094.0,16099736.0,40168.0,176.0,1054509.0,42453186.0,30465.0,141.0,2276888.0,187145085.0,24377.0,132.0,2634732.0,217521824.0
Maharashtra,Nagpur,10135.0,130.0,280007.0,7319.0,108.0,765612.0,4485636.0,6541.0,139.0,1251510.0,21995879.0,5114.0,109.0,2775157.0,251375560.0,6414.0,139.0,3225345.0,415620937.0
Maharashtra,Nanded,796.0,59.0,99716.0,573.0,56.0,252342.0,1517981.0,898.0,55.0,412138.0,4291979.0,1273.0,82.0,996734.0,73086335.0,1293.0,64.0,1174088.0,176783037.0
Maharashtra,Nandurbar,289.0,35.0,27766.0,300.0,28.0,77352.0,408298.0,334.0,29.0,128739.0,1072917.0,448.0,32.0,324445.0,17607618.0,352.0,21.0,381655.0,41630628.0
Maharashtra,Palghar,1024.0,74.0,172502.0,1443.0,72.0,521918.0,2587181.0,1356.0,72.0,848560.0,9471995.0,409.0,31.0,1957628.0,82382036.0,356.0,35.0,2286819.0,175568349.0
Maharashtra,Parbhani,475.0,34.0,57487.0,537.0,40.0,138597.0,805567.0,596.0,31.0,225598.0,2183551.0,849.0,49.0,547272.0,43842095.0,905.0,28.0,644981.0,86595566.0
Maharashtra,Pune,11303.0,232.0,1211643.0,11431.0,262.0,3038402.0,27971449.0,9995.0,246.0,4802397.0,226916267.0,9747.0,295.0,10037022.0,1994176959.0,9761.0,274.0,11546171.0,2359478547.0
Maharashtra,Raigad,462.0,16.0,173015.0,481.0,42.0,509108.0,2577761.0,489.0,21.0,830643.0,9789564.0,473.0,38.0,1871153.0,110132103.0,473.0,26.0,2171470.0,233950177.0
Maharashtra,Ratnagiri,402.0,12.0,32596.0,442.0,21.0,103057.0,458786.0,356.0,14.0,181890.0,1351051.0,249.0,16.0,440075.0,13407782.0,281.0,18.0,514722.0,23791349.0
Maharashtra,Sangli,983.0,43.0,108867.0,1510.0,70.0,291314.0,1562222.0,1463.0,59.0,482269.0,4314648.0,1953.0,56.0,1112360.0,65794581.0,1564.0,69.0,1297851.0,134154768.0
Maharashtra,Satara,1101.0,47.0,116303.0,1258.0,51.0,332953.0,1832022.0,1218.0,56.0,569983.0,5968339.0,1304.0,40.0,1317832.0,81725567.0,1287.0,45.0,1537317.0,171934940.0
Maharashtra,Sindhudurg,190.0,8.0,19427.0,242.0,9.0,58911.0,287249.0,226.0,8.0,102279.0,794236.0,161.0,4.0,249054.0,6226028.0,182.0,14.0,292412.0,12341254.0
Maharashtra,Solapur,2020.0,78.0,190033.0,2337.0,88.0,505662.0,3332736.0,2507.0,82.0,821512.0,10132935.0,2771.0,69.0,1892509.0,170171073.0,2415.0,73.0,2209975.0,378995353.0
Maharashtra,Thane,4030.0,155.0,631864.0,4176.0,142.0,1834051.0,9826284.0,3578.0,123.0,2878073.0,39183188.0,5523.0,158.0,6314618.0,320019880.0,4959.0,157.0,7314981.0,660756158.0
Maharashtra,Wardha,603.0,32.0,46502.0,625.0,35.0,120193.0,753910.0,612.0,41.0,193238.0,2007828.0,561.0,44.0,444462.0,21586961.0,675.0,27.0,521047.0,46823061.0
Maharashtra,Washim,340.0,27.0,29299.0,369.0,22.0,78091.0,422432.0,337.0,31.0,129675.0,1237632.0,504.0,17.0,324314.0,194858079.0,474.0,25.0,383642.0,45471873.0
Maharashtra,Yavatmal,1077.0,54.0,57137.0,932.0,55.0,155775.0,853961.0,922.0,58.0,264447.0,2274310.0,1284.0,78.0,666609.0,39355970.0,1251.0,78.0,787805.0,91793928.0
Manipur,Bankura,62.0,8.0,2371.0,29.0,3.0,8537.0,51040.0,22.0,3.0,15333.0,92653.0,49.0,3.0,44031.0,522737.0,555.0,24.0,52163.0,549659.0
Manipur,Chandel,9.0,7.0,452.0,5.0,4.0,1691.0,9515.0,2.0,1.0,3471.0,31407.0,13.0,2.0,10406.0,180497.0,17.0,0.0,12511.0,146480.0
Manipur,Churachandpur,13.0,7.0,1524.0,12.0,5.0,6138.0,34663.0,28.0,4.0,12420.0,83264.0,62.0,9.0,38361.0,603490.0,325.0,18.0,45497.0,496084.0
Manipur,Imphal East,224.0,8.0,6759.0,291.0,4.0,21136.0,179146.0,271.0,7.0,36105.0,302223.0,309.0,8.0,98499.0,1450963.0,416.0,37.0,115869.0,1654636.0
Manipur,Imphal West,332.0,12.0,11304.0,393.0,13.0,33668.0,201889.0,431.0,14.0,57485.0,409384.0,649.0,5.0,151777.0,18591087.0,760.0,21.0,178251.0,2401131.0
Manipur,Jiribam,0.0,0.0,460.0,0.0,0.0,1759.0,13418.0,6.0,2.0,3051.0,26869.0,6.0,1.0,8381.0,149049.0,7.0,1.0,10008.0,259301.0
Manipur,Kakching,0.0,0.0,915.0,0.0,0.0,3850.0,16599.0,15.0,1.0,7075.0,37365.0,49.0,3.0,20700.0,411473.0,94.0,14.0,24577.0,166741.0
Manipur,Kamjong,0.0,0.0,108.0,0.0,0.0,382.0,1863.0,0.0,0.0,755.0,5123.0,1.0,0.0,2411.0,44505.0,1.0,1.0,3009.0,29438.0
Manipur,Kangpokpi,0.0,0.0,1439.0,0.0,0.0,5212.0,33404.0,8.0,3.0,10241.0,84806.0,10.0,3.0,30917.0,580844.0,54.0,18.0,36739.0,510715.0
Manipur,Noney,0.0,0.0,216.0,0.0,0.0,919.0,5931.0,1.0,5.0,1787.0,17826.0,1.0,1.0,5349.0,96796.0,4.0,3.0,6533.0,85338.0
Manipur,Pherzawl,0.0,0.0,24.0,0.0,0.0,98.0,173.0,0.0,1.0,245.0,1322.0,0.0,0.0,1020.0,13004.0,6.0,0.0,1326.0,18089.0
Manipur,Senapati,9.0,6.0,85.0,5.0,3.0,451.0,5901.0,2.0,2.0,922.0,21163.0,2.0,1.0,2658.0,195453.0,2.0,1.0,3259.0,223839.0
Manipur,Tamenglong,5.0,3.0,550.0,2.0,7.0,2148.0,10416.0,2.0,2.0,4169.0,34029.0,2.0,0.0,12843.0,202033.0,1.0,0.0,15465.0,204558.0
Manipur,Tengnoupal,0.0,0.0,352.0,0.0,0.0,1641.0,11670.0,2.0,3.0,3179.0,29476.0,6.0,1.0,9712.0,177962.0,50.0,4.0,11618.0,170741.0
Manipur,Thoubal,118.0,3.0,2764.0,156.0,9.0,9529.0,73193.0,80.0,5.0,16244.0,102905.0,105.0,8.0,46248.0,789959.0,99.0,6.0,54656.0,735115.0
Manipur,Ukhrul,8.0,9.0,602.0,4.0,4.0,2368.0,12337.0,7.0,3.0,4892.0,37371.0,4.0,2.0,15024.0,190871.0,3.0,2.0,18087.0,191467.0
Meghalaya,Ri Bhoi,76.0,9.0,0.0,77.0,9.0,0.0,0.0,104.0,9.0,0.0,0.0,137.0,10.0,0.0,0.0,122.0,9.0,0.0,0.0
Mizoram,Aizawl,498.0,8.0,4550.0,334.0,7.0,13422.0,84386.0,730.0,8.0,25253.0,209193.0,1028.0,14.0,71979.0,1449874.0,756.0,10.0,84499.0,2562145.0
Mizoram,Champhai,45.0,2.0,358.0,38.0,5.0,1179.0,4112.0,12.0,2.0,2448.0,12310.0,23.0,2.0,8148.0,117844.0,45.0,1.0,9876.0,246471.0
Mizoram,Hnahthial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0
Mizoram,Khawzawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0
Mizoram,Kolasib,159.0,1.0,486.0,174.0,2.0,1730.0,10881.0,143.0,4.0,3360.0,28695.0,128.0,5.0,10051.0,187238.0,93.0,1.0,12085.0,507007.0
Mizoram,Lawngtlai,17.0,0.0,474.0,0.0,4.0,1648.0,4934.0,16.0,2.0,3996.0,22417.0,30.0,3.0,13917.0,221012.0,23.0,3.0,16779.0,462142.0
Mizoram,Lunglei,90.0,3.0,879.0,77.0,1.0,2910.0,15918.0,77.0,0.0,5778.0,45660.0,70.0,2.0,17393.0,323091.0,50.0,1.0,20891.0,581641.0
Mizoram,Mamit,52.0,4.0,316.0,44.0,5.0,1096.0,9361.0,36.0,4.0,2379.0,25211.0,59.0,1.0,7399.0,139277.0,42.0,2.0,9085.0,323998.0
Mizoram,Saiha,54.0,1.0,231.0,32.0,2.0,638.0,3687.0,23.0,2.0,1293.0,9665.0,34.0,0.0,4081.0,65240.0,40.0,3.0,4916.0,164142.0
Mizoram,Saitual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
Mizoram,Serchhip,16.0,2.0,299.0,22.0,1.0,1047.0,6891.0,20.0,0.0,1992.0,16159.0,56.0,1.0,5783.0,98130.0,86.0,2.0,6995.0,225120.0
