State,District,Theft_2017,Murder_2017,Cruelty_2017,Theft_2018,Murder_2018,Cruelty_2018,Theft_2019,Murder_2019,Cruelty_2019,Theft_2022,Murder_2022,Cruelty_2022,Theft_2023,Murder_2023,Cruelty_2023
Chhattisgarh,Rajnandgaon,283.0,41.0,27.0,360.0,40.0,27.0,368.0,20.0,35.0,276.0,32.0,21.0,215.0,21.0,23.0
Chhattisgarh,Sakti,,,,,,,,,,178.0,21.0,38.0,96.0,20.0,21.0
Chhattisgarh,Sarangarh-Bilaigarh,,,,,,,,,,112.0,19.0,29.0,110.0,25.0,8.0
Chhattisgarh,Sarguja,246.0,60.0,12.0,171.0,46.0,9.0,221.0,44.0,42.0,413.0,48.0,44.0,349.0,58.0,44.0
Chhattisgarh,Sukma,6.0,34.0,1.0,12.0,42.0,2.0,8.0,36.0,3.0,16.0,19.0,2.0,12.0,21.0,0.0
Chhattisgarh,Surajpur,102.0,36.0,22.0,84.0,43.0,7.0,85.0,47.0,29.0,158.0,48.0,38.0,170.0,59.0,16.0
D&N Haveli,D&N Haveli,38.0,3.0,4.0,23.0,7.0,1.0,23.0,7.0,3.0,,,,,,
D&N Haveli and Daman & Diu,D&N Haveli,,,,,,,,,,235.0,10.0,3.0,100.0,15.0,2.0
D&N Haveli and Daman & Diu,Daman,,,,,,,,,,26.0,6.0,6.0,26.0,5.0,0.0
D&N Haveli and Daman & Diu,Diu,,,,,,,,,,8.0,0.0,1.0,3.0,0.0,0.0
Daman & Diu,Daman,48.0,5.0,4.0,48.0,5.0,2.0,53.0,6.0,2.0,,,,,,
Daman & Diu,Diu,11.0,1.0,1.0,1.0,0.0,2.0,11.0,0.0,2.0,,,,,,
Delhi,Central,,,,,,,,,,9370.0,22.0,156.0,9697.0,31.0,159.0
Delhi,Crime Branch,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0
Delhi,Dwarka,,,,,,,,,,16581.0,30.0,418.0,17856.0,40.0,489.0
Delhi,EOW,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,East,,,,,,,,,,14828.0,36.0,351.0,15169.0,24.0,227.0
Delhi,IGI Airport,,,,,,,,,,282.0,0.0,0.0,319.0,0.0,0.0
Delhi,Metro,,,,,,,,,,3729.0,1.0,1.0,5826.0,0.0,0.0
Delhi,New Delhi,,,,,,,,,,1350.0,7.0,20.0,1436.0,4.0,17.0
Delhi,North,,,,,,,,,,14023.0,37.0,282.0,18450.0,33.0,193.0
Delhi,North-East,,,,,,,,,,19364.0,44.0,438.0,19610.0,42.0,409.0
Delhi,North-West,,,,,,,,,,18480.0,44.0,243.0,21436.0,32.0,324.0
Delhi,Outer,,,,,,,,,,15120.0,33.0,360.0,14716.0,45.0,326.0
Delhi,Outer North,,,,,,,,,,9044.0,57.0,277.0,10129.0,58.0,240.0
Delhi,RAILWAY,,,,,,,,,,3089.0,7.0,0.0,4813.0,3.0,0.0
Delhi,Rohini,,,,,,,,,,12058.0,43.0,440.0,13042.0,25.0,290.0
Delhi,SPUWAC,,,,,,,,,,0.0,0.0,48.0,0.0,0.0,111.0
Delhi,Shahdara,,,,,,,,,,11122.0,16.0,356.0,9968.0,21.0,267.0
Delhi,South,,,,,,,,,,15243.0,40.0,539.0,17800.0,36.0,339.0
Delhi,South-East,,,,,,,,,,17144.0,43.0,354.0,19591.0,51.0,339.0
Delhi,South-West,,,,,,,,,,7461.0,18.0,226.0,7594.0,30.0,181.0
Delhi,Spl Cell,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,Vigilance,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,West,,,,,,,,,,18360.0,31.0,392.0,21084.0,31.0,325.0
Delhi UT,Central,7362.0,9.0,73.0,8047.0,21.0,101.0,10034.0,33.0,71.0,,,,,,
Delhi UT,Crime Branch,2.0,1.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,,,,,,
Delhi UT,Dwarka,9521.0,50.0,275.0,12853.0,46.0,304.0,19267.0,46.0,315.0,,,,,,
Delhi UT,EOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Delhi UT,East,14186.0,28.0,208.0,14514.0,26.0,269.0,19048.0,21.0,213.0,,,,,,
Delhi UT,IGI Airport,263.0,1.0,0.0,242.0,1.0,0.0,310.0,0.0,0.0,,,,,,
Delhi UT,Metro,12786.0,0.0,0.0,5510.0,1.0,0.0,6759.0,0.0,0.0,,,,,,
Delhi UT,New Delhi,2599.0,4.0,14.0,2162.0,7.0,21.0,2798.0,6.0,13.0,,,,,,
Delhi UT,North,7713.0,35.0,123.0,12269.0,23.0,164.0,13370.0,17.0,165.0,,,,,,
Delhi UT,North-East,11552.0,49.0,294.0,13794.0,39.0,287.0,17953.0,54.0,425.0,,,,,,
Delhi UT,North-West,15913.0,48.0,305.0,20677.0,59.0,353.0,20825.0,33.0,223.0,,,,,,
Delhi UT,Outer,10688.0,53.0,141.0,12935.0,54.0,409.0,17426.0,44.0,352.0,,,,,,
Delhi UT,Outer North,,,,,,,8311.0,69.0,138.0,,,,,,
Delhi UT,RAILWAY,4149.0,7.0,0.0,3298.0,4.0,0.0,5418.0,3.0,0.0,,,,,,
Delhi UT,Rohini,14620.0,74.0,312.0,16863.0,69.0,345.0,19325.0,43.0,348.0,,,,,,
Delhi UT,SPUWAC,0.0,0.0,164.0,0.0,0.0,87.0,0.0,0.0,56.0,,,,,,
Delhi UT,Shahdara,11565.0,18.0,141.0,12251.0,24.0,162.0,14834.0,22.0,442.0,,,,,,
Delhi UT,South,15838.0,35.0,173.0,18968.0,39.0,250.0,19487.0,34.0,321.0,,,,,,
Delhi UT,South-East,14585.0,41.0,129.0,18362.0,48.0,174.0,19636.0,36.0,158.0,,,,,,
Delhi UT,South-West,6864.0,11.0,93.0,8971.0,17.0,109.0,12380.0,23.0,186.0,,,,,,
Delhi UT,Spl Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Delhi UT,Vigilance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Delhi UT,West,13790.0,23.0,290.0,13967.0,32.0,381.0,18802.0,37.0,366.0,,,,,,
Goa,CID,27.0,1.0,1.0,31.0,0.0,0.0,26.0,0.0,1.0,31.0,1.0,3.0,34.0,0.0,0.0
Goa,North Goa,276.0,11.0,10.0,291.0,13.0,5.0,278.0,14.0,2.0,326.0,18.0,1.0,272.0,16.0,0.0
Goa,South Goa,165.0,19.0,10.0,180.0,16.0,4.0,211.0,19.0,6.0,191.0,25.0,2.0,155.0,10.0,0.0
Gujarat,Ahmedabad City,3246.0,90.0,667.0,2837.0,98.0,645.0,2907.0,81.0,819.0,3187.0,100.0,616.0,5008.0,109.0,544.0
Gujarat,Ahmedabad Rural,112.0,20.0,54.0,156.0,34.0,34.0,145.0,36.0,46.0,190.0,20.0,14.0,560.0,30.0,13.0
Gujarat,Amreli,134.0,18.0,72.0,245.0,17.0,88.0,194.0,15.0,125.0,114.0,18.0,62.0,299.0,19.0,49.0
Gujarat,Anand,289.0,19.0,92.0,193.0,20.0,46.0,191.0,37.0,44.0,243.0,17.0,37.0,557.0,22.0,25.0
Gujarat,Arvalli,93.0,9.0,49.0,111.0,14.0,85.0,79.0,13.0,94.0,197.0,11.0,15.0,198.0,5.0,7.0
Gujarat,Banaskantha,379.0,26.0,94.0,381.0,38.0,112.0,349.0,31.0,187.0,302.0,28.0,49.0,608.0,40.0,62.0
Gujarat,Bharuch,372.0,42.0,43.0,381.0,34.0,28.0,383.0,28.0,31.0,316.0,20.0,35.0,426.0,28.0,39.0
Gujarat,Bhavnagar,261.0,31.0,88.0,324.0,49.0,98.0,246.0,35.0,150.0,210.0,44.0,82.0,400.0,34.0,58.0
Gujarat,Botad,60.0,14.0,16.0,58.0,9.0,10.0,57.0,12.0,22.0,39.0,12.0,11.0,44.0,16.0,13.0
Gujarat,CID Crime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Gujarat,Chhotaudepur,105.0,25.0,7.0,88.0,28.0,11.0,89.0,26.0,5.0,85.0,20.0,9.0,111.0,14.0,11.0
Gujarat,Cyber Ahmedabad Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Bhavnagar Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Border Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Gandhinagar Range,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0
Gujarat,Cyber Junagadh Range,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Panchmahal Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Rajkot Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Surat Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Vadodara Range,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Dahod,206.0,43.0,119.0,191.0,37.0,16.0,238.0,33.0,30.0,203.0,30.0,4.0,272.0,20.0,5.0
Gujarat,Dang,8.0,6.0,0.0,13.0,5.0,0.0,5.0,4.0,0.0,8.0,8.0,3.0,18.0,4.0,1.0
Gujarat,Devbhumi Dwarka,70.0,10.0,90.0,65.0,13.0,62.0,46.0,7.0,60.0,44.0,8.0,40.0,80.0,3.0,21.0
Gujarat,Gandhinagar,331.0,15.0,116.0,383.0,20.0,88.0,298.0,17.0,80.0,642.0,26.0,42.0,930.0,22.0,46.0
Gujarat,Gir Somnath,86.0,8.0,110.0,81.0,11.0,89.0,151.0,10.0,104.0,62.0,14.0,15.0,105.0,11.0,22.0
Gujarat,Jamnagar,215.0,16.0,81.0,230.0,22.0,46.0,184.0,18.0,57.0,181.0,20.0,44.0,306.0,24.0,37.0
Gujarat,Junagadh,139.0,18.0,150.0,230.0,23.0,164.0,273.0,25.0,163.0,172.0,17.0,90.0,192.0,22.0,108.0
Gujarat,Kachchh East(G),255.0,22.0,51.0,247.0,22.0,27.0,247.0,24.0,43.0,432.0,21.0,49.0,274.0,23.0,57.0
Gujarat,Kachchh West(B),163.0,20.0,68.0,201.0,21.0,50.0,193.0,15.0,71.0,345.0,21.0,42.0,278.0,21.0,46.0
Gujarat,Kheda,144.0,28.0,22.0,119.0,23.0,59.0,125.0,27.0,65.0,202.0,22.0,54.0,463.0,27.0,49.0
Gujarat,Mahisagar,44.0,12.0,47.0,39.0,13.0,41.0,31.0,12.0,37.0,30.0,16.0,9.0,76.0,11.0,12.0
Gujarat,Mehsana,466.0,31.0,103.0,407.0,36.0,88.0,298.0,31.0,88.0,283.0,24.0,61.0,674.0,25.0,52.0
Gujarat,Morbi,120.0,26.0,31.0,112.0,28.0,33.0,94.0,33.0,22.0,116.0,19.0,8.0,137.0,30.0,26.0
Gujarat,Narmada,38.0,6.0,8.0,38.0,11.0,6.0,47.0,13.0,15.0,46.0,7.0,4.0,43.0,7.0,4.0
Gujarat,Navsari,197.0,20.0,18.0,172.0,13.0,29.0,117.0,10.0,32.0,56.0,8.0,16.0,197.0,17.0,5.0
Gujarat,Panchmahal,235.0,32.0,65.0,202.0,39.0,62.0,181.0,31.0,55.0,190.0,31.0,33.0,256.0,29.0,47.0
Gujarat,Patan,213.0,21.0,45.0,383.0,13.0,64.0,193.0,14.0,66.0,204.0,25.0,24.0,257.0,15.0,27.0
Gujarat,Porbandar,44.0,9.0,42.0,69.0,16.0,37.0,56.0,16.0,34.0,55.0,9.0,9.0,68.0,14.0,6.0
Gujarat,Rajkot City,769.0,45.0,157.0,614.0,36.0,193.0,385.0,32.0,146.0,654.0,33.0,151.0,1141.0,37.0,139.0
Gujarat,Rajkot Rural,198.0,25.0,133.0,178.0,33.0,100.0,138.0,28.0,83.0,101.0,29.0,85.0,197.0,32.0,85.0
Gujarat,Sabarkantha,334.0,23.0,104.0,262.0,19.0,71.0,207.0,18.0,77.0,371.0,23.0,42.0,581.0,23.0,47.0
Gujarat,Surat City,1905.0,89.0,217.0,2087.0,108.0,264.0,3223.0,97.0,506.0,1764.0,100.0,274.0,2270.0,89.0,339.0
Gujarat,Surat Rural,274.0,40.0,34.0,303.0,53.0,23.0,297.0,33.0,15.0,236.0,40.0,25.0,443.0,32.0,20.0
Gujarat,Surendranagar,144.0,31.0,46.0,170.0,29.0,38.0,135.0,31.0,36.0,129.0,29.0,8.0,178.0,28.0,6.0
Gujarat,Tapi,82.0,14.0,7.0,64.0,6.0,5.0,46.0,15.0,3.0,43.0,11.0,3.0,57.0,13.0,1.0
Gujarat,Vadodara City,1281.0,15.0,161.0,846.0,33.0,88.0,765.0,10.0,153.0,597.0,17.0,70.0,912.0,18.0,119.0
Gujarat,Vadodara Rural,139.0,20.0,6.0,196.0,19.0,13.0,139.0,27.0,17.0,168.0,24.0,24.0,207.0,25.0,22.0
Gujarat,Valsad,313.0,23.0,9.0,254.0,25.0,8.0,185.0,28.0,37.0,143.0,28.0,7.0,179.0,25.0,6.0
Gujarat,W Rly Ahmedabad,,,,,,,,,,,,,1172.0,2.0,0.0
Gujarat,W Rly Vadodara,,,,,,,,,,,,,1077.0,2.0,0.0
Gujarat,W.Rly Ahmedabad,504.0,2.0,0.0,425.0,0.0,2.0,369.0,10.0,1.0,294.0,3.0,0.0,,,
Gujarat,W.Rly Vadodara,1354.0,6.0,1.0,858.0,4.0,0.0,976.0,10.0,0.0,493.0,5.0,0.0,,,
Haryana,Ambala,595.0,19.0,107.0,651.0,35.0,159.0,772.0,29.0,256.0,855.0,28.0,327.0,818.0,26.0,244.0
Haryana,Bhiwani,449.0,31.0,79.0,573.0,35.0,221.0,498.0,37.0,278.0,782.0,51.0,420.0,740.0,42.0,256.0
Haryana,Charkhi Dadri,214.0,23.0,30.0,254.0,27.0,78.0,152.0,16.0,39.0,117.0,17.0,88.0,151.0,15.0,92.0
Haryana,Faridabad,3187.0,80.0,473.0,3630.0,80.0,380.0,3107.0,83.0,548.0,2301.0,76.0,408.0,2412.0,96.0,428.0
Haryana,Fatehabad,344.0,23.0,60.0,453.0,31.0,103.0,422.0,26.0,90.0,605.0,14.0,125.0,556.0,24.0,103.0
Haryana,GRP,916.0,43.0,0.0,998.0,29.0,0.0,941.0,26.0,0.0,999.0,22.0,0.0,1085.0,16.0,0.0
Haryana,Gurugram,6461.0,107.0,242.0,6472.0,79.0,335.0,5995.0,104.0,319.0,4969.0,90.0,458.0,5288.0,82.0,462.0
Haryana,Hansi,327.0,12.0,52.0,352.0,18.0,50.0,324.0,14.0,80.0,424.0,13.0,109.0,362.0,19.0,108.0
Haryana,Hissar,851.0,32.0,121.0,953.0,42.0,168.0,782.0,49.0,196.0,1629.0,37.0,287.0,1637.0,54.0,249.0
Haryana,Irrigation & Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,Jhajjar,611.0,66.0,199.0,829.0,63.0,279.0,749.0,81.0,211.0,890.0,61.0,294.0,757.0,61.0,242.0
Haryana,Jind,858.0,40.0,154.0,842.0,61.0,203.0,724.0,64.0,156.0,960.0,39.0,207.0,907.0,48.0,241.0
Haryana,Kaithal,649.0,30.0,81.0,942.0,36.0,163.0,772.0,38.0,118.0,836.0,35.0,132.0,837.0,34.0,124.0
Haryana,Karnal,1359.0,65.0,120.0,1554.0,72.0,165.0,1247.0,62.0,259.0,1906.0,66.0,341.0,2008.0,61.0,287.0
Haryana,Kurukshetra,742.0,26.0,143.0,845.0,28.0,146.0,846.0,30.0,296.0,1175.0,27.0,297.0,1110.0,26.0,242.0
Haryana,Mahendergarh,466.0,42.0,55.0,553.0,41.0,76.0,539.0,40.0,70.0,382.0,33.0,95.0,437.0,28.0,136.0
Haryana,Mewat,483.0,33.0,126.0,455.0,23.0,148.0,,,,,,,,,
Haryana,Nuh,,,,,,,553.0,40.0,166.0,670.0,22.0,93.0,595.0,30.0,102.0
Haryana,Palwal,1075.0,41.0,137.0,906.0,63.0,142.0,770.0,44.0,194.0,952.0,58.0,218.0,860.0,52.0,158.0
Haryana,Panchkula,336.0,19.0,50.0,472.0,12.0,48.0,392.0,21.0,104.0,776.0,13.0,130.0,651.0,8.0,130.0
Haryana,Panipat,1503.0,60.0,254.0,1647.0,61.0,282.0,1218.0,60.0,306.0,1851.0,72.0,384.0,1539.0,63.0,256.0
Haryana,Rewari,784.0,34.0,97.0,987.0,53.0,132.0,971.0,44.0,198.0,743.0,41.0,203.0,827.0,32.0,226.0
Haryana,Rohtak,1468.0,62.0,274.0,1518.0,69.0,237.0,1461.0,70.0,288.0,1652.0,62.0,251.0,1760.0,59.0,227.0
Haryana,Sirsa,614.0,25.0,94.0,904.0,34.0,155.0,662.0,20.0,158.0,1008.0,37.0,287.0,915.0,36.0,198.0
Haryana,Sonipat,1119.0,98.0,221.0,1324.0,82.0,266.0,917.0,97.0,299.0,1252.0,76.0,383.0,1341.0,93.0,329.0
Haryana,Yamunanagar,853.0,35.0,157.0,855.0,30.0,218.0,978.0,42.0,238.0,1407.0,30.0,346.0,1598.0,37.0,351.0
Himachal Pradesh,Baddi,58.0,7.0,12.0,75.0,6.0,15.0,67.0,7.0,11.0,67.0,8.0,11.0,62.0,7.0,16.0
Himachal Pradesh,Bilaspur,42.0,4.0,16.0,52.0,2.0,14.0,25.0,3.0,19.0,47.0,4.0,18.0,66.0,7.0,25.0
Himachal Pradesh,CID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,Chamba,14.0,4.0,7.0,8.0,3.0,3.0,20.0,10.0,7.0,22.0,3.0,16.0,17.0,8.0,5.0
Himachal Pradesh,Cyber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,GRP,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
Himachal Pradesh,Hamirpur,24.0,0.0,5.0,32.0,3.0,8.0,16.0,2.0,18.0,23.0,1.0,13.0,32.0,3.0,15.0
Himachal Pradesh,Kangra,75.0,19.0,31.0,76.0,23.0,9.0,59.0,15.0,30.0,131.0,15.0,38.0,62.0,9.0,28.0
Himachal Pradesh,Kinnaur,5.0,4.0,0.0,0.0,2.0,7.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,7.0
Himachal Pradesh,Kullu,35.0,9.0,12.0,34.0,8.0,8.0,33.0,5.0,8.0,34.0,10.0,5.0,24.0,7.0,7.0
Himachal Pradesh,Lahaul & Spiti,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0
Himachal Pradesh,Mandi,56.0,11.0,44.0,57.0,13.0,50.0,42.0,5.0,46.0,45.0,8.0,29.0,61.0,11.0,32.0
Himachal Pradesh,Nurpur,,,,,,,,,,,,,23.0,4.0,5.0
Himachal Pradesh,Shimla,82.0,16.0,15.0,140.0,16.0,18.0,71.0,9.0,14.0,82.0,15.0,14.0,68.0,14.0,17.0
Himachal Pradesh,Sirmaur,56.0,7.0,20.0,87.0,4.0,9.0,50.0,3.0,27.0,76.0,7.0,21.0,76.0,8.0,20.0
Himachal Pradesh,Solan,77.0,5.0,4.0,99.0,6.0,6.0,58.0,3.0,10.0,89.0,4.0,4.0,91.0,5.0,14.0
Himachal Pradesh,Una,68.0,13.0,25.0,50.0,13.0,36.0,26.0,4.0,34.0,43.0,6.0,24.0,68.0,6.0,26.0
Jammu & Kashmir,Anantnag,98.0,7.0,16.0,57.0,1.0,6.0,42.0,2.0,8.0,134.0,5.0,7.0,83.0,1.0,10.0
Jammu & Kashmir,Anti Narcotic Task Force Jammu,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Anti Narcotic Task Force Kashmir,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Awantipora,33.0,4.0,5.0,15.0,0.0,4.0,21.0,1.0,2.0,54.0,0.0,7.0,131.0,1.0,7.0
Jammu & Kashmir,Bandipora,23.0,7.0,2.0,28.0,9.0,1.0,25.0,1.0,4.0,62.0,2.0,11.0,63.0,0.0,8.0
Jammu & Kashmir,Baramulla,65.0,7.0,46.0,67.0,7.0,48.0,63.0,11.0,60.0,116.0,9.0,24.0,87.0,2.0,20.0
Jammu & Kashmir,Budgam,110.0,0.0,2.0,113.0,1.0,9.0,123.0,1.0,7.0,107.0,4.0,17.0,83.0,5.0,14.0
Jammu & Kashmir,CICE Jammu,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,CICE Kashmir,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Crime Jammu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Jammu & Kashmir,Crime Srinagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Jammu & Kashmir,Cyber Crime Jammu,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Cyber Crime Kashmir,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Doda,31.0,2.0,7.0,11.0,4.0,12.0,8.0,3.0,13.0,24.0,1.0,49.0,27.0,1.0,33.0
Jammu & Kashmir,EOW Jammu,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,EOW Kashmir,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Ganderbal,36.0,1.0,10.0,34.0,4.0,2.0,39.0,0.0,4.0,91.0,1.0,23.0,81.0,0.0,18.0
Jammu & Kashmir,Handwara,30.0,8.0,4.0,35.0,1.0,2.0,51.0,3.0,7.0,71.0,0.0,11.0,71.0,0.0,5.0
Jammu & Kashmir,Jammu,448.0,14.0,64.0,441.0,25.0,34.0,573.0,25.0,49.0,588.0,9.0,60.0,630.0,14.0,79.0
Jammu & Kashmir,Kargil,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,,,,,
Jammu & Kashmir,Kathua,64.0,4.0,12.0,78.0,9.0,15.0,49.0,9.0,10.0,91.0,7.0,13.0,126.0,9.0,15.0
Jammu & Kashmir,Kishtwar,11.0,2.0,4.0,20.0,4.0,5.0,6.0,2.0,4.0,5.0,0.0,6.0,8.0,1.0,15.0
Jammu & Kashmir,Kulgam,42.0,11.0,11.0,38.0,4.0,7.0,39.0,6.0,8.0,88.0,0.0,4.0,82.0,2.0,8.0
Jammu & Kashmir,Kupwara,39.0,6.0,13.0,25.0,3.0,7.0,44.0,3.0,18.0,56.0,2.0,38.0,81.0,3.0,33.0
Jammu & Kashmir,Leh,1.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,1.0,,,,,,
Jammu & Kashmir,Poonch,23.0,9.0,8.0,37.0,2.0,7.0,26.0,0.0,3.0,65.0,4.0,25.0,44.0,5.0,15.0
Jammu & Kashmir,Pulwama,33.0,12.0,4.0,38.0,24.0,4.0,53.0,11.0,2.0,53.0,6.0,4.0,35.0,3.0,10.0
Jammu & Kashmir,Railways Jammu,9.0,0.0,0.0,10.0,0.0,1.0,13.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
Jammu & Kashmir,Railways Kashmir,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0
Jammu & Kashmir,Railways Katra,6.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0
Jammu & Kashmir,Rajouri,67.0,6.0,42.0,62.0,11.0,35.0,61.0,13.0,33.0,68.0,10.0,58.0,92.0,11.0,51.0
Jammu & Kashmir,Ramban,25.0,4.0,6.0,41.0,3.0,5.0,31.0,3.0,5.0,59.0,2.0,11.0,41.0,0.0,13.0
Jammu & Kashmir,Reasi,41.0,5.0,5.0,54.0,5.0,5.0,34.0,1.0,3.0,41.0,7.0,5.0,41.0,7.0,13.0
Jammu & Kashmir,Samba,52.0,2.0,11.0,51.0,12.0,12.0,75.0,2.0,9.0,113.0,0.0,8.0,134.0,6.0,4.0
Jammu & Kashmir,Shopian,63.0,14.0,4.0,73.0,14.0,4.0,61.0,8.0,3.0,118.0,4.0,7.0,62.0,1.0,10.0
Jammu & Kashmir,Sopore,82.0,2.0,8.0,99.0,10.0,2.0,97.0,1.0,2.0,88.0,0.0,8.0,74.0,2.0,4.0
Jammu & Kashmir,Special Crime Wing Jammu,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Special Crime Wing Kashmir,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Srinagar,362.0,15.0,52.0,329.0,16.0,51.0,281.0,6.0,48.0,390.0,13.0,70.0,196.0,6.0,113.0
Jammu & Kashmir,Udhampur,45.0,10.0,41.0,91.0,9.0,47.0,90.0,5.0,44.0,85.0,12.0,34.0,72.0,4.0,26.0
Jharkhand,Bokaro,253.0,48.0,70.0,579.0,73.0,78.0,723.0,58.0,71.0,845.0,52.0,64.0,831.0,54.0,6.0
Jharkhand,Chaibasa,154.0,101.0,13.0,175.0,101.0,19.0,150.0,107.0,6.0,199.0,108.0,11.0,151.0,85.0,21.0
Jharkhand,Chatra,180.0,64.0,18.0,223.0,74.0,11.0,191.0,50.0,25.0,195.0,53.0,11.0,210.0,60.0,19.0
Jharkhand,Deoghar,505.0,70.0,64.0,495.0,71.0,57.0,484.0,70.0,93.0,527.0,86.0,40.0,634.0,76.0,30.0
Jharkhand,Dhanbad,312.0,58.0,39.0,357.0,42.0,55.0,1022.0,64.0,51.0,1149.0,80.0,62.0,1562.0,80.0,62.0
Jharkhand,Dhanbad Railway,503.0,4.0,0.0,426.0,4.0,0.0,344.0,5.0,0.0,516.0,2.0,0.0,384.0,1.0,0.0
Jharkhand,Dumka,194.0,63.0,16.0,312.0,58.0,33.0,265.0,57.0,27.0,255.0,70.0,7.0,279.0,53.0,13.0
Jharkhand,Garhwa,135.0,62.0,43.0,127.0,75.0,50.0,189.0,91.0,102.0,197.0,87.0,59.0,159.0,78.0,60.0
Jharkhand,Giridih,359.0,51.0,49.0,404.0,129.0,41.0,360.0,71.0,118.0,365.0,69.0,74.0,377.0,93.0,49.0
Jharkhand,Godda,159.0,52.0,126.0,216.0,53.0,140.0,181.0,59.0,57.0,291.0,42.0,38.0,271.0,56.0,37.0
Jharkhand,Gumla,147.0,136.0,13.0,173.0,135.0,6.0,161.0,126.0,34.0,189.0,86.0,11.0,185.0,86.0,11.0
Jharkhand,Hazaribagh,425.0,77.0,39.0,436.0,91.0,49.0,506.0,73.0,79.0,683.0,84.0,61.0,678.0,68.0,84.0
Jharkhand,Jamshedpur,1071.0,98.0,70.0,1142.0,84.0,81.0,970.0,79.0,86.0,844.0,80.0,74.0,784.0,72.0,51.0
Jharkhand,Jamshedpur Railway,142.0,4.0,0.0,158.0,1.0,0.0,158.0,3.0,0.0,131.0,5.0,0.0,161.0,0.0,0.0
Jharkhand,Jamtara,122.0,19.0,90.0,152.0,31.0,15.0,150.0,18.0,39.0,115.0,26.0,21.0,174.0,18.0,19.0
Jharkhand,Khunti,43.0,56.0,3.0,73.0,75.0,4.0,66.0,68.0,4.0,91.0,67.0,16.0,70.0,54.0,16.0
