State,District,Theft_2017,Murder_2017,Cruelty_2017,Theft_2018,Murder_2018,Cruelty_2018,Theft_2019,Murder_2019,Cruelty_2019,Theft_2022,Murder_2022,Cruelty_2022,Theft_2023,Murder_2023,Cruelty_2023
Jharkhand,Koderma,143.0,28.0,24.0,150.0,17.0,22.0,135.0,26.0,17.0,190.0,22.0,18.0,136.0,34.0,14.0
Jharkhand,Latehar,108.0,33.0,5.0,81.0,45.0,7.0,90.0,50.0,3.0,115.0,50.0,17.0,101.0,51.0,6.0
Jharkhand,Lohardagga,101.0,22.0,13.0,105.0,25.0,8.0,132.0,28.0,14.0,123.0,28.0,8.0,115.0,26.0,10.0
Jharkhand,Pakur,89.0,23.0,16.0,180.0,44.0,28.0,76.0,33.0,18.0,119.0,28.0,38.0,83.0,23.0,31.0
Jharkhand,Palamu,272.0,89.0,88.0,326.0,106.0,81.0,448.0,87.0,95.0,324.0,86.0,35.0,349.0,98.0,37.0
Jharkhand,Ramgarh,333.0,19.0,14.0,412.0,27.0,12.0,280.0,27.0,16.0,222.0,27.0,12.0,191.0,37.0,11.0
Jharkhand,Ranchi,2544.0,152.0,0.0,1582.0,165.0,119.0,2568.0,163.0,115.0,2377.0,154.0,114.0,2549.0,133.0,136.0
Jharkhand,Sahebganj,204.0,62.0,144.0,202.0,76.0,69.0,402.0,78.0,316.0,144.0,47.0,29.0,184.0,55.0,23.0
Jharkhand,Saraikela,302.0,43.0,27.0,235.0,64.0,28.0,335.0,58.0,28.0,173.0,61.0,20.0,288.0,35.0,16.0
Jharkhand,Simdega,41.0,53.0,14.0,41.0,46.0,19.0,55.0,77.0,12.0,71.0,50.0,10.0,59.0,37.0,8.0
Karnataka,Bagalkot,122.0,37.0,33.0,103.0,35.0,19.0,219.0,37.0,30.0,299.0,41.0,34.0,291.0,35.0,18.0
Karnataka,Ballari,249.0,37.0,37.0,248.0,30.0,39.0,569.0,42.0,69.0,347.0,26.0,65.0,417.0,18.0,97.0
Karnataka,Belagavi District,293.0,70.0,116.0,319.0,64.0,103.0,236.0,68.0,112.0,503.0,69.0,127.0,546.0,72.0,111.0
Karnataka,Bengaluru City,10804.0,235.0,493.0,9385.0,218.0,410.0,7717.0,204.0,469.0,7574.0,173.0,584.0,10438.0,206.0,706.0
Karnataka,Bengaluru District,842.0,63.0,61.0,814.0,73.0,66.0,870.0,71.0,82.0,1180.0,70.0,149.0,1619.0,64.0,160.0
Karnataka,Bidar,169.0,33.0,83.0,206.0,43.0,88.0,203.0,50.0,111.0,331.0,54.0,110.0,367.0,41.0,98.0
Karnataka,Chamarajnagar,88.0,16.0,24.0,129.0,17.0,31.0,105.0,21.0,52.0,133.0,19.0,19.0,136.0,20.0,26.0
Karnataka,Chikkaballapura,167.0,26.0,21.0,150.0,33.0,20.0,177.0,24.0,17.0,343.0,29.0,51.0,296.0,24.0,35.0
Karnataka,Chikkamagaluru,173.0,15.0,50.0,204.0,32.0,58.0,314.0,23.0,65.0,216.0,14.0,43.0,300.0,32.0,44.0
Karnataka,Chitradurga,182.0,16.0,48.0,325.0,20.0,46.0,337.0,26.0,49.0,367.0,30.0,72.0,433.0,32.0,109.0
Karnataka,Dakshina Kannada,124.0,17.0,22.0,94.0,10.0,6.0,78.0,12.0,25.0,81.0,22.0,31.0,118.0,11.0,25.0
Karnataka,Davanagere,317.0,33.0,51.0,416.0,31.0,29.0,397.0,40.0,58.0,632.0,29.0,59.0,711.0,20.0,70.0
Karnataka,Dharwad,85.0,30.0,19.0,62.0,12.0,8.0,41.0,23.0,3.0,144.0,26.0,42.0,146.0,19.0,27.0
Karnataka,Gadag,376.0,20.0,28.0,311.0,14.0,29.0,163.0,12.0,16.0,163.0,22.0,23.0,204.0,16.0,23.0
Karnataka,Hassan,278.0,50.0,57.0,316.0,48.0,57.0,283.0,48.0,84.0,370.0,63.0,50.0,484.0,38.0,76.0
Karnataka,Haveri,311.0,25.0,39.0,219.0,17.0,26.0,173.0,23.0,33.0,338.0,16.0,36.0,422.0,12.0,36.0
Karnataka,Hubballi Dharwad City,400.0,20.0,48.0,270.0,26.0,57.0,214.0,12.0,57.0,307.0,17.0,87.0,256.0,25.0,104.0
Karnataka,K.G.F.,30.0,8.0,5.0,34.0,6.0,7.0,74.0,7.0,13.0,93.0,12.0,13.0,,,
Karnataka,K.Railways,1517.0,17.0,1.0,1098.0,15.0,1.0,1581.0,16.0,0.0,1125.0,11.0,3.0,,,
Karnataka,KGF,,,,,,,,,,,,,96.0,12.0,17.0
Karnataka,KRailways,,,,,,,,,,,,,796.0,8.0,0.0
Karnataka,Kalaburgi,266.0,70.0,105.0,308.0,64.0,134.0,166.0,37.0,112.0,296.0,55.0,101.0,351.0,57.0,79.0
Karnataka,Kodagu,216.0,27.0,22.0,134.0,24.0,21.0,156.0,33.0,35.0,126.0,19.0,24.0,90.0,28.0,24.0
Karnataka,Kolar,144.0,38.0,23.0,142.0,24.0,10.0,143.0,26.0,30.0,338.0,28.0,23.0,374.0,43.0,27.0
Karnataka,Koppal,236.0,15.0,49.0,463.0,13.0,42.0,351.0,17.0,60.0,384.0,18.0,96.0,272.0,26.0,76.0
Karnataka,Mandya,522.0,44.0,69.0,494.0,46.0,51.0,415.0,45.0,71.0,458.0,57.0,92.0,498.0,45.0,91.0
Karnataka,Mangaluru City,221.0,16.0,52.0,247.0,21.0,35.0,227.0,17.0,34.0,150.0,11.0,32.0,200.0,19.0,29.0
Karnataka,Mysuru City,471.0,22.0,29.0,439.0,24.0,40.0,440.0,15.0,75.0,543.0,26.0,43.0,438.0,30.0,39.0
Karnataka,Mysuru District,306.0,53.0,72.0,328.0,51.0,48.0,425.0,46.0,57.0,414.0,62.0,97.0,405.0,30.0,72.0
Karnataka,Raichur,131.0,42.0,133.0,253.0,29.0,98.0,257.0,20.0,93.0,503.0,43.0,115.0,555.0,45.0,109.0
Karnataka,Ramanagara,531.0,42.0,55.0,392.0,58.0,59.0,370.0,49.0,67.0,554.0,44.0,46.0,524.0,37.0,42.0
Karnataka,Shimoga,391.0,44.0,191.0,412.0,36.0,135.0,394.0,35.0,80.0,409.0,31.0,92.0,399.0,38.0,87.0
Karnataka,Tumakuru,368.0,44.0,36.0,509.0,60.0,40.0,510.0,56.0,47.0,651.0,79.0,65.0,795.0,53.0,74.0
Karnataka,Udupi,103.0,12.0,31.0,122.0,17.0,35.0,163.0,16.0,62.0,160.0,16.0,30.0,175.0,12.0,36.0
Karnataka,Vijayapura,227.0,82.0,105.0,241.0,66.0,79.0,340.0,59.0,87.0,373.0,59.0,107.0,381.0,59.0,124.0
Kerala,Alapuzha,157.0,19.0,117.0,207.0,12.0,82.0,146.0,22.0,138.0,156.0,16.0,201.0,236.0,23.0,245.0
Kerala,All Districts,,,,,,,,,,247.0,15.0,355.0,,,
Kerala,Crime Branch,5.0,0.0,2.0,5.0,2.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,Ernakulam Commr,,,,,,,,,,,,,398.0,12.0,146.0
Kerala,Ernakulam Commr.,311.0,11.0,108.0,301.0,12.0,76.0,269.0,22.0,89.0,296.0,16.0,153.0,,,
Kerala,Ernakulam Rural,254.0,17.0,156.0,279.0,16.0,117.0,230.0,30.0,110.0,268.0,18.0,329.0,522.0,35.0,342.0
Kerala,Idukki,160.0,20.0,120.0,166.0,18.0,86.0,127.0,17.0,83.0,141.0,32.0,101.0,116.0,20.0,68.0
Kerala,Kannur,91.0,20.0,138.0,139.0,18.0,138.0,139.0,7.0,232.0,,,,,,
Kerala,Kannur City,,,,,,,,,,68.0,7.0,161.0,82.0,7.0,198.0
Kerala,Kannur Rural,,,,,,,,,,43.0,3.0,126.0,47.0,7.0,109.0
Kerala,Kasargod,431.0,11.0,115.0,164.0,11.0,82.0,150.0,9.0,102.0,113.0,7.0,136.0,102.0,12.0,105.0
Kerala,Kollam Commr,,,,,,,,,,,,,312.0,18.0,237.0
Kerala,Kollam Commr.,126.0,10.0,153.0,118.0,16.0,110.0,142.0,21.0,145.0,171.0,12.0,364.0,,,
Kerala,Kollam Rural,131.0,22.0,145.0,107.0,26.0,95.0,88.0,17.0,150.0,134.0,20.0,220.0,145.0,19.0,190.0
Kerala,Kottayam,147.0,10.0,101.0,180.0,15.0,66.0,157.0,21.0,83.0,189.0,18.0,153.0,210.0,27.0,186.0
Kerala,Kozhikode Commr,,,,,,,,,,,,,294.0,6.0,263.0
Kerala,Kozhikode Commr.,219.0,7.0,124.0,214.0,8.0,98.0,228.0,7.0,163.0,342.0,7.0,342.0,,,
Kerala,Kozhikode Rural,165.0,5.0,248.0,112.0,11.0,210.0,123.0,14.0,293.0,177.0,12.0,406.0,173.0,8.0,404.0
Kerala,Malappuram,191.0,18.0,364.0,232.0,18.0,337.0,198.0,12.0,428.0,202.0,23.0,624.0,288.0,24.0,598.0
Kerala,Palakkad,199.0,27.0,203.0,232.0,19.0,119.0,231.0,19.0,207.0,192.0,38.0,315.0,252.0,21.0,343.0
Kerala,Pathanamthitta,112.0,30.0,83.0,91.0,16.0,39.0,101.0,14.0,69.0,129.0,9.0,104.0,129.0,18.0,90.0
Kerala,Railways,175.0,0.0,0.0,159.0,0.0,0.0,196.0,0.0,0.0,221.0,0.0,0.0,201.0,4.0,0.0
Kerala,Thrissur Commr,,,,,,,,,,,,,395.0,21.0,316.0
Kerala,Thrissur Commr.,185.0,11.0,69.0,213.0,11.0,98.0,230.0,15.0,170.0,,,,,,
Kerala,Thrissur Rural,175.0,23.0,239.0,124.0,15.0,85.0,140.0,13.0,157.0,162.0,17.0,263.0,146.0,16.0,272.0
Kerala,Trivandrum Commr,,,,,,,,,,,,,272.0,9.0,101.0
Kerala,Trivandrum Commr.,263.0,13.0,78.0,252.0,15.0,53.0,237.0,15.0,81.0,312.0,23.0,116.0,,,
Kerala,Trivandrum Rural,282.0,27.0,207.0,293.0,21.0,114.0,202.0,32.0,204.0,286.0,31.0,313.0,293.0,30.0,295.0
Kerala,Wayanadu,65.0,4.0,86.0,63.0,12.0,41.0,58.0,9.0,66.0,94.0,10.0,216.0,73.0,15.0,202.0
Ladakh,Kargil,,,,,,,,,,13.0,2.0,1.0,7.0,0.0,2.0
Ladakh,Leh,,,,,,,,,,7.0,3.0,1.0,8.0,2.0,4.0
Lakshadweep,Lakshadweep,18.0,0.0,2.0,8.0,1.0,1.0,19.0,0.0,0.0,14.0,0.0,3.0,20.0,0.0,3.0
Madhya Pradesh,Agar,123.0,9.0,19.0,93.0,7.0,34.0,118.0,11.0,47.0,165.0,8.0,76.0,122.0,10.0,53.0
Madhya Pradesh,Alirajpur,170.0,47.0,10.0,149.0,42.0,10.0,193.0,49.0,24.0,111.0,60.0,7.0,126.0,46.0,9.0
Madhya Pradesh,Anuppur,127.0,23.0,78.0,94.0,29.0,74.0,132.0,34.0,65.0,314.0,29.0,85.0,228.0,22.0,74.0
Madhya Pradesh,Ashok Nagar,239.0,19.0,81.0,183.0,21.0,41.0,217.0,21.0,53.0,95.0,19.0,134.0,116.0,24.0,76.0
Madhya Pradesh,Balaghat,235.0,43.0,65.0,178.0,37.0,78.0,254.0,40.0,147.0,270.0,37.0,136.0,160.0,38.0,82.0
Madhya Pradesh,Barwani,288.0,27.0,25.0,234.0,41.0,17.0,213.0,38.0,32.0,204.0,37.0,64.0,241.0,31.0,67.0
Madhya Pradesh,Betul,163.0,57.0,105.0,193.0,45.0,68.0,191.0,38.0,77.0,253.0,66.0,40.0,245.0,44.0,96.0
Madhya Pradesh,Bhind,363.0,42.0,106.0,451.0,28.0,116.0,346.0,47.0,133.0,303.0,40.0,101.0,330.0,35.0,92.0
Madhya Pradesh,Bhopal,3335.0,65.0,439.0,3462.0,68.0,309.0,2979.0,63.0,394.0,,,,,,
Madhya Pradesh,Bhopal Commissionarate,,,,,,,,,,2213.0,54.0,684.0,2203.0,37.0,600.0
Madhya Pradesh,Bhopal Railway,2644.0,1.0,2.0,3406.0,3.0,1.0,2927.0,2.0,1.0,3278.0,1.0,0.0,5063.0,0.0,0.0
Madhya Pradesh,Bhopal Rural,,,,,,,,,,202.0,13.0,56.0,151.0,17.0,48.0
Madhya Pradesh,Burhanpur,89.0,11.0,25.0,75.0,18.0,13.0,83.0,19.0,16.0,162.0,14.0,120.0,145.0,21.0,111.0
Madhya Pradesh,Chhatarpur,204.0,47.0,109.0,288.0,39.0,34.0,318.0,43.0,121.0,427.0,40.0,168.0,378.0,46.0,155.0
Madhya Pradesh,Chhindwara,442.0,56.0,186.0,370.0,70.0,41.0,306.0,60.0,76.0,286.0,49.0,71.0,326.0,46.0,109.0
Madhya Pradesh,Cyber Crime Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,Damoh,188.0,36.0,104.0,127.0,39.0,45.0,141.0,35.0,62.0,152.0,29.0,163.0,186.0,24.0,123.0
Madhya Pradesh,Datia,101.0,30.0,33.0,80.0,27.0,27.0,130.0,20.0,65.0,229.0,23.0,69.0,227.0,19.0,114.0
Madhya Pradesh,Dewas,579.0,28.0,219.0,537.0,34.0,222.0,580.0,28.0,175.0,578.0,24.0,70.0,632.0,25.0,149.0
Madhya Pradesh,Dhar,844.0,78.0,74.0,809.0,60.0,72.0,841.0,55.0,79.0,1032.0,71.0,201.0,875.0,60.0,125.0
Madhya Pradesh,Dindori,54.0,22.0,105.0,44.0,17.0,84.0,52.0,22.0,91.0,66.0,20.0,122.0,60.0,30.0,94.0
Madhya Pradesh,Guna,631.0,39.0,117.0,519.0,32.0,94.0,526.0,37.0,85.0,258.0,43.0,83.0,387.0,33.0,158.0
Madhya Pradesh,Gwalior,2349.0,66.0,234.0,2081.0,77.0,250.0,1726.0,63.0,497.0,1844.0,64.0,561.0,1856.0,80.0,518.0
Madhya Pradesh,Harda,188.0,20.0,72.0,133.0,14.0,44.0,149.0,14.0,51.0,106.0,14.0,92.0,107.0,18.0,50.0
Madhya Pradesh,Hoshangabad,312.0,38.0,115.0,325.0,46.0,134.0,381.0,36.0,100.0,,,,,,
Madhya Pradesh,Indore,4140.0,94.0,368.0,4236.0,78.0,397.0,4093.0,82.0,571.0,,,,,,
Madhya Pradesh,Indore Commissionarate,,,,,,,,,,3745.0,72.0,532.0,4262.0,51.0,483.0
Madhya Pradesh,Indore Railway,659.0,2.0,1.0,578.0,2.0,0.0,585.0,0.0,1.0,1221.0,2.0,0.0,1780.0,0.0,0.0
Madhya Pradesh,Indore Rural,,,,,,,,,,472.0,32.0,96.0,442.0,29.0,138.0
Madhya Pradesh,Jabalpur,950.0,88.0,247.0,1146.0,72.0,190.0,778.0,70.0,215.0,998.0,86.0,412.0,1052.0,76.0,325.0
Madhya Pradesh,Jabalpur Railway,1747.0,5.0,0.0,1626.0,1.0,0.0,1366.0,4.0,3.0,2358.0,2.0,0.0,3718.0,4.0,0.0
Madhya Pradesh,Jhabua,251.0,21.0,29.0,234.0,30.0,23.0,198.0,25.0,9.0,196.0,35.0,22.0,182.0,23.0,18.0
Madhya Pradesh,Katni,291.0,37.0,132.0,260.0,36.0,28.0,198.0,21.0,35.0,281.0,26.0,63.0,238.0,35.0,63.0
Madhya Pradesh,Khandwa,295.0,24.0,38.0,242.0,23.0,43.0,250.0,25.0,49.0,301.0,30.0,91.0,294.0,24.0,95.0
Madhya Pradesh,Khargone,455.0,48.0,77.0,441.0,45.0,60.0,479.0,39.0,77.0,482.0,42.0,96.0,367.0,35.0,70.0
Madhya Pradesh,Mandla,82.0,25.0,42.0,72.0,31.0,21.0,52.0,29.0,29.0,318.0,25.0,70.0,169.0,33.0,70.0
Madhya Pradesh,Mandsaur,357.0,34.0,31.0,394.0,21.0,16.0,443.0,16.0,25.0,459.0,22.0,117.0,341.0,15.0,114.0
Madhya Pradesh,Morena,670.0,41.0,225.0,568.0,44.0,114.0,553.0,45.0,176.0,616.0,45.0,279.0,537.0,43.0,183.0
Madhya Pradesh,Narmadapuram,,,,,,,,,,299.0,35.0,190.0,278.0,44.0,126.0
Madhya Pradesh,Narsinghpur,197.0,30.0,157.0,158.0,34.0,72.0,125.0,31.0,40.0,171.0,30.0,106.0,140.0,32.0,110.0
Madhya Pradesh,Neemuch,221.0,10.0,25.0,145.0,8.0,13.0,169.0,8.0,43.0,224.0,11.0,165.0,182.0,13.0,91.0
Madhya Pradesh,Niwari,,,,,,,45.0,15.0,47.0,58.0,9.0,36.0,42.0,16.0,33.0
Madhya Pradesh,Panna,75.0,18.0,31.0,58.0,18.0,23.0,88.0,24.0,38.0,127.0,19.0,111.0,177.0,19.0,115.0
Madhya Pradesh,Raisen,294.0,38.0,84.0,165.0,35.0,35.0,322.0,33.0,78.0,557.0,42.0,160.0,372.0,54.0,141.0
Madhya Pradesh,Rajgarh,359.0,22.0,98.0,340.0,14.0,47.0,392.0,18.0,133.0,245.0,25.0,426.0,302.0,23.0,322.0
Madhya Pradesh,Ratlam,357.0,31.0,164.0,356.0,28.0,113.0,448.0,25.0,119.0,523.0,32.0,180.0,513.0,33.0,154.0
Madhya Pradesh,Rewa,810.0,58.0,116.0,719.0,55.0,66.0,1163.0,51.0,114.0,1299.0,65.0,225.0,1041.0,53.0,199.0
Madhya Pradesh,Sagar,546.0,65.0,304.0,454.0,75.0,133.0,424.0,79.0,128.0,520.0,82.0,424.0,526.0,59.0,357.0
Madhya Pradesh,Satna,497.0,63.0,144.0,515.0,71.0,58.0,516.0,42.0,131.0,461.0,60.0,108.0,429.0,48.0,107.0
Madhya Pradesh,Sehore,586.0,21.0,203.0,514.0,34.0,130.0,490.0,17.0,82.0,491.0,27.0,130.0,430.0,25.0,117.0
Madhya Pradesh,Seoni,180.0,29.0,123.0,158.0,40.0,93.0,138.0,18.0,136.0,261.0,30.0,137.0,218.0,33.0,113.0
Madhya Pradesh,Shahdol,243.0,35.0,282.0,191.0,35.0,100.0,259.0,41.0,151.0,477.0,44.0,191.0,470.0,49.0,128.0
Madhya Pradesh,Shajapur,259.0,23.0,32.0,163.0,10.0,43.0,251.0,13.0,57.0,259.0,19.0,130.0,204.0,11.0,111.0
Madhya Pradesh,Sheopur,67.0,13.0,24.0,62.0,6.0,15.0,84.0,8.0,19.0,143.0,12.0,58.0,122.0,11.0,49.0
Madhya Pradesh,Shivpuri,295.0,34.0,62.0,292.0,35.0,32.0,275.0,54.0,64.0,468.0,63.0,152.0,408.0,47.0,173.0
Madhya Pradesh,Sidhi,303.0,26.0,24.0,232.0,25.0,37.0,202.0,26.0,63.0,218.0,22.0,109.0,159.0,22.0,116.0
Madhya Pradesh,Singrauli,184.0,44.0,129.0,138.0,40.0,51.0,178.0,44.0,81.0,408.0,56.0,144.0,419.0,51.0,147.0
Madhya Pradesh,Tikamgarh,246.0,18.0,121.0,181.0,30.0,36.0,126.0,21.0,39.0,171.0,26.0,74.0,157.0,18.0,66.0
Madhya Pradesh,Ujjain,1151.0,52.0,279.0,1092.0,51.0,237.0,1240.0,45.0,172.0,1191.0,35.0,191.0,1021.0,39.0,204.0
Madhya Pradesh,Umaria,79.0,16.0,48.0,57.0,18.0,12.0,64.0,20.0,44.0,133.0,19.0,46.0,129.0,19.0,31.0
Madhya Pradesh,Vidisha,529.0,39.0,136.0,478.0,40.0,113.0,473.0,31.0,126.0,316.0,41.0,112.0,372.0,39.0,105.0
Maharashtra,Ahmednagar,1791.0,86.0,239.0,2203.0,77.0,252.0,2938.0,77.0,491.0,4043.0,94.0,451.0,4347.0,105.0,379.0
Maharashtra,Akola,604.0,38.0,185.0,573.0,33.0,272.0,592.0,36.0,254.0,789.0,37.0,246.0,835.0,42.0,287.0
Maharashtra,Amravati Commr,,,,,,,,,,,,,1207.0,27.0,148.0
Maharashtra,Amravati Commr.,773.0,15.0,170.0,874.0,26.0,183.0,873.0,26.0,108.0,1184.0,32.0,121.0,,,
Maharashtra,Amravati Rural,977.0,46.0,175.0,870.0,50.0,154.0,870.0,45.0,184.0,1028.0,55.0,198.0,1019.0,53.0,235.0
Maharashtra,Aurangabad Commr.,1558.0,32.0,227.0,1345.0,36.0,226.0,1485.0,35.0,233.0,1418.0,43.0,253.0,,,
Maharashtra,Aurangabad Railway,,,,5158.0,1.0,0.0,4742.0,1.0,0.0,3455.0,4.0,0.0,,,
Maharashtra,Aurangabad Rural,1144.0,43.0,162.0,1002.0,39.0,194.0,958.0,36.0,214.0,1150.0,42.0,310.0,,,
Maharashtra,Beed,763.0,56.0,280.0,688.0,48.0,295.0,690.0,54.0,263.0,1169.0,60.0,621.0,1509.0,64.0,627.0
Maharashtra,Bhandara,375.0,14.0,31.0,383.0,15.0,50.0,449.0,25.0,45.0,586.0,34.0,32.0,658.0,25.0,27.0
Maharashtra,Buldhana,701.0,44.0,145.0,792.0,45.0,164.0,896.0,33.0,187.0,1240.0,50.0,238.0,1228.0,37.0,227.0
Maharashtra,Chandrapur,587.0,32.0,136.0,699.0,30.0,114.0,764.0,33.0,113.0,1005.0,55.0,206.0,879.0,31.0,171.0
Maharashtra,Chhatrapati Sambhajinagar Commr,,,,,,,,,,,,,1525.0,30.0,246.0
Maharashtra,Chhatrapati Sambhajinagar Railway,,,,,,,,,,,,,4400.0,1.0,0.0
Maharashtra,Chhatrapati Sambhajinagar Rural,,,,,,,,,,,,,1023.0,41.0,403.0
Maharashtra,Dharashiv,,,,,,,,,,,,,692.0,30.0,124.0
Maharashtra,Dhule,526.0,41.0,244.0,600.0,26.0,220.0,662.0,27.0,293.0,715.0,39.0,382.0,633.0,36.0,362.0
Maharashtra,Gadchiroli,104.0,37.0,10.0,118.0,40.0,13.0,138.0,39.0,20.0,278.0,39.0,13.0,243.0,35.0,12.0
Maharashtra,Gondia,372.0,28.0,40.0,389.0,25.0,44.0,343.0,37.0,39.0,411.0,20.0,27.0,405.0,28.0,37.0
Maharashtra,Hingoli,212.0,30.0,63.0,236.0,27.0,88.0,318.0,26.0,144.0,356.0,25.0,187.0,391.0,28.0,152.0
Maharashtra,Jalgaon,984.0,53.0,227.0,1177.0,65.0,214.0,1249.0,61.0,265.0,2057.0,73.0,574.0,2053.0,66.0,480.0
Maharashtra,Jalna,670.0,44.0,215.0,823.0,43.0,275.0,982.0,38.0,396.0,1460.0,51.0,503.0,1488.0,51.0,432.0
Maharashtra,Kolhapur,958.0,43.0,96.0,1092.0,56.0,98.0,1015.0,49.0,139.0,1779.0,51.0,244.0,2048.0,52.0,176.0
Maharashtra,Latur,566.0,44.0,187.0,597.0,36.0,157.0,616.0,58.0,210.0,840.0,39.0,393.0,905.0,43.0,407.0
Maharashtra,Mira Bhayandar Vasai Virar Commr,,,,,,,,,,,,,1601.0,37.0,300.0
Maharashtra,Mira Bhayandar Vasai Virar Commr.,,,,,,,,,,2057.0,38.0,303.0,,,
Maharashtra,Mumbai Commr,,,,,,,,,,,,,9361.0,124.0,919.0
Maharashtra,Mumbai Commr.,9718.0,127.0,558.0,9468.0,164.0,520.0,8582.0,168.0,699.0,17876.0,135.0,901.0,,,
Maharashtra,Mumbai Railway,24493.0,4.0,0.0,37734.0,8.0,0.0,31586.0,8.0,0.0,12589.0,6.0,0.0,15016.0,8.0,0.0
Maharashtra,Nagpur Commr,,,,,,,,,,,,,3505.0,79.0,282.0
Maharashtra,Nagpur Commr.,3149.0,85.0,212.0,2635.0,72.0,129.0,2406.0,90.0,136.0,2503.0,65.0,235.0,,,
Maharashtra,Nagpur Railway,5860.0,4.0,0.0,3384.0,0.0,0.0,3024.0,3.0,1.0,1160.0,3.0,0.0,1503.0,2.0,0.0
Maharashtra,Nagpur Rural,1126.0,41.0,64.0,1300.0,36.0,30.0,1111.0,46.0,28.0,1451.0,41.0,31.0,1406.0,58.0,45.0
Maharashtra,Nanded,796.0,59.0,204.0,573.0,56.0,243.0,898.0,55.0,314.0,1273.0,82.0,355.0,1293.0,64.0,376.0
Maharashtra,Nandurbar,289.0,35.0,61.0,300.0,28.0,53.0,334.0,29.0,70.0,448.0,32.0,112.0,352.0,21.0,96.0
Maharashtra,Nasik Commr,,,,,,,,,,,,,1398.0,42.0,147.0
Maharashtra,Nasik Commr.,1027.0,41.0,131.0,958.0,35.0,186.0,979.0,24.0,230.0,1105.0,30.0,59.0,,,
Maharashtra,Nasik Rural,1028.0,78.0,243.0,1104.0,80.0,229.0,1154.0,47.0,474.0,1290.0,87.0,646.0,1648.0,79.0,579.0
Maharashtra,Navi Mumbai,1146.0,43.0,119.0,1512.0,52.0,150.0,1624.0,53.0,174.0,1783.0,39.0,226.0,1706.0,37.0,211.0
Maharashtra,Osmanabad,449.0,48.0,73.0,485.0,41.0,71.0,584.0,41.0,73.0,699.0,37.0,129.0,,,
Maharashtra,Palghar,1024.0,74.0,63.0,1443.0,72.0,63.0,1356.0,72.0,99.0,409.0,31.0,26.0,356.0,35.0,32.0
Maharashtra,Parbhani,475.0,34.0,178.0,537.0,40.0,227.0,596.0,31.0,208.0,849.0,49.0,278.0,905.0,28.0,298.0
Maharashtra,Pimpri Chinchwad City,,,,2393.0,72.0,139.0,2204.0,68.0,236.0,2787.0,80.0,317.0,2325.0,69.0,292.0
Maharashtra,Pune Commr,,,,,,,,,,,,,3568.0,101.0,609.0
Maharashtra,Pune Commr.,5466.0,110.0,332.0,3548.0,73.0,268.0,3044.0,74.0,325.0,3257.0,105.0,466.0,,,
Maharashtra,Pune Railway,1504.0,1.0,0.0,2025.0,2.0,0.0,2179.0,4.0,0.0,939.0,2.0,0.0,1238.0,2.0,0.0
Maharashtra,Pune Rural,4333.0,121.0,247.0,3465.0,115.0,214.0,2568.0,100.0,223.0,2764.0,108.0,331.0,2630.0,102.0,226.0
Maharashtra,Raigad,462.0,16.0,39.0,481.0,42.0,26.0,489.0,21.0,30.0,473.0,38.0,52.0,473.0,26.0,41.0
Maharashtra,Ratnagiri,402.0,12.0,13.0,442.0,21.0,10.0,356.0,14.0,15.0,249.0,16.0,8.0,281.0,18.0,10.0
Maharashtra,Sangli,983.0,43.0,92.0,1510.0,70.0,78.0,1463.0,59.0,86.0,1953.0,56.0,174.0,1564.0,69.0,141.0
Maharashtra,Satara,1101.0,47.0,138.0,1258.0,51.0,112.0,1218.0,56.0,170.0,1304.0,40.0,179.0,1287.0,45.0,169.0
Maharashtra,Sindhudurg,190.0,8.0,2.0,242.0,9.0,4.0,226.0,8.0,3.0,161.0,4.0,4.0,182.0,14.0,3.0
Maharashtra,Solapur Commr,,,,,,,,,,,,,585.0,9.0,155.0
Maharashtra,Solapur Commr.,730.0,10.0,79.0,580.0,10.0,95.0,492.0,20.0,91.0,598.0,12.0,133.0,,,
Maharashtra,Solapur Rural,1290.0,68.0,102.0,1757.0,78.0,116.0,2015.0,62.0,151.0,2173.0,57.0,180.0,1830.0,64.0,159.0
Maharashtra,Thane Commr,,,,,,,,,,,,,2903.0,87.0,505.0
Maharashtra,Thane Commr.,3173.0,113.0,242.0,3157.0,108.0,317.0,2693.0,82.0,427.0,3033.0,93.0,480.0,,,
Maharashtra,Thane Rural,857.0,42.0,97.0,1019.0,34.0,127.0,885.0,41.0,113.0,433.0,27.0,51.0,455.0,33.0,46.0
Maharashtra,Wardha,603.0,32.0,54.0,625.0,35.0,36.0,612.0,41.0,45.0,561.0,44.0,63.0,675.0,27.0,53.0
Maharashtra,Washim,340.0,27.0,132.0,369.0,22.0,118.0,337.0,31.0,168.0,504.0,17.0,234.0,474.0,25.0,250.0
Maharashtra,Yavatmal,1077.0,54.0,277.0,932.0,55.0,288.0,922.0,58.0,243.0,1284.0,78.0,395.0,1251.0,78.0,350.0
Manipur,Bishnupur,62.0,8.0,2.0,29.0,3.0,0.0,22.0,3.0,0.0,49.0,3.0,0.0,555.0,24.0,1.0
